Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;ICU;IMC;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;LGL 7D Hospital;Hospital Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %
2021-01-18;Mon, 18;49702;4154;44836;712;136;0;135;1;-33,5 %;-150;279;7;1738;1741;2,09 %;117,1;117,3;114,9;-1201;-830;-607;134;5,89 %;58109;3423;47061;221;121;3;2,2;0,79;0,85;-4 %;-28,0 %;9,2 %;-634;49713;-11;-677;-282;220318;419;;;1,68 %;6900;12107;84751;0,00 %;419;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;782;;;;130,33 %;;
2021-01-19;Tue, 19;49940;3929;45294;717;238;0;238;0;-39,3 %;-225;458;5;1585;1587;3,09 %;106,8;106,9;103,7;-1071;-700;-477;264;5,58 %;65254;3641;47157;224;111;3;3,1;0,78;0,83;-9 %;-32,4 %;8,3 %;-715;49951;-11;-759;-397;226317;1659;;;1,72 %;7239;11066;77465;0,01 %;1240;;;;;;;;;;;6700;;0,45 %;200;;0,01 %;;;0,00 %;;;;;;765;;;;127,50 %;;
2021-01-20;Wed, 20;50192;3836;45633;723;252;0;252;0;-31,3 %;-93;339;6;1470;1472;6,67 %;99,0;99,2;93,0;-1048;-677;-454;287;5,47 %;54199;2965;47036;223;105;4;6,0;0,78;0,81;-7 %;-37,8 %;3,0 %;-527;50203;-11;-896;-578;232464;4077;;;1,77 %;8565;9804;68626;0,03 %;2418;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;;747;;;;124,50 %;;
2021-01-21;Thu, 21;50368;3632;46004;732;176;0;176;0;-36,0 %;-204;371;9;1373;1373;3,12 %;92,5;92,5;89,7;-957;-586;-363;378;5,40 %;55889;3018;46959;224;104;2;2,8;0,78;0,79;-7 %;-39,3 %;-1,3 %;-658;50379;-11;-890;-738;238298;16704;;;1,82 %;18461;10204;71429;0,13 %;12627;;;;;;;;;;;6700;0;0,45 %;200;0;0,01 %;;;0,00 %;;;;;;737;;;;122,83 %;;
2021-01-22;Fri, 22;50546;3295;46484;767;178;0;178;0;-33,3 %;-337;480;35;1286;1284;2,73 %;86,6;86,5;84,2;-918;-547;-324;417;5,13 %;56361;2891;46561;215;101;3;2,4;0,77;0,77;-6 %;-36,3 %;-2,6 %;-1260;50557;-11;-731;-766;244058;46811;;;1,86 %;35867;13180;92262;0,36 %;30107;;;;;;;;;;;6900;200;0,46 %;1600;1400;0,11 %;;;0,00 %;;;;;;728;;;;121,33 %;;
2021-01-23;Sat, 23;50677;3057;46850;770;131;0;131;0;-39,6 %;-238;366;3;1200;1198;1,00 %;80,9;80,7;79,9;-961;-590;-367;374;6,34 %;27260;1728;47042;212;102;2;1,0;0,76;0,77;-7 %;-35,7 %;-3,2 %;-1378;50688;-11;-664;-758;250038;59316;;;1,91 %;18485;14402;100813;0,45 %;12505;;;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;;710;;;;118,33 %;;
2021-01-24;Sun, 24;50737;2976;46985;776;60;0;60;0;-31,8 %;-81;135;6;1171;1170;0,00 %;78,9;78,8;78,8;-886;-515;-292;449;5,60 %;15770;883;47549;218;101;1;0,1;0,76;0,77;-2 %;-35,3 %;-3,5 %;-1328;50748;-11;-639;-751;254916;67418;;;1,94 %;4878;14342;100395;0,51 %;8102;9631;67418;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;;711;;;;118,50 %;;
2021-01-25;Mon, 25;50829;2865;47177;787;92;0;92;0;-31,9 %;-111;192;11;1127;1127;2,71 %;75,9;75,9;73,9;-740;-369;-146;595;5,26 %;61556;3238;48041;213;96;1;2,0;0,77;0,78;-4 %;-35,3 %;-2,9 %;-1289;50840;-11;-614;-742;290683;93628;;;2,21 %;35767;18466;129262;0,71 %;26210;13316;93209;;;;;;;;;6900;0;0,46 %;1600;0;0,11 %;;;0,00 %;;;;;;713;;;;118,83 %;;
2021-01-26;Tue, 26;51024;2669;47557;798;195;0;196;-1;-17,6 %;-196;380;11;1084;1085;4,28 %;73,0;73,1;70,1;-683;-312;-89;652;5,19 %;66209;3436;48178;200;86;4;2,9;0,80;0,78;-4 %;-31,6 %;-2,8 %;-1260;51036;-12;-502;-705;278653;86350;;;2,12 %;-12030;15713;109993;0,66 %;-7278;12099;84691;;;;;;;;;8000;1100;0,54 %;3800;2200;0,26 %;;;0,00 %;;;;;;698;;;;116,33 %;;
2021-01-27;Wed, 27;51197;2475;47911;811;173;0;173;0;-31,3 %;-194;354;13;1005;1006;2,57 %;67,7;67,8;66,1;-681;-310;-87;654;4,69 %;58235;2731;48754;191;87;4;1,6;0,82;0,79;-7 %;-31,7 %;-1,2 %;-1361;51209;-12;-466;-644;291334;90355;;;2,22 %;12681;16301;114109;0,69 %;4005;12325;86278;;;;;;;;;8000;0;0,54 %;3800;0;0,26 %;;;0,00 %;;;;;;695;;;;115,83 %;;
2021-01-28;Thu, 28;51331;2336;48176;819;134;0;134;0;-23,9 %;-139;265;8;963;964;3,02 %;64,9;64,9;63,0;-637;-266;-43;698;5,15 %;59647;3072;49291;174;95;5;1,9;0,83;0,80;-4 %;-29,8 %;0,5 %;-1296;51343;-12;-409;-575;302792;93015;;;2,31 %;11458;15301;107106;0,71 %;2660;10902;76311;;;;;;;;;9600;1600;0,65 %;5300;1500;0,36 %;;;0,00 %;;;;;;698;;;;116,33 %;;
2021-01-29;Fri, 29;51471;2211;48433;827;140;0;140;0;-21,3 %;-125;257;8;925;926;4,52 %;62,3;62,4;59,7;-646;-275;-52;689;4,30 %;60090;2584;49824;164;96;4;2,6;0,83;0,81;-4 %;-27,9 %;2,2 %;-1084;51483;-12;-358;-522;313523;96180;;;2,39 %;10731;11710;81970;0,73 %;3165;7053;49369;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;;676;;;;112,67 %;;
2021-01-30;Sat, 30;51585;2108;48646;831;114;0;114;0;-13,0 %;-103;213;4;908;909;1,66 %;61,2;61,2;60,2;-700;-329;-106;635;5,37 %;25360;1362;49552;165;96;4;1,0;0,83;0,83;-2 %;-24,1 %;3,4 %;-949;51597;-12;-289;-468;320942;106187;;;2,45 %;7419;10129;70904;0,81 %;10007;6696;46871;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;;662;;;;110,33 %;;
2021-01-31;Sun, 31;51632;2066;48733;833;47;0;47;0;-21,7 %;-42;87;2;895;896;-0,33 %;60,3;60,4;60,6;-655;-284;-61;680;5,26 %;9952;523;48721;167;96;3;-0,3;0,84;0,84;-1 %;-23,4 %;3,9 %;-910;51644;-12;-274;-416;324861;115540;;;2,48 %;3919;9992;69945;0,88 %;9353;6875;48122;;;;;;;;;9600;0;0,65 %;5300;0;0,36 %;;;0,00 %;;;;;;673;;;;112,17 %;;
2021-02-01;Mon, 1;51710;2008;48735;967;78;0;78;0;-15,2 %;-58;2;134;881;882;2,24 %;59,4;59,4;58,1;-537;-166;57;798;4,54 %;59973;2723;48495;162;91;7;1,3;0,86;0,85;-2 %;-21,7 %;3,8 %;-857;51722;-12;-245;-363;331825;131297;;;2,53 %;6964;5877;41142;1,00 %;15757;5381;37669;;;;;;;;;11400;1800;0,77 %;7700;2400;0,52 %;;;0,00 %;;;;;;680;;;;113,33 %;;
2021-02-02;Tue, 2;51812;1872;48962;978;102;0;100;2;-49,0 %;-136;227;11;788;786;2,51 %;53,1;53,0;51,7;-466;-95;128;869;4,27 %;66098;2822;48479;148;92;6;1,4;0,87;0,85;-11 %;-27,6 %;3,5 %;-797;51822;-10;-299;-334;340112;144734;;;2,59 %;8287;8780;61459;1,10 %;13437;8341;58384;;;;;;;;;11400;0;0,77 %;7700;0;0,52 %;;;0,00 %;;;;;;650;;;;108,33 %;;
2021-02-03;Wed, 3;51922;1730;49204;988;110;0;110;0;-36,4 %;-142;242;10;725;723;1,46 %;48,8;48,7;48,0;-440;-69;154;895;4,09 %;61059;2497;48883;142;90;5;0,8;0,86;0,85;-8 %;-28,1 %;3,1 %;-745;51932;-10;-283;-308;350581;160629;;;2,67 %;10469;8464;59247;1,22 %;15895;10039;70274;;;;;;;;;11400;0;0,77 %;7700;0;0,52 %;;;0,00 %;;;;;;668;;;;111,33 %;;
2021-02-04;Thu, 4;52054;1686;49370;998;132;0;132;0;-1,5 %;-44;166;10;723;721;3,62 %;48,7;48,6;46,9;-432;-61;162;903;4,24 %;60453;2563;48998;133;83;6;1,8;0,84;0,85;-0 %;-25,2 %;2,2 %;-650;52064;-10;-243;-284;359964;173079;;;2,74 %;9383;8167;57172;1,32 %;12450;11438;80064;;;;;;;;;13000;1600;0,88 %;8800;1100;0,59 %;;;0,00 %;;;;;;651;;;;108,50 %;;
2021-02-05;Fri, 5;52197;1651;49540;1006;143;0;142;1;1,4 %;-35;170;8;726;723;7,98 %;48,9;48,7;45,1;-461;-90;133;874;3,64 %;59845;2178;48963;124;80;8;3,8;0,82;0,85;0 %;-21,9 %;1,0 %;-560;52206;-9;-203;-262;368547;184229;;;2,81 %;8583;7861;55024;1,40 %;11150;12578;88049;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;;619;;;;103,17 %;;
2021-02-06;Sat, 6;52267;1590;49668;1009;70;0;69;1;-39,5 %;-61;128;3;682;678;0,00 %;45,9;45,7;45,7;-483;-112;111;852;4,58 %;24435;1119;48831;121;81;7;0,2;0,82;0,85;-6 %;-25,4 %;0,1 %;-518;52275;-8;-231;-254;377424;192226;;;2,88 %;8877;8069;56482;1,46 %;7997;12291;86039;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;;616;;;;102,67 %;;
2021-02-07;Sun, 7;52297;1560;49727;1010;30;0;30;0;-36,2 %;-30;59;1;665;661;0,00 %;44,8;44,5;44,5;-434;-63;160;901;4,46 %;9509;424;48767;129;80;9;0,3;0,85;0,85;-3 %;-26,2 %;-0,3 %;-506;52305;-8;-235;-248;384576;196692;;;2,93 %;7152;8531;59715;1,50 %;4466;11593;81152;;;;;;;;;13000;0;0,88 %;8800;0;0,59 %;;;0,00 %;;;;;;625;;;;104,17 %;;
2021-02-08;Mon, 8;52368;1539;49812;1017;71;0;71;0;-9,0 %;-21;85;7;658;654;5,25 %;44,3;44,1;41,9;-405;-34;189;930;3,49 %;60753;2120;48879;127;86;7;2,4;0,87;0,85;-1 %;-25,9 %;-0,3 %;-469;52376;-8;-228;-246;393856;202985;;;3,00 %;9280;8862;62031;1,55 %;6293;10241;71688;;;;;;;;;18200;5200;1,23 %;9600;800;0,65 %;;;0,00 %;;;;;;629;;;;104,83 %;;
2021-02-09;Tue, 9;52514;1490;50002;1022;146;0;146;0;46,0 %;-49;190;5;702;700;6,79 %;47,3;47,2;44,2;-441;-70;153;894;3,46 %;65781;2276;48834;127;84;8;3,1;0,91;0,86;7 %;-10,9 %;-0,3 %;-382;52522;-8;-86;-216;406322;208603;;;3,10 %;12466;9459;66210;1,59 %;5618;9124;63869;;;;;;;;;18200;0;1,23 %;9600;0;0,65 %;;;0,00 %;;;;;;619;;;;103,17 %;;
2021-02-10;Wed, 10;52613;1416;50172;1025;99;0;100;-1;-9,1 %;-74;170;3;691;690;2,65 %;46,6;46,5;45,3;-408;-37;186;927;3,15 %;64731;2039;49358;122;80;7;1,3;0,95;0,89;-1 %;-4,6 %;-0,2 %;-314;52622;-9;-33;-180;421168;213152;;;3,21 %;14846;10084;70587;1,62 %;4549;7503;52523;;;;;;;;;18200;0;1,23 %;9600;0;0,65 %;;;0,00 %;;;;;;582;;;;97,00 %;;
2021-02-11;Thu, 11;52707;1376;50303;1028;94;0;94;0;-28,8 %;-40;131;3;653;652;3,54 %;44,0;43,9;42,4;-361;10;233;974;3,21 %;60455;1941;49358;116;81;5;1,6;0,97;0,92;-6 %;-9,6 %;0,0 %;-310;52716;-9;-69;-155;435511;218749;;;3,32 %;14343;10792;75547;1,67 %;5597;6524;45670;;;;;;;;;23900;5700;1,61 %;10000;400;0,67 %;;;0,00 %;;;;;;578;;;;96,33 %;;
2021-02-12;Fri, 12;52781;1310;50434;1037;74;0;74;0;-47,9 %;-66;131;9;584;584;2,34 %;39,3;39,3;38,4;-366;5;228;969;3,15 %;59037;1860;49243;98;79;5;0,9;0,97;0,93;-10 %;-19,2 %;0,3 %;-341;52790;-9;-139;-146;450982;226982;;;3,44 %;15471;11776;82435;1,73 %;8233;6108;42753;;;;;;;;;23900;0;1,61 %;10000;0;0,67 %;;;0,00 %;;;;;;572;;;;95,33 %;;
2021-02-13;Sat, 13;52826;1241;50545;1040;45;0;44;1;-36,2 %;-69;111;3;559;559;3,57 %;37,7;37,7;36,4;-381;-10;213;954;4,18 %;25077;1048;49335;93;77;5;1,3;0,92;0,93;-4 %;-17,6 %;0,7 %;-349;52834;-8;-119;-130;463715;233760;;;3,53 %;12733;12327;86291;1,78 %;6778;5933;41534;;;;;;;;;23900;0;1,61 %;10000;0;0,67 %;;;0,00 %;;;;;;561;;;;93,50 %;;
2021-02-14;Sun, 14;52845;1213;50592;1040;19;0;19;0;-36,7 %;-28;47;0;548;548;0,00 %;36,9;36,9;36,9;-328;43;266;1007;3,89 %;9769;380;49372;92;79;4;0,0;0,87;0,91;-2 %;-17,1 %;0,9 %;-347;52853;-8;-113;-112;471231;237526;;;3,59 %;7516;12379;86655;1,81 %;3766;5833;40834;;;;;;;;;23900;0;1,61 %;10000;0;0,67 %;;;0,00 %;;;;;;547;;;;91,17 %;;
2021-02-15;Mon, 15;52905;1195;50670;1040;60;0;60;0;-15,5 %;-18;78;0;537;537;5,23 %;36,2;36,2;34,4;-242;129;352;1093;3,15 %;59907;1887;49251;87;77;4;1,8;0,83;0,90;-2 %;-17,9 %;0,9 %;-344;52913;-8;-117;-97;482886;247180;;;3,68 %;11655;12719;89030;1,88 %;9654;6314;44195;;;;;;;;;30800;6900;2,08 %;11700;1700;0,79 %;;;0,00 %;;;;;;550;;;;91,67 %;;
2021-02-16;Tue, 16;52938;1126;50771;1041;33;0;33;0;-77,4 %;-69;101;1;424;424;0,00 %;28,6;28,6;28,6;-175;196;419;1160;3,15 %;66101;2082;49297;80;74;2;0,0;0,79;0,86;-21 %;-39,4 %;0,9 %;-364;52946;-8;-276;-124;494480;257615;;;3,77 %;11594;12594;88158;1,96 %;10435;7002;49012;;;;;;;;;30800;0;2,08 %;11700;0;0,79 %;;;0,00 %;;;;;;543;;;;90,50 %;;
2021-02-17;Wed, 17;53055;1133;50880;1042;117;0;116;1;16,0 %;7;109;1;442;440;3,86 %;29,8;29,6;28,5;-198;173;396;1137;2,92 %;61511;1796;48837;74;70;2;1,3;0,78;0,83;4 %;-36,2 %;0,6 %;-283;53062;-7;-250;-155;509111;268958;;;3,88 %;14631;12563;87943;2,05 %;11343;7972;55806;;;;;;;;;30800;0;2,08 %;11700;0;0,79 %;;;0,00 %;;;;;;518;;;;86,33 %;;
2021-02-18;Thu, 18;53162;1108;50990;1064;107;0;107;0;13,8 %;-25;110;22;455;453;4,10 %;30,7;30,5;29,3;-230;141;364;1105;3,02 %;64844;1958;49464;77;65;2;1,4;0,79;0,81;3 %;-30,5 %;0,5 %;-268;53169;-7;-199;-173;524209;280447;;;3,99 %;15098;12671;88698;2,14 %;11489;8814;61698;;;;;;;;;34200;3400;2,30 %;13600;1900;0,92 %;;;0,00 %;;;;;;504;;;;84,00 %;;
2021-02-19;Fri, 19;53243;1046;51131;1066;81;0;80;1;8,1 %;-62;141;2;462;459;0,65 %;31,1;30,9;30,7;-267;104;327;1068;2,56 %;70443;1803;51093;79;62;3;0,4;0,80;0,80;1 %;-21,4 %;1,0 %;-264;53249;-6;-125;-171;539997;292045;;;4,11 %;15788;12716;89015;2,23 %;11598;9295;65063;;;;;;;;;34200;0;2,30 %;13600;0;0,92 %;;;0,00 %;;;;;;492;;;;82,00 %;;
2021-02-20;Sat, 20;53307;1040;51199;1068;64;0;64;0;45,5 %;-6;68;2;481;479;0,62 %;32,4;32,3;32,1;-311;60;283;1024;3,24 %;30245;980;51831;79;60;3;0,3;0,89;0,84;4 %;-14,3 %;1,6 %;-201;53313;-6;-80;-166;556299;298729;;;4,24 %;16302;13226;92584;2,28 %;6684;9281;64969;;;;;;;;;34200;0;2,30 %;13600;0;0,92 %;;;0,00 %;;;;;;496;;;;82,67 %;;
2021-02-21;Sun, 21;53330;1033;51227;1070;23;0;23;0;21,1 %;-7;28;2;485;483;0,00 %;32,7;32,5;32,5;-274;97;320;1061;2,60 %;13461;350;52359;81;58;4;0,2;0,96;0,87;1 %;-11,9 %;2,3 %;-180;53336;-6;-65;-159;569132;302944;;;4,34 %;12833;13986;97901;2,31 %;4215;9345;65418;;;;;;;;;34200;0;2,30 %;13600;0;0,92 %;;;0,00 %;;;;;;481;;;;80,17 %;;
2021-02-22;Mon, 22;53390;1022;51291;1077;60;0;60;0;0,0 %;-11;64;7;485;483;2,85 %;32,7;32,5;31,6;-301;70;293;1034;2,71 %;64857;1758;53066;83;55;4;1,1;1,03;0,91;0 %;-10,1 %;3,2 %;-173;53396;-6;-54;-150;588417;309948;;;4,48 %;19285;15076;105531;2,36 %;7004;8967;62768;;;;;;;;;43800;9600;2,95 %;13700;100;0,92 %;;;0,00 %;;;;;;474;;;;79,00 %;;
2021-02-23;Tue, 23;53480;966;51437;1077;90;0;91;-1;175,8 %;-56;146;0;542;541;4,60 %;36,5;36,4;34,8;-275;96;319;1060;3,11 %;77113;2398;54639;75;56;1;1,7;1,12;0,98;12 %;27,6 %;4,7 %;-160;53487;-7;117;-94;609003;316844;;;4,64 %;20586;16360;114523;2,41 %;6896;8461;59229;;;;;;;;;43800;0;2,95 %;13700;0;0,92 %;;;0,00 %;;;;;;472;;;;78,67 %;;
2021-02-24;Wed, 24;53598;985;51531;1082;118;0;119;-1;2,6 %;19;94;5;543;544;6,69 %;36,6;36,7;34,4;-287;84;307;1048;2,76 %;72302;1996;56181;67;55;0;2,2;1,12;1,03;1 %;23,6 %;6,9 %;-148;53606;-8;104;-43;633229;326562;;;4,82 %;24226;17731;124118;2,49 %;9718;8229;57604;;;;;;;;;43800;0;2,95 %;13700;0;0,92 %;;;0,00 %;;;;;;471;;;;78,50 %;;
2021-02-25;Thu, 25;53682;975;51625;1082;84;0;84;0;-21,5 %;-10;94;0;520;521;6,69 %;35,0;35,1;32,9;-292;79;302;1043;2,91 %;70052;2039;56925;63;56;0;2,1;1,11;1,07;-4 %;15,0 %;9,1 %;-133;53690;-8;68;-5;656391;335390;;;5,00 %;23162;18883;132182;2,56 %;8828;7849;54943;;;;;;;;;48200;4400;3,25 %;15500;1800;1,04 %;;;0,00 %;;;;;;462;;;;77,00 %;;
2021-02-26;Fri, 26;53808;1027;51697;1084;126;0;126;0;57,5 %;52;72;2;565;567;9,77 %;38,1;38,2;34,8;-354;17;240;981;3,27 %;70395;2302;56918;57;52;0;3,3;1,14;1,12;9 %;23,5 %;10,2 %;-19;53816;-8;108;28;683464;344192;;;5,21 %;27073;20495;143467;2,62 %;8802;7450;52147;;;;;;;;;48200;0;3,25 %;15500;0;1,04 %;;;0,00 %;;;;;;454;;;;75,67 %;;
2021-02-27;Sat, 27;53878;1052;51742;1084;70;0;70;0;9,4 %;25;45;0;571;573;5,75 %;38,5;38,6;36,5;-401;-30;193;934;3,59 %;28715;1031;56699;57;56;2;2,0;1,11;1,11;1 %;19,6 %;10,8 %;12;53886;-8;94;53;703929;352616;;;5,36 %;20465;21090;147630;2,69 %;8424;7698;53887;;;;;;;;;48200;0;3,25 %;15500;0;1,04 %;;;0,00 %;;;;;;451;;;;75,17 %;;
2021-02-28;Sun, 28;53923;1078;51761;1084;45;0;45;0;95,7 %;26;19;0;593;595;0,75 %;40,0;40,1;39,8;-386;-15;208;949;3,00 %;12641;379;56582;59;57;1;0,2;1,10;1,11;4 %;23,2 %;11,0 %;45;53931;-8;112;78;718914;359725;;;5,48 %;14985;21397;149782;2,74 %;7109;8112;56781;;;;;;;;;48200;0;3,25 %;15500;0;1,04 %;;;0,00 %;;;;;;462;;;;77,00 %;;
2021-03-01;Mon, 1;53998;1093;51818;1087;75;0;75;0;25,0 %;15;57;3;608;610;6,75 %;41,0;41,1;38,5;-370;1;224;965;2,95 %;68791;2029;57144;59;56;1;2,5;1,12;1,13;3 %;26,3 %;11,0 %;71;54006;-8;127;104;741284;368531;;;5,65 %;22370;21838;152867;2,81 %;8806;8369;58583;;;;;;;;;53500;5300;3,60 %;20700;5200;1,39 %;;;0,00 %;;;;;;461;;;;76,83 %;;
2021-03-02;Tue, 2;54160;1222;51850;1088;162;0;160;2;75,8 %;129;32;1;680;679;5,79 %;45,8;45,7;43,2;-413;-42;181;922;3,10 %;77089;2390;57141;64;46;1;2,6;1,13;1,13;11 %;25,5 %;10,0 %;256;54166;-6;138;107;765566;380103;;;5,83 %;24282;22366;156563;2,90 %;11572;9037;63259;;;;;;;;;53500;0;3,60 %;20700;0;1,39 %;;;0,00 %;;;;;;454;;;;75,67 %;;
2021-03-03;Wed, 3;54312;1257;51967;1088;152;0;152;0;27,7 %;35;117;0;714;712;5,26 %;48,1;48,0;45,6;-479;-108;115;856;2,88 %;71895;2071;57083;67;44;1;2,5;1,18;1,15;5 %;30,9 %;8,1 %;272;54318;-6;168;116;767969;382160;;;5,85 %;2403;19249;134740;2,91 %;2057;7943;55598;;;;;;;;;53500;0;3,60 %;20700;0;1,39 %;;;0,00 %;;;;;;449;;;;74,83 %;;
2021-03-04;Thu, 4;54424;1262;52069;1093;112;0;111;1;32,1 %;5;102;5;742;739;2,26 %;50,0;49,8;48,7;-465;-94;129;870;2,80 %;74390;2083;57702;73;43;1;1,3;1,21;1,17;4 %;41,8 %;6,2 %;287;54429;-5;218;138;817841;408949;;;6,23 %;49872;23064;161450;3,12 %;26789;10508;73559;;;;;;;;;59800;6300;4,03 %;25800;5100;1,74 %;;;0,00 %;;;;;;447;;;;74,50 %;;
2021-03-05;Fri, 5;54570;1327;52150;1093;146;0;144;2;14,3 %;65;81;0;762;757;5,59 %;51,3;51,0;48,3;-540;-169;54;795;3,17 %;72401;2295;57989;71;44;2;3,0;1,23;1,18;2 %;33,5 %;4,8 %;300;54573;-3;190;150;845879;423628;;;6,44 %;28038;23202;162415;3,23 %;14679;11348;79436;;;;;;;;;59800;0;4,03 %;25800;0;1,74 %;;;0,00 %;;;;;;436;;;;72,67 %;;
2021-03-06;Sat, 6;54686;1379;52212;1095;116;0;116;0;65,7 %;52;62;2;808;803;3,84 %;54,4;54,1;52,1;-609;-238;-15;726;3,21 %;32111;1031;58474;73;44;3;2,3;1,23;1,20;6 %;40,1 %;4,0 %;327;54689;-3;230;169;873008;433527;;;6,65 %;27129;24154;169079;3,30 %;9899;11559;80911;;;;;;;;;59800;0;4,03 %;25800;0;1,74 %;;;0,00 %;;;;;;436;;;;72,67 %;;
2021-03-07;Sun, 7;54747;1417;52235;1095;61;0;61;0;35,6 %;38;23;0;824;819;1,85 %;55,5;55,2;54,2;-595;-224;-1;740;3,14 %;12583;395;58466;70;50;5;1,3;1,20;1,20;2 %;37,6 %;3,3 %;339;54750;-3;224;185;893581;439254;;;6,81 %;20573;24952;174667;3,35 %;5727;11361;79529;;;;;;;;;59800;0;4,03 %;25800;0;1,74 %;;;0,00 %;;;;;;428;;;;71,33 %;;
2021-03-08;Mon, 8;54870;1480;52291;1099;123;0;123;0;64,0 %;63;56;4;872;867;5,42 %;58,8;58,4;55,4;-558;-187;36;777;3,47 %;70324;2440;58685;76;55;0;3,4;1,18;1,20;6 %;42,1 %;2,6 %;387;54873;-3;257;204;923782;447140;;;7,04 %;30201;26071;182498;3,41 %;7886;11230;78609;;;;;;;;;68000;8200;4,58 %;33100;7300;2,23 %;;;0,00 %;;;;283;;446;;;;74,33 %;;
2021-03-09;Tue, 9;55037;1557;52380;1100;167;0;165;2;3,1 %;77;89;1;877;872;6,14 %;59,1;58,8;55,4;-573;-202;21;762;3,54 %;80307;2843;59144;71;55;2;3,7;1,16;1,19;1 %;28,4 %;2,5 %;335;55038;-1;193;211;954752;456189;;;7,27 %;30970;27027;189186;3,48 %;9049;10869;76086;;;;;;;;;68000;0;4,58 %;33100;0;2,23 %;;;0,00 %;;;;281;;437;;;;72,83 %;;
2021-03-10;Wed, 10;55256;1658;52498;1100;219;0;218;1;43,4 %;101;118;0;944;938;11,07 %;63,6;63,2;56,9;-679;-308;-85;656;2,92 %;78689;2298;60115;69;53;3;6,7;1,16;1,18;8 %;31,7 %;3,0 %;401;55256;0;226;220;987892;466823;;;7,53 %;33140;31418;219923;3,56 %;10634;12095;84663;;;;;;;;;68000;0;4,58 %;33100;0;2,23 %;;;0,00 %;;;;296;;439;;;;73,17 %;;
2021-03-11;Thu, 11;55426;1744;52582;1100;170;0;170;0;53,2 %;86;84;0;1002;997;6,16 %;67,5;67,2;63,3;-704;-333;-110;631;3,17 %;70733;2242;59593;68;53;2;4,2;1,18;1,18;6 %;34,9 %;3,3 %;482;55426;0;258;225;1024577;476962;;;7,81 %;36685;29534;206736;3,63 %;10139;9716;68013;;;;;;;;;76100;8100;5,13 %;36700;3600;2,47 %;;;0,00 %;;;;284;;461;;;;76,83 %;;
2021-03-12;Fri, 12;55591;1783;52714;1094;165;0;165;0;14,6 %;39;132;-6;1021;1018;6,19 %;68,8;68,6;64,6;-753;-382;-159;582;3,23 %;75421;2436;60024;67;53;2;4,2;1,18;1,17;2 %;34,5 %;3,5 %;456;55591;0;261;236;1059729;488664;;;8,07 %;35152;30550;213850;3,72 %;11702;9291;65036;;;;;;;;;76100;0;5,13 %;36700;0;2,47 %;;;0,00 %;;;;292;;459;;;;76,50 %;;
2021-03-13;Sat, 13;55694;1816;52784;1094;103;0;104;-1;-10,3 %;33;70;0;1008;1006;2,42 %;67,9;67,8;66,2;-795;-424;-201;540;3,41 %;38440;1311;60928;75;55;2;1,7;1,18;1,17;-1 %;25,3 %;3,7 %;437;55695;-1;203;232;1091822;498460;;;8,32 %;32093;31259;218814;3,80 %;9796;9276;64933;;;;;;;;;76100;0;5,13 %;36700;0;2,47 %;;;0,00 %;;;;273;;448;;;;74,67 %;;
