Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;ICU;IMC;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;LGL 7D Hospital;Hospital Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %
2022-03-30;Wed, 30;440696;43904;394872;1920;5181;;5183;-2;-0,6 %;1307;3870;4;30060;30156;5,33 %;2019,9;2026,3;1923,7;-24779;-24407;-24183;-23439;38,98 %;80745;31474;62698;490;68;9;96,2;1,00;1,01;-0 %;1,4 %;-7,4 %;1406;441536;-840;415;1001;9727036;9822473;7371226;;74,03 %;716;708;4958;74,75 %;1471;1395;9766;56,10 %;4943;4747;33226;;;;;1081266;68;72,66 %;1055881;76;70,95 %;689225;245;46,31 %;;;;933;6,80;409;4844;18,46 %;74,50 %;68,17 %;-5,17 %;8,44 %
2022-03-31;Thu, 31;444706;43907;398877;1922;4010;;4012;-2;-23,2 %;3;4005;2;28868;28942;4,12 %;1939,8;1944,8;1867,8;-24633;-24261;-24037;-23293;36,45 %;67271;24520;61431;481;61;10;72,0;1,00;1,00;-4 %;-4,5 %;-6,8 %;36;445548;-842;-1356;556;9727994;9824360;7377165;;74,03 %;958;697;4882;74,77 %;1887;1410;9873;56,14 %;5939;4639;32476;;;;;1081314;48;72,66 %;1055960;79;70,96 %;689457;232;46,33 %;;;;963;7,10;403;4687;19,91 %;77,75 %;67,17 %;-6,26 %;8,60 %
2022-04-01;Fri, 1;447631;42170;403533;1928;2925;;2925;0;-29,7 %;-1737;4656;6;27650;27709;3,36 %;1857,9;1861,9;1801,3;-24747;-24375;-24151;-23407;41,16 %;52821;21741;59474;476;59;12;56,6;0,98;0,99;-4 %;-7,9 %;-6,7 %;-1384;448473;-842;-2374;51;9728588;9825769;7381806;;74,04 %;594;646;4520;74,78 %;1409;1319;9232;56,18 %;4641;4340;30377;;;;;1081363;49;72,66 %;1056039;79;70,96 %;689690;233;46,34 %;;;;990;7,33;403;4514;21,33 %;80,25 %;67,17 %;-7,73 %;8,93 %
2022-04-02;Sat, 2;449472;38836;408705;1931;1841;;1843;-2;-34,5 %;-3334;5172;3;26691;26739;4,30 %;1793,5;1796,7;1722,6;-23318;-22946;-22722;-21978;42,45 %;22092;9378;59206;470;57;14;70,9;0,95;0,97;-4 %;-11,1 %;-6,8 %;-2751;450316;-844;-3335;-638;9728957;9826618;7383672;;74,04 %;369;615;4303;74,78 %;849;1266;8862;56,19 %;1866;4250;29749;;;;;1081411;48;72,67 %;1056118;79;70,97 %;689922;232;46,36 %;;;;959;7,53;393;4555;21,73 %;82,50 %;65,50 %;-7,00 %;8,63 %
2022-04-03;Sun, 3;451051;35213;413903;1935;1579;;1583;-4;-51,6 %;-3623;5198;4;25010;25052;4,57 %;1680,6;1683,4;1609,9;-20233;-19861;-19637;-18893;34,69 %;17121;5939;58919;465;56;16;70,7;0,90;0,95;-6 %;-14,9 %;-6,9 %;-5037;451899;-848;-4399;-1332;9729069;9826884;7384301;;74,04 %;112;602;4215;74,78 %;266;1256;8789;56,20 %;629;4158;29105;;;;;1081439;28;72,67 %;1056166;48;70,97 %;690105;183;46,37 %;;;;916;7,30;404;4594;20,88 %;79,92 %;67,33 %;-8,70 %;8,79 %
2022-04-04;Mon, 4;453055;33074;418046;1935;2004;;2010;-6;-56,9 %;-2139;4143;0;22369;22396;7,32 %;1503,1;1504,9;1402,2;-17401;-17029;-16805;-16061;32,66 %;66757;21803;56169;463;58;16;100,9;0,85;0,92;-11 %;-25,5 %;-7,5 %;-7483;453909;-854;-7649;-2549;9729414;9827711;7386802;;74,04 %;345;560;3923;74,79 %;827;1197;8381;56,22 %;2501;3735;26144;;;;;1081840;401;72,69 %;1056778;612;71,01 %;692366;2261;46,52 %;;;;894;6,97;379;4581;20,00 %;76,33 %;63,17 %;-10,72 %;8,27 %
2022-04-05;Tue, 5;455741;32960;420842;1939;2686;;2692;-6;-44,4 %;-114;2796;4;20226;20248;6,31 %;1359,1;1360,6;1279,9;-14910;-14538;-14314;-13570;35,11 %;73253;25719;54294;441;40;18;79,2;0,81;0,88;-10 %;-32,9 %;-8,5 %;-9637;456601;-860;-9941;-4091;9729866;9828864;7391369;;74,05 %;452;507;3546;74,80 %;1153;1123;7862;56,25 %;4567;3584;25086;;;;;1081856;16;72,70 %;1056823;45;71,01 %;692490;124;46,53 %;;;;906;6,80;365;4343;20,58 %;74,50 %;60,83 %;-10,77 %;8,40 %
2022-04-06;Wed, 6;459226;33185;424096;1945;3485;;3493;-8;-32,6 %;225;3254;6;18530;18558;7,09 %;1245,1;1247,0;1164,4;-14389;-14017;-13793;-13049;33,15 %;62481;20712;51685;436;47;15;80,7;0,76;0,83;-8 %;-38,5 %;-10,5 %;-10719;460094;-868;-11598;-5807;9730337;9830016;7395734;;74,05 %;471;472;3301;74,81 %;1152;1078;7543;56,28 %;4365;3501;24508;;;;;1081890;34;72,70 %;1056868;45;71,02 %;692676;186;46,54 %;;;;889;6,89;354;4171;21,72 %;75,50 %;59,00 %;-13,89 %;8,49 %
2022-04-07;Thu, 7;462517;31831;428732;1954;3291;;3295;-4;-17,9 %;-1354;4636;9;17811;17841;7,16 %;1196,8;1198,8;1118,7;-14763;-14391;-14167;-13423;32,23 %;55055;17744;49940;446;51;12;78,1;0,73;0,80;-4 %;-38,4 %;-12,3 %;-12076;463389;-872;-11101;-7200;9730829;9831280;7400599;;74,05 %;492;405;2835;74,82 %;1264;989;6920;56,32 %;4865;3348;23434;;;;;1081903;13;72,70 %;1056890;22;71,02 %;692745;69;46,55 %;;;;899;6,77;343;4096;21,70 %;74,08 %;57,17 %;-12,61 %;8,37 %
2022-04-08;Fri, 8;465123;29608;433559;1956;2606;;2611;-5;-10,7 %;-2223;4827;2;17492;17527;5,03 %;1175,4;1177,7;1121,3;-15530;-15158;-14934;-14190;40,59 %;44360;18006;48731;436;49;12;54,1;0,73;0,78;-2 %;-36,7 %;-13,6 %;-12562;466000;-877;-10182;-8315;9731372;9832642;7405202;;74,06 %;543;398;2784;74,83 %;1362;982;6873;56,36 %;4603;3342;23396;;;;;1081916;13;72,70 %;1056912;22;71,02 %;692815;70;46,55 %;;;;910;6,84;336;3875;23,20 %;74,92 %;56,00 %;-14,16 %;8,67 %
2022-04-09;Sat, 9;466741;26045;438738;1958;1618;;1617;1;-12,3 %;-3563;5179;2;17269;17301;4,55 %;1160,4;1162,5;1111,9;-15570;-15198;-14974;-14230;43,32 %;18215;7891;48177;425;47;12;48,5;0,75;0,77;-1 %;-35,3 %;-15,1 %;-12791;467617;-876;-9438;-9187;9731723;9833479;7407127;;74,06 %;351;395;2766;74,84 %;837;980;6861;56,37 %;1925;3351;23455;;;;;1082265;349;72,72 %;1057082;170;71,03 %;693118;303;46,57 %;;;;858;6,93;338;3862;23,56 %;75,83 %;56,33 %;-15,21 %;8,75 %
2022-04-10;Sun, 10;468099;23393;442746;1960;1358;;1358;0;-14,2 %;-2652;4008;2;17048;17076;4,79 %;1145,5;1147,4;1094,9;-14917;-14545;-14321;-13577;32,18 %;16723;5381;48121;414;45;12;50,6;0,81;0,77;-1 %;-31,8 %;-16,5 %;-11820;468975;-876;-7976;-9698;9731781;9833674;7407577;;74,06 %;58;387;2712;74,84 %;195;970;6790;56,37 %;450;3325;23276;;;;;1082286;21;72,72 %;1057106;24;71,03 %;693185;67;46,58 %;36600;;;838;6,53;334;3929;21,84 %;71,50 %;55,67 %;-14,48 %;8,50 %
2022-04-11;Mon, 11;470020;22389;445670;1961;1921;;1926;-5;-4,2 %;-1004;2924;1;16965;16992;6,24 %;1140,0;1141,8;1074,7;-14146;-13774;-13550;-12806;36,82 %;48408;17824;45499;414;46;11;65,3;0,87;0,79;-0 %;-24,1 %;-17,6 %;-10685;470901;-881;-5404;-9377;9732153;9834378;7409803;;74,06 %;372;391;2739;74,84 %;704;952;6667;56,39 %;2226;3286;23001;;;;;1082450;164;72,74 %;1057501;395;71,06 %;695058;1873;46,70 %;36692;92;2,47 %;861;6,38;306;3996;20,97 %;69,83 %;51,00 %;-12,77 %;7,66 %
2022-04-12;Tue, 12;472573;23101;447505;1967;2553;;2555;-2;-5,1 %;712;1835;6;16832;16855;5,55 %;1131,0;1132,6;1073,0;-13211;-12839;-12615;-11871;40,00 %;48835;19534;42011;412;44;12;58,0;0,92;0,82;-1 %;-16,8 %;-18,9 %;-9859;473456;-883;-3393;-8442;9732548;9835329;7413316;;74,07 %;395;383;2682;74,85 %;951;924;6465;56,42 %;3513;3135;21947;;;;;1082170;-280;72,72 %;1057551;50;71,06 %;695164;106;46,71 %;36777;85;2,47 %;889;6,55;296;3771;22,83 %;71,75 %;49,33 %;-13,17 %;7,85 %
2022-04-13;Wed, 13;474756;23705;449084;1967;2183;;2183;0;-37,5 %;604;1579;0;15530;15545;4,83 %;1043,5;1044,5;996,4;-12101;-11729;-11505;-10761;40,77 %;40283;16423;38840;400;41;14;47,1;0,93;0,86;-8 %;-16,2 %;-19,9 %;-9480;475639;-883;-3013;-7215;9732928;9836261;7416488;;74,07 %;380;370;2591;74,86 %;932;892;6245;56,44 %;3172;2965;20754;;;;;1082182;12;72,72 %;1057591;40;71,07 %;695250;86;46,72 %;36839;62;2,48 %;847;6,77;293;3681;24,15 %;74,08 %;48,83 %;-11,75 %;7,96 %
2022-04-14;Thu, 14;476754;23699;451088;1967;1998;;1999;-1;-39,3 %;-6;2004;0;14237;14249;4,03 %;956,7;957,5;920,4;-11488;-11116;-10892;-10148;39,60 %;35873;14206;36100;385;41;13;36,3;0,91;0,88;-8 %;-20,1 %;-21,1 %;-8132;477638;-884;-3592;-6143;9733076;9836642;7417549;;74,07 %;148;321;2247;74,86 %;381;766;5362;56,45 %;1061;2421;16950;;;;;1082195;13;72,72 %;1057632;41;71,07 %;695335;85;46,72 %;36902;63;2,48 %;914;6,45;299;3637;23,29 %;70,58 %;49,83 %;-11,21 %;8,22 %
2022-04-15;Fri, 15;478071;22330;453774;1967;1317;;1318;-1;-49,5 %;-1369;2686;0;12948;12956;7,23 %;870,0;870,6;811,9;-11189;-10817;-10593;-9849;42,19 %;16708;7049;32149;370;41;12;58,1;0,87;0,88;-9 %;-26,1 %;-23,2 %;-7278;478956;-885;-4571;-5341;9733222;9837023;7418611;;74,07 %;146;264;1850;74,86 %;381;626;4381;56,46 %;1062;1916;13409;;;;;1082207;12;72,72 %;1057672;40;71,07 %;695420;85;46,73 %;36964;62;2,48 %;807;6,96;297;3592;25,45 %;76,17 %;49,50 %;-7,30 %;8,27 %
2022-04-16;Sat, 16;479184;19958;457259;1967;1113;;1114;-1;-31,1 %;-2372;3485;0;12443;12453;6,18 %;836,1;836,8;788,1;-10945;-10573;-10349;-9605;45,83 %;14225;6519;31579;355;41;10;48,0;0,81;0,87;-4 %;-28,0 %;-25,4 %;-6087;480070;-886;-4848;-4685;9733368;9837404;7419672;;74,07 %;146;235;1645;74,87 %;381;561;3925;56,47 %;1061;1792;12545;;;;;1082221;14;72,72 %;1057714;42;71,07 %;695506;86;46,73 %;37026;62;2,49 %;755;6,14;294;3547;22,75 %;67,25 %;49,00 %;-8,16 %;8,29 %
2022-04-17;Sun, 17;480153;17636;460550;1967;969;;969;0;-28,6 %;-2322;3291;0;12054;12064;4,67 %;810,0;810,6;774,4;-9989;-9617;-9393;-8649;42,06 %;13157;5534;31070;340;42;9;35,6;0,78;0,85;-3 %;-29,4 %;-28,0 %;-5757;481039;-886;-5012;-4262;9733515;9837785;7420734;;74,07 %;147;248;1734;74,87 %;381;587;4111;56,47 %;1062;1880;13157;;;;;1082222;1;72,72 %;1057720;6;71,07 %;695539;33;46,74 %;37050;24;2,49 %;701;5,75;291;3503;21,55 %;62,92 %;48,50 %;-10,84 %;8,31 %
2022-04-18;Mon, 18;481067;15944;463156;1967;914;;915;-1;-52,5 %;-1692;2606;0;11047;11053;4,86 %;742,3;742,7;708,3;-8348;-7976;-7752;-7008;34,80 %;17703;6161;26683;324;42;8;34,0;0,76;0,82;-8 %;-35,0 %;-31,2 %;-6445;481954;-887;-5939;-4338;9733531;9837826;7420852;;74,07 %;16;197;1378;74,87 %;41;493;3448;56,47 %;118;1578;11049;;;;;1082298;76;72,73 %;1057903;183;71,09 %;696342;803;46,79 %;40434;3384;2,72 %;577;5,33;288;3457;20,28 %;58,42 %;48,00 %;-13,49 %;8,33 %
2022-04-19;Tue, 19;482558;15817;464769;1972;1491;;1493;-2;-41,6 %;-127;1613;5;9985;9991;8,45 %;670,9;671,3;619,0;-7657;-7285;-7061;-6317;36,69 %;41909;15376;25694;344;40;8;51,9;0,76;0,80;-10 %;-40,7 %;-33,5 %;-7284;483447;-889;-6864;-4834;9733875;9838665;7423262;;74,08 %;344;190;1327;74,87 %;839;477;3336;56,49 %;2410;1421;9946;;;;;1082324;26;72,73 %;1057951;48;71,09 %;696465;123;46,80 %;40639;205;2,73 %;541;4,39;273;3459;16,68 %;48,08 %;45,50 %;-8,27 %;7,89 %
2022-04-20;Wed, 20;484541;16442;466126;1973;1983;;1985;-2;-9,1 %;625;1357;1;9785;9793;8,44 %;657,5;658,0;606,8;-7643;-7271;-7047;-6303;41,55 %;42801;17784;26054;326;35;6;50,7;0,78;0,78;-2 %;-37,0 %;-34,9 %;-7263;485432;-891;-5752;-5225;9734154;9839466;7425617;;74,08 %;279;175;1226;74,88 %;801;458;3205;56,51 %;2355;1304;9129;;;;;1082341;17;72,73 %;1058009;58;71,09 %;696603;138;46,81 %;40992;353;2,75 %;597;4,12;251;3276;16,51 %;45,08 %;41,83 %;-11,00 %;7,66 %
2022-04-21;Thu, 21;486292;16272;468041;1979;1751;;1751;0;-12,4 %;-170;1915;6;9538;9545;6,97 %;640,9;641,4;599,6;-8078;-7706;-7482;-6738;37,11 %;32866;12197;25624;328;34;6;41,3;0,78;0,77;-3 %;-33,0 %;-35,3 %;-7427;487183;-891;-4704;-5384;9734478;9840358;7428556;;74,08 %;324;200;1402;74,89 %;892;531;3716;56,53 %;2939;1572;11007;;;;;1082359;18;72,73 %;1058060;51;71,10 %;696720;117;46,82 %;41018;26;2,76 %;636;4,54;249;3222;18,53 %;49,75 %;41,50 %;-11,41 %;7,73 %
2022-04-22;Fri, 22;487572;14999;470594;1979;1280;;1284;-4;-2,6 %;-1273;2553;0;9501;9511;6,43 %;638,4;639,1;600,5;-8244;-7872;-7648;-6904;36,72 %;30703;11274;27623;328;34;9;37,9;0,80;0,78;-0 %;-26,6 %;-33,2 %;-7331;488467;-895;-3445;-5223;9734923;9841686;7432136;;74,09 %;445;243;1701;74,90 %;1328;666;4663;56,56 %;3580;1932;13525;;;;;1082378;19;72,73 %;1058112;52;71,10 %;696837;117;46,82 %;41044;26;2,76 %;710;4,84;255;3054;20,83 %;53,00 %;42,50 %;-14,98 %;8,35 %
2022-04-23;Sat, 23;488683;13927;472777;1979;1111;;1112;-1;-0,2 %;-1072;2183;0;9499;9509;7,58 %;638,3;639,0;594,0;-8390;-8018;-7794;-7050;41,04 %;12960;5319;27443;328;34;11;44,3;0,84;0,81;-0 %;-23,6 %;-30,7 %;-6031;489579;-896;-2944;-4951;9735142;9842265;7433299;;74,09 %;219;253;1774;74,90 %;579;694;4861;56,57 %;1163;1947;13627;;;;;1082397;19;72,73 %;1058164;52;71,10 %;696954;117;46,83 %;41070;26;2,76 %;711;5,40;242;3015;23,55 %;59,17 %;40,33 %;-15,00 %;8,03 %
2022-04-24;Sun, 24;489818;13064;474774;1980;1135;;1135;0;17,1 %;-863;1997;1;9665;9675;4,94 %;649,4;650,1;619,5;-8611;-8239;-8015;-7271;31,71 %;10972;3479;27131;328;34;13;29,9;0,89;0,84;2 %;-19,8 %;-27,6 %;-4572;490714;-896;-2389;-4577;9735184;9842402;7433538;;74,09 %;42;238;1669;74,90 %;137;660;4617;56,57 %;239;1829;12804;;;;;1082410;13;72,73 %;1058184;20;71,10 %;696998;44;46,83 %;41100;30;2,76 %;697;5,41;252;3098;22,95 %;59,25 %;42,00 %;-11,56 %;8,13 %
2022-04-25;Mon, 25;491150;13079;476091;1980;1332;;1334;-2;45,8 %;15;1317;0;10083;10094;8,13 %;677,5;678,3;627,3;-8450;-8078;-7854;-7110;28,15 %;21530;6060;27677;316;37;11;50,2;0,96;0,87;4 %;-8,7 %;-21,5 %;-2865;492048;-898;-959;-3865;9735401;9842978;7435090;;74,09 %;217;267;1870;74,91 %;576;736;5152;56,58 %;1552;2034;14238;;;;;1082464;54;72,74 %;1058352;168;71,12 %;697681;683;46,88 %;43566;2466;2,93 %;847;5,30;249;3101;22,48 %;58,08 %;41,50 %;-10,30 %;8,03 %
2022-04-26;Tue, 26;493029;13845;477203;1981;1879;;1890;-11;26,6 %;766;1112;1;10471;10491;8,65 %;703,6;704,9;648,8;-8346;-7974;-7750;-7006;30,04 %;34087;10239;26560;314;33;12;54,8;1,02;0,92;4 %;5,0 %;-15,3 %;-1972;493938;-909;500;-2813;9735708;9843877;7437974;;74,09 %;307;262;1833;74,91 %;899;745;5212;56,60 %;2884;2102;14712;;;;;1082477;13;72,74 %;1058371;19;71,12 %;697755;74;46,89 %;43654;88;2,93 %;788;6,45;234;2968;28,54 %;70,58 %;39,00 %;-14,19 %;7,88 %
2022-04-27;Wed, 27;494631;14478;478168;1985;1602;;1602;0;-19,3 %;633;965;4;10090;10108;5,04 %;678,0;679,2;646,6;-8208;-7836;-7612;-6868;35,79 %;41137;14722;26322;306;27;11;31,4;1,05;0,96;-4 %;3,2 %;-10,0 %;-1964;495540;-909;315;-1947;9735999;9844674;7440659;;74,09 %;291;264;1845;74,92 %;797;744;5208;56,63 %;2685;2149;15042;;;;;1082495;18;72,74 %;1058396;25;71,12 %;697823;68;46,89 %;43724;70;2,94 %;814;6,00;223;2810;28,04 %;65,67 %;37,17 %;-14,22 %;7,94 %
2022-04-28;Thu, 28;495955;14888;479074;1993;1324;;1326;-2;-24,3 %;410;906;8;9663;9683;5,29 %;649,3;650,7;618,0;-8248;-7876;-7652;-6908;42,37 %;24312;10301;25100;274;24;9;31,3;1,06;1,00;-4 %;1,4 %;-5,5 %;-1384;496866;-911;138;-1255;9842844;9804823;7423711;412620;74,91 %;106845;15481;108366;74,62 %;-39851;-5076;-35535;56,50 %;-16948;-692;-4845;3,14 %;;;;1082518;23;72,74 %;1058419;23;71,12 %;697887;64;46,89 %;43775;51;2,94 %;829;6,19;231;2752;29,58 %;67,83 %;38,50 %;-14,59 %;8,39 %
2022-04-29;Fri, 29;496917;14359;480561;1997;962;;962;0;-25,1 %;-529;1487;4;9345;9361;3,93 %;627,9;629,0;605,2;-8100;-7728;-7504;-6760;27,38 %;58202;15934;29029;274;26;9;22,7;1,02;1,01;-3 %;-1,6 %;-2,6 %;-640;497828;-911;-150;-784;9843215;9805843;7426623;419155;74,91 %;371;15470;108292;74,62 %;1020;-5120;-35843;56,52 %;2912;-788;-5513;3,19 %;6535;934;6535;1082542;24;72,74 %;1058442;23;71,12 %;697951;64;46,90 %;43825;50;2,94 %;823;6,31;226;2607;31,80 %;69,08 %;37,67 %;-14,64 %;8,67 %
2022-04-30;Sat, 30;498066;13525;482543;1998;1149;;1149;0;3,3 %;-834;1982;1;9383;9398;19,02 %;630,5;631,5;530,6;-8114;-7742;-7518;-6774;27,37 %;58203;15933;35492;274;28;10;99,9;0,97;1,00;0 %;-1,2 %;3,7 %;-402;498977;-911;-111;-379;9843304;9806114;7427218;419870;74,91 %;89;15452;108162;74,63 %;271;-5164;-36151;56,52 %;595;-869;-6081;3,20 %;715;1036;7250;1082565;23;72,74 %;1058466;24;71,12 %;698016;65;46,90 %;43876;51;2,95 %;729;6,26;230;2577;31,94 %;68,58 %;38,33 %;-14,53 %;8,93 %
2022-05-01;Sun, 1;498932;12640;484294;1998;866;;866;0;-23,7 %;-885;1751;0;9114;9129;34,75 %;612,4;613,4;455,2;-7646;-7274;-7050;-6306;33,08 %;58202;15933;42239;274;29;11;157,2;0,93;0,99;-3 %;-5,6 %;14,0 %;-424;499843;-911;-546;-116;9843394;9806385;7427814;420585;74,91 %;90;15459;108210;74,63 %;271;-5145;-36017;56,53 %;596;-818;-5724;3,20 %;715;1138;7965;1082589;24;72,74 %;1058490;24;71,13 %;698080;64;46,91 %;43927;51;2,95 %;654;5,55;225;2681;27,19 %;60,75 %;37,50 %;-13,46 %;8,39 %
2022-05-02;Mon, 2;499892;12320;485572;2000;960;;960;0;-28,0 %;-320;1278;2;8742;8755;6,63 %;587,4;588,3;551,7;-6716;-6344;-6120;-5376;33,08 %;29378;9717;43360;291;29;9;35,7;0,91;0,97;-4 %;-13,3 %;21,8 %;-759;500803;-911;-1339;-170;9843522;9806735;7428916;423149;74,91 %;128;15446;108121;74,63 %;350;-5178;-36243;56,54 %;1102;-882;-6174;3,22 %;2564;1504;10529;1082655;66;72,75 %;1058768;278;71,14 %;698990;910;46,97 %;47884;3957;3,22 %;718;4,98;209;2693;24,29 %;54,50 %;34,83 %;-13,16 %;7,76 %
2022-05-03;Tue, 3;501496;12813;486683;2000;1604;;1606;-2;-15,0 %;493;1111;0;8467;8471;8,61 %;568,9;569,2;524,1;-6718;-6346;-6122;-5378;33,08 %;29378;9717;42687;276;34;8;44,8;0,90;0,94;-3 %;-19,3 %;29,8 %;-1032;502409;-913;-2020;-530;9843706;9807288;7431448;430081;74,91 %;184;15428;107998;74,64 %;553;-5227;-36589;56,56 %;2532;-932;-6526;3,27 %;6932;2494;17461;1082674;19;72,75 %;1058810;42;71,15 %;699114;124;46,98 %;47999;115;3,23 %;709;5,46;208;2611;27,50 %;59,83 %;34,67 %;-12,03 %;7,97 %
2022-05-04;Wed, 4;503209;13391;487814;2004;1713;;1713;0;6,9 %;578;1131;4;8578;8582;7,83 %;576,4;576,7;534,8;-7107;-6735;-6511;-5767;33,08 %;29378;9717;41008;269;31;7;41,6;0,91;0,92;1 %;-15,1 %;37,4 %;-1087;504122;-913;-1526;-793;9843968;9807935;7433801;436272;74,91 %;262;15424;107969;74,64 %;647;-5248;-36739;56,57 %;2353;-980;-6858;3,32 %;6191;3379;23652;1082698;24;72,75 %;1058841;31;71,15 %;699198;84;46,98 %;48091;92;3,23 %;712;5,40;201;2475;28,65 %;59,08 %;33,50 %;-11,92 %;8,12 %
2022-05-05;Thu, 5;504673;13523;489143;2007;1464;;1463;1;10,3 %;132;1329;3;8718;8719;5,68 %;585,8;585,9;554,4;-7609;-7237;-7013;-6269;33,08 %;29378;9717;41731;269;31;7;31,4;0,92;0,91;2 %;-10,0 %;46,7 %;-1365;505585;-912;-964;-951;9844229;9808730;7437330;444780;74,92 %;261;198;1385;74,65 %;795;558;3907;56,60 %;3529;1946;13619;3,38 %;8508;4594;32160;1082712;14;72,75 %;1058864;23;71,15 %;699289;91;46,99 %;48155;64;3,24 %;745;5,42;193;2411;29,53 %;59,33 %;32,17 %;-12,39 %;8,00 %
2022-05-06;Fri, 6;505940;12911;491021;2008;1267;;1267;0;31,7 %;-612;1878;1;9023;9024;4,90 %;606,3;606,4;578,1;-7726;-7354;-7130;-6386;33,08 %;29378;9717;37614;270;29;7;28,2;0,95;0,93;3 %;-3,6 %;50,1 %;-1448;506852;-912;-337;-978;9844487;9809373;7439595;450049;74,92 %;258;182;1272;74,65 %;643;504;3530;56,62 %;2265;1853;12972;3,42 %;5269;4413;30894;1082726;14;72,75 %;1058888;24;71,15 %;699379;90;46,99 %;48219;64;3,24 %;743;5,67;192;2407;30,95 %;62,08 %;32,00 %;-7,67 %;7,98 %
2022-05-07;Sat, 7;506863;12232;492623;2008;923;;923;0;-19,7 %;-679;1602;0;8797;8798;18,00 %;591,1;591,2;501,0;-7783;-7411;-7187;-6443;33,08 %;29378;9717;29378;270;27;7;90,1;0,98;0,95;-3 %;-6,4 %;40,9 %;-1293;507775;-912;-600;-1047;9844551;9809562;7440088;450669;74,92 %;64;178;1247;74,65 %;189;493;3448;56,62 %;493;1839;12870;3,43 %;620;4400;30799;1082740;14;72,75 %;1058912;24;71,15 %;699470;91;47,00 %;48283;64;3,24 %;680;5,65;193;2403;30,92 %;61,92 %;32,17 %;-6,75 %;8,03 %
2022-05-08;Sun, 8;507488;11533;493946;2009;625;;626;-1;-27,7 %;-699;1323;1;8556;8558;29,85 %;574,9;575,1;442,9;-7448;-7076;-6852;-6108;30,32 %;29378;9717;29124;271;25;7;132,0;1,00;0,96;-3 %;-6,3 %;24,7 %;-1107;508401;-913;-571;-1051;9844615;9809750;7440580;451288;74,92 %;64;174;1221;74,65 %;188;481;3365;56,62 %;492;1824;12766;3,43 %;619;4386;30703;1082754;14;72,76 %;1058936;24;71,16 %;699561;91;47,01 %;48347;64;3,25 %;632;5,17;192;2399;28,35 %;56,67 %;32,00 %;-10,52 %;8,00 %
2022-05-09;Mon, 9;508491;11574;494904;2013;1003;;1001;2;4,3 %;41;958;4;8599;8599;6,49 %;577,8;577,8;542,6;-6846;-6474;-6250;-5506;30,32 %;27601;8368;28870;278;24;4;35,2;1,01;0,97;0 %;-1,8 %;9,8 %;-746;509402;-911;-156;-882;9844750;9810032;7442215;453917;74,92 %;135;175;1228;74,66 %;282;471;3297;56,64 %;1635;1900;13299;3,45 %;2629;4395;30768;1082823;69;72,76 %;1059152;216;71,17 %;700377;816;47,06 %;51394;3047;3,45 %;677;4,81;192;2346;26,94 %;52,67 %;32,00 %;-12,89 %;8,18 %
2022-05-10;Tue, 10;509993;11927;496053;2013;1502;;1504;-2;-6,4 %;353;1149;0;8497;8497;6,59 %;571,0;571,0;535,7;-6633;-6261;-6037;-5293;30,32 %;27601;8368;28616;278;22;2;35,3;0,99;0,98;-1 %;0,3 %;-3,2 %;-886;510906;-913;26;-590;9844933;9810571;7444422;459873;74,92 %;183;175;1227;74,66 %;539;469;3283;56,65 %;2207;1853;12974;3,50 %;5956;4256;29792;1082844;21;72,76 %;1059182;30;71,17 %;700500;123;47,07 %;51556;162;3,46 %;694;5,15;177;2225;30,43 %;56,42 %;29,50 %;-14,78 %;7,96 %
