Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC;MUC HOSP GROWTH;MUC HOSP NORM GR
2021-12-13;Mon, 13;135799;8970;126989;1562;392;;395;-3;16,5 %;-580;975;10;52;4272;4293;6,97 %;287,1;288,5;269,7;-2923;-2551;-2327;-1583;12,63 %;66834;8441;50260;293;4;128;425;-42;17,4;0,77;0,81;1 %;-29,9 %;-16,3 %;-2834;135959;-160;-1833;-1676;9238741;8953990;3325729;;70,31 %;9771;11650;81553;68,14 %;11257;13480;94357;25,31 %;109057;125122;875852;;;;;1027400;914;69,04 %;973846;1213;65,44 %;318698;10143;21,41 %;;;;803;6,11;1010;4053;-14,85 %;135,75 %;168,33 %;-11,74 %;24,92 %;1629;12,40;0,80;1629;100,0 %;169;1701;169;1701;-8,99 %;-8,72 %
2021-12-14;Tue, 14;136564;8800;127924;1577;765;;765;0;-37,2 %;-170;935;15;64;3826;3840;12,52 %;257,1;258,0;229,3;-2858;-2486;-2262;-1518;11,41 %;68120;7772;49131;281;6;126;413;-48;27,8;0,78;0,80;-11 %;-38,4 %;-19,0 %;-3129;136724;-160;-2396;-1908;9258808;8975713;3477146;;70,46 %;20067;12523;87662;68,31 %;21723;14524;101671;26,46 %;151417;125698;879885;;;;;1028831;1431;69,13 %;975744;1898;65,57 %;335591;16893;22,55 %;;;;777;5,91;984;3855;-17,43 %;127,42 %;164,00 %;-14,05 %;25,53 %;1529;11,64;0,79;1529;100,0 %;215;1624;215;1624;-10,41 %;-11,64 %
2021-12-15;Wed, 15;137190;8528;128832;1586;626;;636;-10;-23,6 %;-273;909;9;61;3621;3643;8,46 %;243,3;244,8;225,7;-2843;-2471;-2247;-1503;11,75 %;58459;6869;49240;269;5;125;399;-55;17,6;0,80;0,79;-5 %;-34,6 %;-18,0 %;-3169;137360;-170;-1927;-1990;9275995;8996572;3655235;;70,59 %;17187;12829;89805;68,47 %;20859;15159;106115;27,82 %;178089;128202;897411;;;;;1030439;1608;69,24 %;977659;1915;65,69 %;350148;14557;23,53 %;;;;717;5,46;969;3698;-22,23 %;118,58 %;161,50 %;-14,44 %;26,20 %;1423;10,83;0,81;1423;100,0 %;204;1529;204;1529;-12,11 %;-13,23 %
2021-12-16;Thu, 16;137664;8129;129707;1587;474;;476;-2;-25,7 %;-399;875;1;50;3453;3478;7,10 %;232,0;233,7;218,2;-2774;-2402;-2178;-1434;11,14 %;55953;6233;48627;250;8;121;379;-69;13,8;0,82;0,79;-5 %;-31,8 %;-17,0 %;-3160;137836;-172;-1625;-1996;9293896;9018100;3822627;;70,73 %;17901;13289;93025;68,63 %;21528;15754;110279;29,09 %;167392;129533;906730;;;;;1031765;1326;69,33 %;978641;982;65,76 %;357074;6926;23,99 %;;;;668;5,08;921;3528;-22,86 %;111,33 %;153,50 %;-16,12 %;26,11 %;1336;10,17;0,83;1336;100,0 %;219;1482;219;1482;-15,40 %;-18,83 %
2021-12-17;Fri, 17;138291;7867;130598;1588;627;;629;-2;13,7 %;-262;891;1;48;3538;3554;10,86 %;237,7;238,8;215,4;-3016;-2644;-2420;-1676;11,90 %;47669;5673;47493;243;8;119;370;-76;22,3;0,81;0,79;2 %;-24,9 %;-15,8 %;-2975;138465;-174;-1177;-1865;9312813;9035824;3950093;;70,87 %;18917;14226;99582;68,76 %;17724;16100;112702;30,06 %;127466;128820;901740;;;;;1033091;1326;69,42 %;979624;983;65,83 %;364001;6927;24,46 %;;;;684;5,21;911;3324;-18,86 %;106,50 %;151,83 %;-17,38 %;27,41 %;1278;9,73;0,84;1278;100,0 %;185;1406;185;1406;-17,04 %;-20,59 %
2021-12-18;Sat, 18;138516;7296;131394;1590;225;;225;0;-41,9 %;-571;796;2;45;3376;3392;8,83 %;226,9;227,9;209,4;-2977;-2605;-2381;-1637;14,96 %;17545;2625;47130;235;9;117;361;-84;17,5;0,83;0,82;-5 %;-25,8 %;-14,3 %;-2943;138690;-174;-1177;-1751;9331730;9053549;4077559;;71,02 %;18917;15163;106139;68,90 %;17725;16447;115126;31,03 %;127466;128107;896749;;;;;1034417;1326;69,51 %;980607;983;65,89 %;370928;6927;24,92 %;;;;628;4,78;887;3315;-21,70 %;102,08 %;147,83 %;-17,70 %;26,76 %;1225;9,32;0,83;1225;100,0 %;169;1327;169;1327;-18,88 %;-22,44 %
2021-12-19;Sun, 19;138868;6920;132123;1592;352;;353;-1;32,7 %;-376;729;2;40;3461;3479;7,64 %;232,6;233,8;217,2;-2934;-2562;-2338;-1594;10,61 %;12510;1327;46727;227;9;116;352;-91;15,4;0,87;0,84;3 %;-17,9 %;-12,7 %;-2630;139043;-175;-758;-1556;9339167;9059254;4121644;;71,07 %;7437;15742;110197;68,94 %;5705;16646;116521;31,37 %;44085;129282;904972;;;;;1037370;2953;69,71 %;982913;2306;66,05 %;391912;20984;26,33 %;;;;607;4,62;881;3382;-15,93 %;97,50 %;146,83 %;-18,62 %;26,05 %;1170;8,90;0,82;1170;100,0 %;133;1294;133;1294;-20,54 %;-24,58 %
2021-12-20;Mon, 20;139220;6596;132799;1596;352;;352;0;-10,9 %;-324;676;4;34;3421;3436;4,95 %;229,9;230,9;220,0;-2522;-2150;-1926;-1182;10,42 %;58434;6089;45527;220;9;125;354;-71;9,9;0,91;0,86;-1 %;-20,0 %;-11,1 %;-2374;139395;-175;-857;-1417;9350791;9074047;4243670;;71,16 %;11624;16007;112050;69,06 %;14793;17151;120057;32,30 %;122026;131134;917941;;;;;1039380;2010;69,84 %;984931;2018;66,18 %;405305;13393;27,23 %;;;;605;4,60;865;3255;-24,66 %;92,25 %;144,17 %;-19,69 %;26,57 %;1107;8,42;0,84;1107;100,0 %;90;1215;90;1215;-16,71 %;-24,91 %
2021-12-21;Tue, 21;139859;6584;133452;1597;639;;641;-2;-16,2 %;-12;653;1;20;3295;3312;6,92 %;221,4;222,6;208,2;-2525;-2153;-1929;-1185;10,24 %;57322;5870;43985;209;8;117;334;-79;13,2;0,94;0,88;-4 %;-13,8 %;-9,4 %;-2216;140036;-177;-528;-1150;9368558;9096777;4390036;;71,30 %;17767;15679;109750;69,23 %;22730;17295;121064;33,41 %;146366;130413;912890;;;;;1041163;1783;69,96 %;987085;2154;66,33 %;419031;13726;28,16 %;;;;543;4,13;822;3066;-30,12 %;84,83 %;137,00 %;-20,47 %;26,81 %;1018;7,75;0,87;1018;100,0 %;158;1158;158;1158;-19,13 %;-25,62 %
2021-12-22;Wed, 22;140402;6523;134057;1603;543;;544;-1;-14,5 %;-61;605;6;17;3212;3220;4,64 %;215,8;216,4;206,8;-2594;-2222;-1998;-1254;9,27 %;54022;5008;43351;198;7;115;320;-79;9,0;0,96;0,90;-3 %;-11,6 %;-9,7 %;-2005;140580;-178;-423;-935;9386728;9118616;4537362;;71,44 %;18170;15819;110733;69,39 %;21839;17435;122044;34,53 %;147326;126018;882127;;;;;1042037;874;70,02 %;987809;724;66,38 %;423935;4904;28,49 %;;;;546;4,16;796;2841;-23,85 %;78,42 %;132,67 %;-23,17 %;28,02 %;941;7,16;0,92;941;100,0 %;138;1092;138;1092;-19,80 %;-26,39 %
2021-12-23;Thu, 23;140814;6325;134670;1609;412;;415;-3;-12,8 %;-198;613;6;22;3150;3159;6,79 %;211,7;212,3;198,8;-2378;-2006;-1782;-1038;8,39 %;51720;4339;42746;187;8;115;310;-69;12,9;0,94;0,92;-2 %;-9,2 %;-10,1 %;-1804;140995;-181;-319;-748;9399351;9135736;4650349;;71,53 %;12623;15065;105455;69,53 %;17120;16805;117636;35,39 %;112987;118246;827722;;;;;1042912;875;70,08 %;988534;725;66,42 %;428840;4905;28,82 %;;;;504;3,84;768;2543;-24,55 %;74,75 %;128,00 %;-27,92 %;30,20 %;897;6,83;0,96;897;100,0 %;115;988;115;988;-18,21 %;-25,20 %
2021-12-24;Fri, 24;141159;6125;135219;1612;345;;349;-4;-44,5 %;-200;549;3;24;2868;2879;7,92 %;192,7;193,5;179,3;-2501;-2129;-1905;-1161;11,48 %;18979;2179;38647;176;9;116;301;-69;13,4;0,91;0,92;-9 %;-19,0 %;-11,4 %;-1741;141344;-185;-675;-677;9401329;9138140;4663651;;71,55 %;1978;12645;88516;69,54 %;2404;14617;102316;35,49 %;13302;101937;713558;;;;;1043787;875;70,14 %;989259;725;66,47 %;433745;4905;29,15 %;;;;428;3,26;757;2490;-37,43 %;69,42 %;126,17 %;-25,09 %;30,40 %;833;6,34;0,98;833;100,0 %;112;915;112;915;-18,65 %;-27,57 %
2021-12-25;Sat, 25;141170;5617;135739;1614;11;;12;-1;-94,7 %;-508;520;2;24;2654;2666;3,41 %;178,3;179,1;173,2;-2163;-1791;-1567;-823;13,56 %;12082;1638;37867;164;9;117;290;-71;5,1;0,88;0,91;-7 %;-21,4 %;-12,9 %;-1679;141356;-186;-726;-612;9403308;9140545;4676954;;71,56 %;1979;10225;71578;69,56 %;2405;12428;86996;35,59 %;13303;85628;599395;;;;;1044662;875;70,20 %;989984;725;66,52 %;438648;4903;29,48 %;;;;368;2,80;745;2490;-41,40 %;63,17 %;124,17 %;-24,89 %;29,92 %;758;5,77;0,97;758;100,0 %;90;836;90;836;-19,67 %;-30,21 %
2021-12-26;Sun, 26;141581;5534;136236;1617;411;;414;-3;17,3 %;-83;497;3;25;2713;2727;13,86 %;182,3;183,2;160,9;-2223;-1851;-1627;-883;9,42 %;16090;1516;38378;151;11;119;281;-71;21,4;0,85;0,90;2 %;-21,6 %;-14,2 %;-1386;141770;-189;-752;-611;9404627;9142281;4690589;;71,57 %;1319;9351;65460;69,57 %;1736;11861;83027;35,70 %;13635;81278;568945;;;;;1045497;835;70,25 %;991146;1162;66,60 %;446553;7905;30,01 %;;;;365;2,78;733;2509;-39,87 %;61,58 %;122,17 %;-25,81 %;29,21 %;739;5,62;0,96;739;100,0 %;93;796;93;796;-20,17 %;-33,48 %
2021-12-27;Mon, 27;142226;5671;136744;1619;645;;645;0;83,2 %;137;508;2;23;3006;3020;13,54 %;202,0;202,9;178,7;-2230;-1858;-1634;-890;10,99 %;42525;4673;36106;153;12;110;275;-79;23,3;0,86;0,89;11 %;-12,1 %;-15,8 %;-925;142415;-189;-416;-548;9412794;9155592;4762648;;71,63 %;8167;8858;62003;69,68 %;13311;11649;81545;36,24 %;72059;74140;518978;;;;;1046742;1245;70,34 %;992170;1024;66,67 %;452829;6276;30,43 %;;;;368;2,80;722;2478;-39,17 %;61,75 %;120,33 %;-23,87 %;29,14 %;741;5,64;0,97;741;100,0 %;90;796;90;796;-22,32 %;-30,45 %
2021-12-28;Tue, 28;142842;5801;137228;1620;616;;614;2;-4,2 %;129;485;1;23;2983;2993;12,16 %;200,4;201,1;179,3;-2302;-1930;-1706;-962;11,28 %;36292;4094;33101;151;13;103;267;-67;21,1;0,91;0,90;-1 %;-9,6 %;-17,8 %;-784;143029;-187;-319;-519;9424656;9171115;4851716;;71,72 %;11862;8014;56098;69,79 %;15523;10620;74338;36,92 %;89068;65954;461680;;;;;1048356;1614;70,44 %;993500;1330;66,76 %;459243;6414;30,86 %;;;;365;2,78;688;2360;-32,78 %;59,75 %;114,67 %;-23,03 %;29,15 %;717;5,46;1,00;717;100,0 %;155;793;155;793;-20,06 %;-27,75 %
