Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;Unreported factor Hosp;IVENA minus ICU;BAV Ventilator;BAV Vent DIFF;BAV Norm DIFF;BAV Total DIFF;BAV Inc corrected
2021-04-25;Sun, 25;66751;4340;62414;1163;191;0;190;1;3,3 %;-170;360;0;15;2278;2276;4,43 %;153,5;153,3;146,8;-1881;-1510;-1287;-546;5,66 %;16392;928;65689;196;8;107;311;7;6,7;0,93;0,95;0 %;-10,0 %;-1,7 %;137;66754;-3;-253;-59;3173376;907056;;;;;24,18 %;38817;72548;507839;6,91 %;2685;3183;22281;;;;;;;;;;;;;;;;;312345;0;21,04 %;107735;0;7,26 %;;;0,00 %;;;;512;3,90;783;;11,06 %;90,67 %;130,50 %;;;1088;8,28;0,97;1088;100,0 %;;;;;;;176,0
2021-04-26;Mon, 26;67054;4270;62786;1164;303;0;302;1;22,3 %;-70;372;1;13;2333;2331;11,58 %;157,2;157,1;140,8;-1645;-1274;-1051;-310;5,15 %;78457;4041;65358;205;5;115;325;13;16,4;0,93;0,95;2 %;-6,2 %;-2,1 %;59;67056;-2;-153;-127;3229185;910900;;;;;24,60 %;55809;72116;504812;6,94 %;3844;3189;22325;;;;;;;;;;;;;;;;;312345;0;21,04 %;107735;0;7,26 %;;;0,00 %;;;;531;4,04;795;;14,44 %;86,92 %;132,50 %;;;1043;7,94;0,94;1043;100,0 %;;;;;;;179,0
2021-04-27;Tue, 27;67483;4330;63156;1164;429;0;430;-1;-20,1 %;60;370;0;11;2224;2223;14,97 %;149,8;149,8;130,3;-1652;-1281;-1058;-317;5,82 %;84945;4944;64961;202;6;117;325;15;19,5;0,93;0,94;-5 %;-12,9 %;-2,6 %;-158;67486;-3;-328;-200;3352090;918172;;;;;25,54 %;122905;77868;545073;7,00 %;7272;3743;26200;;;;;;;;;;;;;;;;;337241;24896;22,72 %;107822;87;7,26 %;;;0,00 %;;;;501;3,81;785;;1,42 %;84,17 %;130,83 %;;;1010;7,69;0,94;1010;100,0 %;;;;;;;173,7
2021-04-28;Wed, 28;67882;4369;63517;1169;399;0;400;-1;-5,0 %;39;361;5;14;2202;2202;12,77 %;148,4;148,4;131,6;-1683;-1312;-1089;-348;4,97 %;78375;3895;64446;189;6;108;303;-3;16,8;0,95;0,94;-1 %;-10,1 %;-2,2 %;-260;67886;-4;-247;-233;3510407;928846;;;;;26,75 %;158317;85874;601116;7,08 %;10674;4822;33756;;;;;;;;;;;;;;;;;337241;0;22,72 %;107822;0;7,26 %;;;0,00 %;;;;507;3,86;781;;-1,17 %;82,00 %;130,17 %;;;984;7,49;0,95;984;100,0 %;;;;;;;162,9
2021-04-29;Thu, 29;68182;4315;63872;1171;300;;301;-1;-18,4 %;-54;355;2;13;2133;2134;12,43 %;143,7;143,8;127,9;-1638;-1267;-1044;-303;4,75 %;77495;3681;64025;194;6;111;311;10;15,8;0,95;0,94;-3 %;-11,7 %;-2,3 %;-374;68187;-5;-283;-259;3637647;942807;;;;;27,72 %;127240;90866;636061;7,18 %;13961;6401;44805;;;;;;;;;;;;;;;;;370150;32909;24,94 %;108338;516;7,30 %;;;0,00 %;;;;490;3,73;781;;-10,26 %;80,67 %;130,17 %;;;968;7,37;0,96;968;100,0 %;;;;;;;161,0
2021-04-30;Fri, 30;68456;4224;64237;1177;274;;274;0;-20,8 %;-90;364;6;15;2061;2062;12,20 %;138,9;138,9;123,8;-1748;-1377;-1154;-413;4,23 %;79931;3381;64081;190;5;111;306;11;15,1;0,93;0,93;-3 %;-13,1 %;-2,5 %;-472;68461;-5;-312;-271;3700301;956858;;;;;28,19 %;62654;88218;617529;7,29 %;14051;7871;55099;;;;;;;;;;;;;;;;;392770;22620;26,46 %;108912;574;7,34 %;;;0,00 %;;;;496;3,77;790;;-12,06 %;79,08 %;131,67 %;;;949;7,22;0,97;949;100,0 %;;;;;;;154,5
2021-05-01;Sat, 1;68639;4060;64586;1178;183;;185;-2;12,1 %;-165;350;1;15;2079;2082;10,73 %;140,1;140,3;126,7;-1741;-1370;-1147;-406;5,49 %;27680;1520;63325;185;3;107;295;-5;13,4;0,93;0,94;1 %;-8,3 %;-2,6 %;-450;68646;-7;-188;-252;3762955;970909;;;;;28,67 %;62654;89771;628396;7,40 %;14051;9505;66538;;;;;;;;;;;;;;;;;392770;0;26,46 %;108912;0;7,34 %;;;0,00 %;;;;468;3,56;786;;-12,20 %;77,67 %;131,00 %;;;932;7,09;0,94;932;100,0 %;;;;;;;150,4
2021-05-02;Sun, 2;68816;3894;64932;1181;177;;180;-3;-5,3 %;-165;345;3;18;2065;2072;10,44 %;139,1;139,6;126,4;-1618;-1247;-1024;-283;4,15 %;25814;1071;64671;189;4;101;294;-17;12,7;0,92;0,94;-0 %;-9,0 %;-2,6 %;-446;68826;-10;-204;-245;3786154;981510;;;;;28,85 %;23199;87540;612778;7,48 %;10601;10636;74454;;;;;;;;;;;;;;;;;392770;0;26,46 %;108912;0;7,34 %;;;0,00 %;;;;460;3,50;782;;-10,16 %;77,50 %;130,33 %;;;930;7,08;0,91;930;100,0 %;;;;;;;146,9
2021-05-03;Mon, 3;68991;3730;65271;1185;175;;175;0;-42,1 %;-164;339;4;21;1937;1945;16,55 %;130,5;131,0;112,4;-1366;-995;-772;-31;4,72 %;72386;3417;63804;185;5;103;293;-32;18,1;0,92;0,93;-6 %;-16,6 %;-2,7 %;-540;69001;-10;-386;-278;3830344;996723;;;;;29,18 %;44190;85880;601159;7,59 %;15213;12260;85823;;;;;;;;;;;;;;;;;413602;20832;27,87 %;115394;6482;7,77 %;;;0,00 %;;;;482;3,67;783;;-9,23 %;75,67 %;130,50 %;;;908;6,91;0,89;908;100,0 %;;;;;;;145,4
2021-05-04;Tue, 4;69292;3704;65595;1187;301;;298;3;-30,7 %;-26;324;2;23;1809;1813;23,43 %;121,9;122,2;99,0;-1267;-896;-673;68;5,97 %;75140;4486;62403;179;5;99;283;-42;22,9;0,92;0,92;-7 %;-18,4 %;-2,7 %;-626;69299;-7;-410;-290;3940111;1019063;;;;;30,02 %;109767;84003;588021;7,76 %;22340;14413;100891;;;;;;;;;;;;;;;;;423927;10325;28,56 %;117477;2083;7,92 %;;;0,00 %;;;;450;3,42;763;;-10,18 %;72,75 %;127,17 %;;;873;6,64;0,89;873;100,0 %;;;;;;;140,0
2021-05-05;Wed, 5;69646;3733;65920;1193;354;;354;0;-11,5 %;29;325;6;24;1764;1767;21,28 %;118,8;119,1;98,2;-1317;-946;-723;18;4,52 %;70904;3205;61336;170;3;102;275;-28;20,6;0,90;0,91;-3 %;-19,8 %;-3,2 %;-636;69653;-7;-435;-317;4083915;1056295;;;;;31,12 %;143804;81930;573508;8,05 %;37232;18207;127449;;;;;;;;;;;;;;;;;428755;4828;28,89 %;121555;4078;8,19 %;;;0,00 %;;;;425;3,23;751;;-16,17 %;70,33 %;125,17 %;;;844;6,42;0,91;844;100,0 %;;;;;;;131,1
2021-05-06;Thu, 6;69908;3661;66253;1197;262;;261;1;-13,3 %;-72;333;4;26;1726;1727;23,70 %;116,3;116,4;94,1;-1305;-934;-711;30;4,19 %;69738;2922;60228;159;4;99;262;-49;22,2;0,87;0,89;-2 %;-19,1 %;-3,6 %;-654;69914;-6;-407;-335;4210935;1091298;;;;;32,08 %;127020;81898;573288;8,31 %;35003;21213;148491;;;;;;;;;;;;;;;;;440040;11285;29,65 %;126284;4729;8,51 %;;;0,00 %;;;;414;3,15;717;;-15,51 %;67,08 %;119,50 %;;;805;6,13;0,93;805;100,0 %;;;;;;;123,8
2021-05-07;Fri, 7;70087;3524;66571;1197;179;;181;-2;-33,9 %;-137;318;0;20;1631;1634;19,28 %;109,9;110,1;92,3;-1298;-927;-704;37;4,22 %;69099;2916;58680;138;3;98;239;-67;17,6;0,85;0,89;-5 %;-20,8 %;-4,4 %;-700;70095;-8;-428;-351;4314480;1126145;;;;;32,87 %;103545;87740;614179;8,58 %;34847;24184;169287;;;;;;;;;;;;;;;;;454973;14933;30,65 %;131786;5502;8,88 %;;;0,00 %;;;;406;3,09;715;;-18,15 %;66,08 %;119,17 %;;;793;6,03;0,91;793;100,0 %;;;;;;;122,0
2021-05-08;Sat, 8;70213;3336;66885;1200;126;;126;0;-31,9 %;-189;315;3;22;1574;1575;16,34 %;106,0;106,1;91,2;-1246;-875;-652;89;4,32 %;28470;1230;58793;138;1;100;239;-56;14,8;0,85;0,88;-4 %;-24,4 %;-4,9 %;-724;70221;-8;-507;-397;4356028;1155578;;;;;33,19 %;41548;84725;593073;8,80 %;29433;26381;184669;;;;;;;;;;;;;;;;;454973;0;30,65 %;131786;0;8,88 %;;;0,00 %;;;;367;2,79;702;;-21,58 %;64,50 %;117,00 %;;;774;5,89;0,84;774;100,0 %;;;;;;;120,9
2021-05-09;Sun, 9;70284;3101;67190;1202;71;;70;1;-61,1 %;-235;305;2;21;1468;1465;16,25 %;98,9;98,7;84,9;-1142;-771;-548;193;3,98 %;15603;621;57334;137;2;94;233;-61;14,0;0,84;0,86;-7 %;-29,3 %;-6,3 %;-794;70291;-7;-607;-454;4381270;1175360;;;;;33,38 %;25242;85017;595116;8,96 %;19782;27693;193850;;;;;;;;;;;;;;;;;454973;0;30,65 %;131786;0;8,88 %;;;0,00 %;;;;364;2,77;700;;-20,87 %;63,08 %;116,67 %;;;757;5,76;0,80;757;100,0 %;;;;;;;118,7
2021-05-10;Mon, 10;70414;2937;67485;1206;130;;131;-1;-25,1 %;-164;295;4;21;1423;1421;22,69 %;95,9;95,7;78,0;-973;-602;-379;362;4,05 %;68291;2766;56749;152;1;88;241;-52;17,9;0,84;0,85;-3 %;-26,9 %;-7,5 %;-793;70422;-8;-524;-474;4446626;1202420;;;;;33,88 %;65356;88040;616282;9,16 %;27060;29385;205697;;;;;;;;;;;;;;;;;472882;17909;31,86 %;143382;11596;9,66 %;;;0,00 %;;;;383;2,91;701;;-20,54 %;62,67 %;116,83 %;;;752;5,72;0,79;752;100,0 %;;;;;;;119,5
2021-05-11;Tue, 11;70661;2891;67782;1208;247;;251;-4;-15,8 %;-46;297;2;21;1369;1374;28,79 %;92,2;92,6;71,9;-867;-496;-273;468;4,30 %;76356;3283;56923;141;4;83;228;-55;20,3;0,84;0,84;-3 %;-24,2 %;-8,2 %;-813;70673;-12;-439;-478;4580940;1242007;;;;;34,90 %;134314;91547;640829;9,46 %;39587;31849;222944;;;;;;;;;;;;;;;;;485751;12869;32,73 %;147007;3625;9,90 %;;;0,00 %;;;;361;2,75;676;;-19,78 %;59,75 %;112,67 %;;;717;5,46;0,81;717;100,0 %;;;;;;;116,3
2021-05-12;Wed, 12;70855;2786;68078;1215;194;;191;3;-46,0 %;-105;296;7;22;1209;1211;27,50 %;81,5;81,6;64,0;-804;-433;-210;531;3,28 %;70480;2312;56862;135;2;79;216;-59;17,5;0,82;0,83;-12 %;-31,5 %;-8,6 %;-947;70864;-9;-556;-495;4755467;1285662;;;;;36,23 %;174527;95936;671552;9,80 %;43655;32767;229367;;;;;;;;;;;;;;;;;494901;9150;33,34 %;149506;2499;10,07 %;;;0,00 %;;;;329;2,50;666;;-22,59 %;56,42 %;111,00 %;;;677;5,15;0,83;677;100,0 %;;;;;;;106,6
2021-05-13;Thu, 13;70962;2617;68356;1216;107;;109;-2;-58,2 %;-169;278;1;19;1054;1059;21,43 %;71,0;71,4;58,8;-727;-356;-133;608;3,92 %;31071;1218;51339;127;5;81;213;-49;12,2;0,79;0,82;-13 %;-38,7 %;-9,8 %;-1044;70973;-11;-668;-533;4808145;1305557;;;;;36,63 %;52678;85316;597210;9,95 %;19895;30608;214259;;;;;;;;;;;;;;;;;509483;14582;34,33 %;153527;4021;10,34 %;;;0,00 %;;;;305;2,32;645;;-26,33 %;52,33 %;107,50 %;;;628;4,78;0,85;628;100,0 %;;;;;;;101,0
2021-05-14;Fri, 14;71095;2489;68615;1216;133;;131;2;-27,6 %;-128;259;0;19;1008;1009;27,10 %;67,9;68,0;53,5;-736;-365;-142;599;3,09 %;62892;1943;50452;126;3;80;209;-30;14,4;0,76;0,80;-5 %;-38,2 %;-10,6 %;-1035;71104;-9;-625;-561;4909550;1336872;;;;;37,41 %;101405;85010;595070;10,19 %;31315;30104;210727;;;;;;;;;;;;;;;;;513762;4279;34,61 %;154697;1170;10,42 %;;;0,00 %;;;;287;2,18;639;;-29,31 %;47,83 %;106,50 %;;;574;4,37;0,84;574;100,0 %;;;;;;;95,3
2021-05-15;Sat, 15;71153;2294;68868;1217;58;;58;0;-54,0 %;-194;252;1;17;940;941;18,50 %;63,3;63,4;53,5;-722;-351;-128;613;3,71 %;28842;1070;50505;119;5;80;204;-35;9,8;0,72;0,77;-7 %;-40,3 %;-11,6 %;-1041;71162;-9;-634;-579;4956318;1360323;;;;;37,76 %;46768;85756;600290;10,36 %;23451;29249;204745;;;;;;;;;;;;;;;;;513762;0;34,61 %;154697;0;10,42 %;;;0,00 %;;;;270;2,05;614;;-26,43 %;47,25 %;102,33 %;;;567;4,32;0,81;567;100,0 %;;;;;;;85,8
2021-05-16;Sun, 16;71253;2148;69114;1221;100;;100;0;42,9 %;-147;247;4;19;969;971;20,44 %;65,3;65,4;54,3;-691;-320;-97;644;2,97 %;15639;464;50510;121;2;80;203;-30;11,0;0,73;0,77;3 %;-33,7 %;-11,7 %;-953;71262;-9;-494;-563;4990668;1377821;;;;;38,02 %;34350;87057;609398;10,50 %;17498;28923;202461;;;;;;;;;;;;;;;;;513762;0;34,61 %;154697;0;10,42 %;;;0,00 %;;;;261;1,99;619;;-28,30 %;46,17 %;103,17 %;;;554;4,22;0,77;554;100,0 %;;;;;;;82,5
2021-05-17;Mon, 17;71374;2033;69348;1223;121;;119;2;-9,2 %;-114;233;2;17;960;959;20,07 %;64,7;64,6;53,8;-561;-190;33;774;3,12 %;67150;2095;50347;116;3;83;202;-39;10,9;0,77;0,77;-1 %;-32,5 %;-11,7 %;-904;71381;-7;-462;-554;5054287;1403669;;;;;38,51 %;63619;86809;607661;10,69 %;25848;28750;201249;;;;;;;;;;;;;;;;;544128;30366;36,66 %;161061;6364;10,85 %;;;0,00 %;;;;262;1,99;607;;-31,59 %;44,42 %;101,17 %;;;533;4,06;0,73;533;100,0 %;;;;;;;82,6
2021-05-18;Tue, 18;71537;1971;69573;1225;163;;163;0;-35,1 %;-62;225;2;17;876;871;24,10 %;59,0;58,7;47,3;-531;-160;63;804;3,39 %;67879;2301;49136;110;5;81;196;-32;11,7;0,80;0,77;-9 %;-36,6 %;-12,4 %;-919;71544;-7;-503;-563;5140469;1452968;;;;;39,17 %;86182;79933;559529;11,07 %;49299;30137;210961;;;;;;;;;;;;;;;;;549390;5262;37,02 %;162031;970;10,92 %;;;0,00 %;;;;262;1,99;601;;-27,42 %;40,83 %;100,17 %;;;490;3,73;0,73;490;100,0 %;;;;;;;80,9
2021-05-19;Wed, 19;71680;1905;69782;1227;143;;143;0;-25,1 %;-66;209;2;12;825;823;16,39 %;55,6;55,4;47,6;-565;-194;29;770;2,36 %;73071;1724;49506;117;3;81;201;-15;8,0;0,86;0,78;-6 %;-32,0 %;-13,3 %;-881;71687;-7;-388;-539;5218875;1541184;;;;;39,76 %;78406;66201;463408;11,74 %;88216;36503;255522;;;;;;;;;;;;;;;;;565501;16111;38,10 %;164795;2764;11,10 %;;;0,00 %;;;;223;1,70;576;;-32,22 %;36,17 %;96,00 %;;;434;3,30;0,75;434;100,0 %;;;;;;;74,1
2021-05-20;Thu, 20;71837;1857;69985;1230;157;;155;2;42,2 %;-48;203;3;14;875;869;13,59 %;59,0;58,5;51,5;-591;-220;3;744;1,91 %;83281;1591;56965;116;5;78;199;-14;7,5;0,88;0,81;6 %;-17,9 %;-9,9 %;-760;71842;-5;-190;-471;5276597;1635450;;;;;40,20 %;57722;66922;468452;12,46 %;94266;47128;329893;;;;;;;;;;;;;;;;;575069;9568;38,75 %;171345;6550;11,54 %;;;0,00 %;;;;230;1,75;559;;-24,59 %;36,33 %;93,17 %;;;436;3,32;0,78;436;100,0 %;;;;;;;68,8
2021-05-21;Fri, 21;71922;1744;70181;1232;85;;83;2;-36,6 %;-113;196;2;16;827;821;28,31 %;55,7;55,3;43,1;-616;-245;-22;719;1,70 %;79664;1354;59361;114;6;78;198;-11;12,6;0,87;0,83;-6 %;-18,6 %;-5,7 %;-745;71925;-3;-188;-408;5326499;1719456;;;;;40,58 %;49902;59564;416949;13,10 %;84006;54655;382584;;;;;;;;;;;;;;;;;583718;8649;39,33 %;181649;10304;12,24 %;;;0,00 %;;;;214;1,63;553;;-25,44 %;36,17 %;92,17 %;;;434;3,30;0,80;434;100,0 %;;;;;;;66,9
2021-05-22;Sat, 22;71983;1631;70354;1233;61;;60;1;3,4 %;-113;173;1;16;830;823;3,55 %;55,9;55,4;53,5;-575;-204;19;760;1,61 %;34565;556;60178;100;6;74;180;-24;2,4;0,89;0,87;0 %;-12,5 %;-1,1 %;-664;71985;-2;-118;-335;5339336;1778979;;;;;40,68 %;12837;54717;383018;13,55 %;59523;59808;418656;;;;;;;;;;;;;;;;;583718;0;39,33 %;181649;0;12,24 %;;;0,00 %;;;;195;1,48;521;;-27,78 %;31,83 %;86,83 %;;;382;2,91;0,80;382;100,0 %;;;;;;;65,3
2021-05-23;Sun, 23;72020;1516;70506;1233;37;;37;0;-63,0 %;-114;151;0;12;767;760;3,02 %;51,7;51,2;49,7;-492;-121;102;843;1,97 %;16562;326;60310;104;5;76;185;-18;2,0;0,90;0,89;-8 %;-21,7 %;3,3 %;-631;72022;-2;-211;-294;5352173;1838502;;;;;40,78 %;12837;51644;361505;14,01 %;59523;65812;460681;;;;;;;;;;;;;;;;;583718;0;39,33 %;181649;0;12,24 %;;;0,00 %;;;;186;1,42;512;;-28,74 %;29,83 %;85,33 %;;;358;2,72;0,80;358;100,0 %;;;;;;;62,6
2021-05-24;Mon, 24;72074;1426;70650;1235;54;;54;0;-54,6 %;-90;144;2;12;700;695;6,85 %;47,2;46,8;43,8;-383;-12;211;952;1,96 %;33083;648;55444;105;4;76;185;-17;3,4;0,88;0,88;-9 %;-27,5 %;6,5 %;-607;72076;-2;-264;-266;5361233;1856155;;;;;40,85 %;9060;43849;306946;14,14 %;17653;64641;452486;;;;;;;;;;;;;;;;;590443;6725;39,78 %;204749;23100;13,80 %;;;0,00 %;;;;161;1,23;505;;-38,55 %;26,42 %;84,17 %;;;317;2,41;0,82;317;100,0 %;;;;;;;59,2
2021-05-25;Tue, 25;72165;1383;70784;1236;91;;91;0;-44,2 %;-43;134;1;11;628;623;8,53 %;42,3;42,0;38,7;-331;40;263;1004;2,24 %;64985;1456;55030;95;3;75;173;-23;3,6;0,86;0,87;-10 %;-28,5 %;10,5 %;-588;72167;-2;-248;-230;5386935;1922523;;;;;41,04 %;25702;35209;246466;14,65 %;66368;67079;469555;;;;;;;;;;;;;;;;;590443;0;39,78 %;204749;0;13,80 %;;;0,00 %;;;;161;1,23;499;;-38,55 %;24,42 %;83,17 %;;;293;2,23;0,85;293;100,0 %;;;;;;;56,6
2021-05-26;Wed, 26;72268;1347;70923;1238;103;;103;0;-28,0 %;-36;139;2;11;588;583;12,61 %;39,6;39,3;34,9;-279;92;315;1056;2,29 %;64068;1467;53744;88;2;70;160;-41;4,7;0,80;0,84;-6 %;-29,2 %;14,0 %;-558;72270;-2;-240;-208;5437006;2034112;;;;;41,43 %;50071;31162;218131;15,50 %;111589;70418;492928;;;;;;;;;;;;;;;;;596059;5616;40,16 %;212748;7999;14,33 %;;;0,00 %;;;;167;1,27;464;;-25,11 %;25,42 %;77,33 %;;;305;2,32;0,87;305;100,0 %;;;;;;;45,9
2021-05-27;Thu, 27;72330;1273;71060;1240;62;;63;-1;-59,4 %;-74;137;2;10;493;491;8,88 %;33,2;33,1;30,4;-258;113;336;1077;1,77 %;64551;1143;51068;74;4;74;152;-47;2,8;0,73;0,81;-16 %;-43,5 %;10,6 %;-584;72333;-3;-378;-235;5479379;2127043;;;;;41,75 %;42373;28969;202782;16,21 %;92931;70228;491593;;;;;;;;;;;;;;;;;598696;2637;40,34 %;218623;5875;14,73 %;;;0,00 %;;;;156;1,19;438;;-32,17 %;22,92 %;73,00 %;;;275;2,09;0,87;275;100,0 %;;;;;;;40,8
2021-05-28;Fri, 28;72422;1243;71184;1242;92;;94;-2;13,3 %;-30;124;2;10;500;502;11,18 %;33,7;33,8;30,4;-291;80;303;1044;1,63 %;62269;1015;48583;60;4;68;132;-66;3,3;0,71;0,79;2 %;-38,9 %;4,9 %;-501;72427;-5;-319;-254;5511132;2206994;;;;;41,99 %;31753;26376;184633;16,82 %;79951;69648;487538;;;;;;;;;;;;;;;;;605189;6493;40,77 %;229191;10568;15,44 %;;;0,00 %;;;;138;1,05;417;;-35,51 %;21,25 %;69,50 %;;;255;1,94;0,83;255;100,0 %;;;;;;;40,1
2021-05-29;Sat, 29;72461;1164;71302;1242;39;;39;0;-35,0 %;-79;118;0;9;478;481;5,54 %;32,2;32,4;30,7;-295;76;299;1040;1,79 %;28812;516;47761;56;2;69;127;-53;1,5;0,71;0,76;-4 %;-41,6 %;-1,1 %;-467;72466;-5;-342;-286;5521407;2249421;;;;;42,07 %;10275;26010;182071;17,14 %;42427;67206;470442;;;;;;;;;;;;;;;;;605189;0;40,77 %;229191;0;15,44 %;;;0,00 %;;;;141;1,07;396;;-27,69 %;21,33 %;66,00 %;;;256;1,95;0,79;256;100,0 %;;;;;;;38,2
2021-05-30;Sun, 30;72505;1085;71426;1242;44;;45;-1;21,6 %;-79;124;0;9;485;489;7,17 %;32,7;32,9;30,7;-285;86;309;1050;1,42 %;16279;231;47721;61;2;69;132;-53;2,0;0,74;0,75;2 %;-35,7 %;-6,9 %;-431;72511;-6;-271;-295;5527638;2284424;;;;;42,12 %;6231;25066;175465;17,41 %;35003;63703;445922;;;;;;;;;;;;;;;;;605189;0;40,77 %;229191;0;15,44 %;;;0,00 %;;;;142;1,08;385;;-23,66 %;21,08 %;64,17 %;;;253;1,93;0,75;253;100,0 %;;;;;;;36,0
2021-05-31;Mon, 31;72551;1013;71543;1242;46;;45;1;-16,7 %;-72;117;0;7;477;480;14,13 %;32,1;32,3;28,3;-241;130;353;1094;1,70 %;55374;941;50905;59;3;65;127;-58;3,8;0,82;0,76;-2 %;-30,9 %;-9,2 %;-414;72556;-5;-215;-288;5547641;2358106;;;;;42,27 %;20003;26630;186408;17,97 %;73682;71707;501951;;;;;;;;;;;;;;;;;611060;5871;41,17 %;250041;20850;16,85 %;;;0,00 %;;;;149;1,13;375;;-7,45 %;21,42 %;62,50 %;;;257;1,96;0,73;257;100,0 %;;;;;;;36,4
2021-06-01;Tue, 1;72644;988;71661;1242;93;;93;0;2,2 %;-25;118;0;6;479;482;13,24 %;32,3;32,5;28,7;-230;141;364;1105;1,92 %;58902;1131;50036;59;3;63;125;-48;3,6;0,88;0,78;0 %;-22,6 %;-11,8 %;-395;72649;-5;-141;-272;5596410;2455806;;;;;42,64 %;48769;29925;209475;18,71 %;97700;76183;533283;;;;;;;;;;;;;;;;;615852;4792;41,49 %;261103;11062;17,59 %;;;0,00 %;;;;137;1,04;362;;-14,91 %;21,08 %;60,33 %;;;253;1,93;0,73;253;100,0 %;;;;;;;35,6
2021-06-02;Wed, 2;72708;943;71769;1242;64;;63;1;-38,8 %;-46;109;0;4;440;442;6,43 %;29,6;29,8;28,0;-231;140;363;1104;1,31 %;59538;780;49389;54;3;61;118;-42;1,6;0,92;0,81;-8 %;-24,2 %;-13,9 %;-405;72712;-4;-141;-258;5663543;2570102;;;;;43,15 %;67133;32362;226537;19,58 %;114296;76570;535990;;;;;;;;;;;;;;;;;618655;2803;41,68 %;269718;8615;18,17 %;;;0,00 %;;;;115;0,88;348;;-31,14 %;18,08 %;58,00 %;;;217;1,65;0,75;217;100,0 %;;;;;;;37,5
2021-06-03;Thu, 3;72741;874;71869;1242;33;;31;2;-50,8 %;-68;99;0;2;411;410;5,75 %;27,7;27,6;26,1;-169;202;425;1166;1,28 %;26819;343;43999;51;3;60;114;-38;1,6;0,92;0,85;-7 %;-16,5 %;-14,4 %;-399;72743;-2;-81;-216;5675353;2628097;;;;;43,24 %;11810;27996;195974;20,02 %;57995;71579;501054;;;;;;;;;;;;;;;;;624677;6022;42,09 %;287546;17828;19,37 %;;;0,00 %;;;;101;0,77;326;;-35,26 %;16,75 %;54,33 %;;;201;1,53;0,77;201;100,0 %;;;;;;;34,2
2021-06-04;Fri, 4;72778;824;71958;1242;37;;39;-2;-58,5 %;-50;89;0;0;356;355;8,64 %;24,0;23,9;22,0;-165;206;429;1170;1,94 %;35036;680;40109;48;3;65;116;-16;2,0;0,87;0,86;-13 %;-29,3 %;-14,2 %;-418;72782;-4;-147;-191;5708214;2709707;;;;;43,49 %;32861;28155;197082;20,65 %;81610;71816;502713;;;;;;;;;;;;;;;;;624677;0;42,09 %;287546;0;19,37 %;;;0,00 %;;;;90;0,68;321;;-34,78 %;15,08 %;53,50 %;;;181;1,38;0,78;181;100,0 %;;;;;;;29,0
2021-06-05;Sat, 5;72834;797;72041;1242;56;;56;0;43,6 %;-27;83;0;0;373;372;9,13 %;25,1;25,1;23,0;-178;193;416;1157;1,36 %;26116;355;39723;52;2;66;120;-7;2,1;0,82;0,86;5 %;-22,7 %;-13,5 %;-367;72838;-4;-109;-158;5817000;2765640;;;;;44,32 %;108786;42228;295593;21,07 %;55933;73746;516219;;;;;;;;;;;;;;;;;624677;0;42,09 %;287546;0;19,37 %;;;0,00 %;;;;85;0,65;310;;-39,72 %;14,75 %;51,67 %;;;177;1,35;0,76;177;100,0 %;;;;;;;26,3
