Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;MUC HOSP GROWTH;MUC HOSP NORM GR
2022-08-17;Wed, 17;619641;7025;611278;2146;719;;807;-88;35,6 %;-31;838;5;15;3197;3072;5,46 %;214,9;206,5;195,8;-2359;-1987;-1763;-1019;21,62 %;15378;3324;16155;301;11;29;341;-49;10,7;0,77;0,75;7 %;-27,7 %;-20,5 %;-3916;618303;1338;-1179;-2025;9898415;9883919;7726251;764074;;;75,12 %;135;78;548;75,01 %;220;141;990;58,63 %;658;552;3863;5,80 %;2931;2080;14558;;;;;;;;;1084692;14;72,91 %;1062014;18;71,39 %;711940;44;47,85 %;87324;76;5,87 %;768;5,83;185;2096;-14,00 %;95,17 %;30,83 %;-13,82 %;8,83 %;1142;8,67;0,78;1142;100,0 %;-12,56 %;-13,75 %
2022-08-18;Thu, 18;620128;6900;612025;2146;487;;622;-135;10,3 %;-125;747;0;9;3109;3130;5,52 %;209,0;210,4;199,4;-2444;-2072;-1848;-1104;21,62 %;15378;3324;15961;298;8;27;333;-49;11,0;0,75;0,78;2 %;-22,8 %;-19,6 %;-3262;618925;1203;-922;-1842;9898528;9884112;7727029;767388;;;75,12 %;113;76;535;75,01 %;193;130;913;58,64 %;778;505;3537;5,82 %;3314;1826;12785;;;;;;;;;1084705;13;72,91 %;1062024;10;71,39 %;711979;39;47,86 %;87433;109;5,88 %;794;6,03;171;1947;-9,57 %;94,33 %;28,50 %;-15,20 %;8,78 %;1132;8,59;0,81;1132;100,0 %;-12,83 %;-13,62 %
2022-08-19;Fri, 19;620539;6724;612692;2151;411;;491;-80;-8,6 %;-176;667;5;11;2968;3084;6,25 %;199,5;207,3;195,1;-2934;-2562;-2338;-1594;21,62 %;15378;3324;15767;280;8;26;314;-61;12,2;0,88;0,83;-1 %;-18,7 %;-18,4 %;-2753;619416;1123;-711;-1647;9898653;9884330;7727790;770419;;;75,12 %;125;78;549;75,01 %;218;132;923;58,65 %;761;497;3481;5,85 %;3031;1842;12896;;;;;;;;;1084718;13;72,91 %;1062042;18;71,39 %;712026;47;47,86 %;87584;151;5,89 %;811;6,15;149;1955;-3,68 %;95,17 %;24,83 %;-13,23 %;7,62 %;1142;8,67;0,81;1142;100,0 %;-16,27 %;-16,91 %
2022-08-20;Sat, 20;620738;6118;613299;2151;199;;1;198;0,0 %;-606;607;0;11;2878;3084;6,31 %;193,5;207,3;195,0;-2935;-2563;-2339;-1595;21,62 %;15378;3324;15572;262;8;25;295;-73;12,3;0,96;0,86;0 %;-18,5 %;-16,8 %;-2346;619417;1321;-700;-1449;9898680;9884385;7727975;770869;;;75,12 %;27;78;549;75,01 %;55;134;937;58,65 %;185;497;3476;5,85 %;450;1854;12978;;;;;;;;;1084728;10;72,91 %;1062013;-29;71,39 %;712084;58;47,86 %;87707;123;5,90 %;776;5,89;161;1963;-3,36 %;94,50 %;26,83 %;-11,18 %;8,20 %;1134;8,61;0,79;1134;100,0 %;-19,84 %;-20,36 %
2022-08-21;Sun, 21;620897;5540;613878;2151;159;;1;158;100,0 %;-578;579;0;11;2857;3085;6,36 %;192,0;207,4;195,0;-2931;-2559;-2335;-1591;21,62 %;15378;3324;15378;243;8;24;275;-85;12,4;1,01;0,87;0 %;-18,4 %;-14,9 %;-2030;619418;1479;-694;-1250;9898707;9884440;7728161;771320;;;75,12 %;27;78;549;75,01 %;55;136;950;58,65 %;186;496;3471;5,85 %;451;1866;13060;;;;;;;;;1084735;7;72,91 %;1062028;15;71,39 %;712123;39;47,87 %;88161;454;5,93 %;749;5,68;154;1971;-2,60 %;94,33 %;25,67 %;-9,04 %;7,81 %;1132;8,59;0,79;1132;100,0 %;-23,61 %;-24,30 %
2022-08-22;Mon, 22;621431;5745;614420;2155;534;;747;-213;14840,0 %;205;542;4;15;3156;3827;4,43 %;212,1;257,2;246,3;-2520;-2148;-1924;-1180;20,47 %;15900;3254;15453;247;6;20;273;-79;10,9;1,13;0,97;24 %;53,4 %;-12,9 %;-992;620165;1266;1333;-669;9898757;9884534;7728557;773101;;;75,12 %;50;81;564;75,01 %;94;143;1004;58,65 %;396;533;3734;5,87 %;1781;2072;14506;;;;;;;;;1084742;7;72,91 %;1062043;15;71,39 %;712162;39;47,87 %;88615;454;5,96 %;901;6,84;156;1942;79,84 %;105,83 %;26,00 %;-13,92 %;8,03 %;1270;9,64;0,84;1270;100,0 %;-22,44 %;-21,09 %
2022-08-23;Tue, 23;622018;5853;614961;2159;587;;649;-62;-44,0 %;108;541;4;18;3096;3318;5,14 %;208,1;223,0;212,1;-2362;-1990;-1766;-1022;20,47 %;15900;3254;15527;241;6;20;267;-83;10,9;1,10;1,02;-13 %;16,0 %;-10,9 %;-1203;620814;1204;458;-345;9898843;9884712;7729279;776384;;;75,12 %;86;80;563;75,01 %;178;145;1013;58,66 %;722;527;3686;5,89 %;3283;2177;15241;;;;;;;;;1084755;13;72,91 %;1062062;19;71,39 %;712243;81;47,88 %;88908;293;5,98 %;752;5,71;151;1826;7,43 %;88,83 %;25,17 %;-17,34 %;8,27 %;1066;8,09;0,92;1066;100,0 %;-23,71 %;-22,01 %
2022-08-24;Wed, 24;622489;5806;615501;2162;471;;493;-22;-38,9 %;-47;540;3;16;2848;3004;4,99 %;191,4;201,9;192,3;-2233;-1861;-1637;-893;20,47 %;15900;3254;15602;230;2;18;250;-91;9,6;1,07;1,05;-9 %;-2,2 %;-9,0 %;-1218;621307;1182;-68;-186;9898967;9884933;7730056;779786;;;75,12 %;124;79;552;75,02 %;221;145;1014;58,66 %;777;544;3805;5,92 %;3402;2245;15712;;;;;;;;;1084771;16;72,92 %;1062070;8;71,39 %;712291;48;47,88 %;89127;219;5,99 %;720;5,46;132;1708;-6,25 %;84,42 %;22,00 %;-18,51 %;7,73 %;1013;7,69;1,01;1013;100,0 %;-26,69 %;-23,59 %
2022-08-25;Thu, 25;623030;5987;615857;2162;541;;537;4;-13,7 %;181;356;0;16;2902;2919;5,09 %;195,1;196,2;186,7;-2279;-1907;-1683;-939;20,47 %;15900;3254;15676;224;5;22;251;-82;9,5;1,06;1,07;-3 %;-6,7 %;-7,0 %;-913;621844;1186;-211;-85;9899004;9885015;7730483;782275;;;75,12 %;37;68;476;75,02 %;82;129;903;58,67 %;427;493;3454;5,94 %;2489;2127;14887;;;;;;;;;1084773;2;72,92 %;1062086;16;71,39 %;712343;52;47,88 %;89184;57;5,99 %;729;5,53;133;1702;-8,19 %;83,67 %;22,17 %;-12,58 %;7,81 %;1004;7,62;1,08;1004;100,0 %;-24,62 %;-24,83 %
2022-08-26;Fri, 26;623454;5959;616265;2169;424;;380;44;-22,6 %;-29;409;7;18;2915;2808;2,61 %;195,9;188,7;183,9;-2658;-2286;-2062;-1318;20,47 %;15900;3254;15751;222;6;21;249;-65;4,8;0,92;1,00;-4 %;-8,9 %;-5,2 %;-766;622224;1230;-276;-23;9899034;9885072;7730822;783803;;;75,12 %;30;54;381;75,02 %;57;106;742;58,67 %;339;433;3032;5,95 %;1528;1912;13384;;;;;;;;;1084784;11;72,92 %;1062093;7;71,39 %;712378;35;47,88 %;89374;190;6,01 %;705;5,35;123;1682;-13,07 %;78,33 %;20,50 %;-13,96 %;7,31 %;940;7,13;1,08;940;100,0 %;-20,70 %;-20,71 %
2022-08-27;Sat, 27;623657;5521;616704;2169;203;;1;202;0,0 %;-438;439;0;18;2919;2808;2,67 %;196,2;188,7;183,8;-2658;-2286;-2062;-1318;20,47 %;15900;3254;15825;221;7;20;248;-47;4,9;0,87;0,96;0 %;-8,9 %;-3,4 %;-597;622225;1432;-276;38;9899040;9885083;7730875;783928;;;75,12 %;6;51;360;75,02 %;11;100;698;58,67 %;53;414;2900;5,95 %;125;1866;13059;;;;;;;;;1084795;11;72,92 %;1062101;8;71,39 %;712413;35;47,89 %;89564;190;6,02 %;675;5,12;120;1662;-13,02 %;77,83 %;20,00 %;-15,33 %;7,22 %;934;7,09;1,01;934;100,0 %;-15,93 %;-15,65 %
2022-08-28;Sun, 28;623844;5074;617151;2169;187;;0;187;-100,0 %;-447;447;0;18;2947;2807;2,67 %;198,1;188,7;183,8;-1911;-1539;-1315;-571;20,47 %;15900;3254;15900;219;8;19;246;-29;4,9;0,86;0,95;-0 %;-9,0 %;-1,8 %;-466;622225;1619;-278;97;9899047;9885094;7730929;784054;;;75,12 %;7;49;340;75,02 %;11;93;654;58,67 %;54;395;2768;5,95 %;126;1819;12734;;;;;;;;;1084806;11;72,92 %;1062109;8;71,39 %;712448;35;47,89 %;89754;190;6,03 %;648;4,92;121;1641;-13,48 %;77,08 %;20,17 %;-16,74 %;7,37 %;925;7,02;0,93;925;100,0 %;-10,55 %;-9,88 %
2022-08-29;Mon, 29;624388;5553;617592;2176;544;;920;-376;23,2 %;479;441;7;21;2957;2980;6,15 %;198,8;200,3;188,7;-2182;-1810;-1586;-842;20,38 %;16022;3265;15917;228;11;17;256;-17;11,6;0,87;0,92;6 %;-22,1 %;-0,4 %;-192;623145;1243;-847;-214;9899059;9885141;7731175;785015;;;75,12 %;12;43;302;75,02 %;47;87;607;58,67 %;246;374;2618;5,96 %;961;1702;11914;;;;;;;;;1084815;9;72,92 %;1062131;22;71,39 %;712608;160;47,90 %;90871;1117;6,11 %;671;5,09;120;1640;-25,53 %;79,33 %;20,00 %;-15,55 %;7,32 %;952;7,22;0,89;952;100,0 %;-6,23 %;-7,69 %
2022-08-30;Tue, 30;624954;5742;618033;2180;566;;630;-64;-2,9 %;189;441;4;21;2936;2961;5,96 %;197,4;199,0;187,8;-2319;-1947;-1723;-979;20,38 %;16022;3265;15935;209;9;19;237;-30;11,2;0,96;0,92;-1 %;-10,8 %;0,7 %;-111;623775;1179;-357;-330;9899103;9885207;7731501;787121;;;75,12 %;44;37;260;75,02 %;66;71;495;58,67 %;326;317;2222;5,97 %;2106;1534;10737;;;;;;;;;1084838;23;72,92 %;1062149;18;71,39 %;712682;74;47,90 %;91196;325;6,13 %;660;5,01;112;1546;-12,23 %;76,17 %;18,67 %;-15,33 %;7,24 %;914;6,94;0,91;914;100,0 %;-11,24 %;-13,28 %
2022-08-31;Wed, 31;625410;5811;618473;2181;456;;509;-53;3,2 %;68;441;1;19;2921;2977;5,82 %;196,3;200,1;189,1;-2291;-1919;-1695;-951;20,38 %;16022;3265;15952;204;10;16;230;-20;11,0;1,02;0,93;1 %;-0,9 %;1,6 %;4;624284;1126;-27;-325;9899248;9885416;7732773;789225;;;75,13 %;145;40;281;75,02 %;209;69;483;58,68 %;1272;388;2717;5,99 %;2104;1348;9439;;;;;;;;;1084857;19;72,92 %;1062155;6;71,40 %;712744;62;47,91 %;91431;235;6,15 %;638;4,84;106;1482;-11,39 %;73,17 %;17,67 %;-13,23 %;7,15 %;878;6,66;0,95;878;100,0 %;-8,00 %;-11,30 %
2022-09-01;Thu, 1;625819;5671;619020;2181;409;;407;2;-24,2 %;-140;547;0;19;2789;2847;4,13 %;187,5;191,4;183,8;-2318;-1946;-1722;-978;20,38 %;16022;3265;15970;201;8;17;226;-25;7,6;1,04;0,94;-4 %;-2,5 %;2,1 %;-316;624691;1128;-72;-305;9899288;9885503;7733187;791902;;;75,13 %;40;41;284;75,02 %;87;70;488;58,69 %;414;386;2704;6,01 %;2677;1375;9627;;;;;;;;;1084866;9;72,92 %;1062164;9;71,40 %;712790;46;47,91 %;91589;158;6,16 %;601;4,56;115;1442;-17,56 %;71,08 %;19,17 %;-15,28 %;7,98 %;853;6,47;0,99;853;100,0 %;-9,96 %;-10,27 %
2022-09-02;Fri, 2;626209;5551;619494;2184;390;;354;36;-6,8 %;-120;474;3;15;2755;2821;3,72 %;185,2;189,6;182,8;-2671;-2299;-2075;-1331;20,38 %;16022;3265;15987;201;10;18;229;-20;6,8;1,02;0,98;-1 %;0,5 %;2,3 %;-408;625045;1164;13;-263;9899332;9885559;7733589;793638;;;75,13 %;44;43;298;75,02 %;56;70;487;58,69 %;402;395;2767;6,02 %;1736;1405;9835;;;;;;;;;1084876;10;72,92 %;1062175;11;71,40 %;712816;26;47,91 %;91657;68;6,16 %;624;4,74;119;1436;-11,49 %;70,67 %;19,83 %;-14,63 %;8,29 %;848;6,44;0,99;848;100,0 %;-8,03 %;-9,46 %
2022-09-03;Sat, 3;626456;5131;619923;2184;247;;9;238;800,0 %;-420;429;0;15;2799;2829;4,05 %;188,1;190,2;182,8;-2680;-2308;-2084;-1340;20,38 %;16022;3265;16005;201;11;19;231;-17;7,4;0,99;1,00;0 %;0,7 %;2,2 %;-390;625054;1402;21;-221;9899343;9885582;7733655;793866;;;75,13 %;11;43;303;75,02 %;23;71;499;58,69 %;66;397;2780;6,02 %;228;1420;9938;;;;;;;;;1084886;10;72,92 %;1062186;11;71,40 %;712842;26;47,92 %;91726;69;6,17 %;599;4,55;115;1430;-11,26 %;70,42 %;19,17 %;-13,96 %;8,04 %;845;6,41;0,97;845;100,0 %;-6,85 %;-9,05 %
2022-09-04;Sun, 4;626630;4722;620340;2184;174;;8;166;800,0 %;-409;417;0;15;2786;2837;4,32 %;187,3;190,7;182,8;-1768;-1396;-1172;-428;20,38 %;16022;3265;16022;202;12;20;234;-12;7,9;0,97;1,00;0 %;1,1 %;1,9 %;-352;625062;1568;30;-177;9899354;9885605;7733721;794094;;;75,13 %;11;44;307;75,02 %;23;73;511;58,69 %;66;399;2792;6,03 %;228;1434;10040;;;;;;;;;1084896;10;72,92 %;1062198;12;71,40 %;712869;27;47,92 %;91795;69;6,17 %;581;4,41;120;1424;-10,34 %;71,00 %;20,00 %;-13,22 %;8,43 %;852;6,47;0,96;852;100,0 %;-4,88 %;-7,76 %
2022-09-05;Mon, 5;627177;5179;620741;2184;547;;858;-311;-6,7 %;457;401;0;8;2789;2775;4,07 %;187,5;186,5;179,2;-1996;-1624;-1400;-656;21,13 %;15303;3233;15919;199;6;20;225;-31;7,3;0,96;0,99;-2 %;-6,9 %;1,4 %;-374;625920;1257;-205;-85;9899413;9885668;7734196;794748;;;75,13 %;59;51;354;75,02 %;63;75;527;58,69 %;475;432;3021;6,03 %;654;1390;9733;;;;;;;;;1084912;16;72,93 %;1062225;27;71,40 %;713080;211;47,93 %;93133;1338;6,26 %;553;4,20;116;1423;-17,59 %;67,08 %;19,33 %;-13,23 %;8,15 %;805;6,11;0,96;805;100,0 %;-12,11 %;-12,72 %
2022-09-06;Tue, 6;627714;5406;621142;2184;537;;628;-91;-0,3 %;227;401;0;4;2760;2773;7,06 %;185,5;186,4;174,1;-2115;-1743;-1519;-775;21,13 %;15303;3233;15817;188;6;19;213;-24;12,3;0,97;0,98;-0 %;-6,3 %;1,0 %;-337;626548;1166;-188;-61;9899476;9885741;7734507;796549;;;75,13 %;63;53;373;75,02 %;73;76;534;58,70 %;311;429;3006;6,05 %;1801;1347;9428;;;;;;;;;1084937;25;72,93 %;1062251;26;71,40 %;713158;78;47,94 %;93347;214;6,27 %;583;4,42;115;1409;-11,67 %;66,00 %;19,17 %;-8,86 %;8,16 %;792;6,01;0,99;792;100,0 %;-10,13 %;-10,05 %
2022-09-07;Wed, 7;628152;5484;621543;2186;438;;479;-41;-5,9 %;78;401;2;5;2742;2743;4,59 %;184,3;184,4;176,3;-2187;-1815;-1591;-847;21,13 %;15303;3233;15714;182;6;17;205;-25;8,1;0,97;0,97;-1 %;-7,9 %;0,4 %;-327;627027;1125;-234;-91;9899522;9885816;7734865;798453;;;75,13 %;46;39;274;75,02 %;75;57;400;58,70 %;358;299;2092;6,06 %;1904;1318;9228;;;;;;;;;1084948;11;72,93 %;1062261;10;71,40 %;713204;46;47,94 %;93477;130;6,28 %;573;4,35;116;1433;-10,19 %;68,00 %;19,33 %;-3,31 %;8,09 %;816;6,19;1,03;816;100,0 %;-10,87 %;-10,78 %
2022-09-08;Thu, 8;628555;5477;621969;2186;403;;419;-16;2,9 %;-7;426;0;5;2736;2755;3,75 %;183,9;185,2;178,5;-2252;-1880;-1656;-912;21,13 %;15303;3233;15611;180;3;16;199;-27;6,7;0,97;0,96;0 %;-3,2 %;-0,2 %;-194;627446;1109;-92;-94;9900020;9886645;7737629;807053;;;75,13 %;498;105;732;75,03 %;829;163;1142;58,72 %;2764;635;4442;6,12 %;8600;2164;15151;;;;;;;;;1084960;12;72,93 %;1062271;10;71,40 %;713251;47;47,94 %;93608;131;6,29 %;597;4,53;120;1361;-0,67 %;68,08 %;20,00 %;-5,62 %;8,82 %;817;6,20;1,05;817;100,0 %;-11,95 %;-10,45 %
2022-09-09;Fri, 9;629022;5469;622392;2188;467;;415;52;17,2 %;-8;423;2;4;2813;2816;13,76 %;189,1;189,3;166,4;-2658;-2286;-2062;-1318;21,13 %;15303;3233;15508;181;4;17;202;-27;22,9;0,98;0,97;2 %;-0,2 %;-0,8 %;-82;627861;1161;-5;-96;9900519;9887474;7740393;815653;;;75,13 %;499;170;1187;75,04 %;829;274;1915;58,74 %;2764;972;6804;6,19 %;8600;3145;22015;;;;;;;;;1084980;20;72,93 %;1062283;12;71,40 %;713298;47;47,95 %;93746;138;6,30 %;591;4,49;112;1371;-5,29 %;67,75 %;18,67 %;-4,53 %;8,17 %;813;6,17;1,02;813;100,0 %;-11,79 %;-9,95 %
2022-09-10;Sat, 10;629217;5050;622817;2188;195;;6;189;-33,3 %;-419;425;0;4;2761;2813;14,05 %;185,6;189,1;165,8;-2656;-2284;-2060;-1316;21,13 %;15303;3233;15406;183;6;19;208;-23;23,3;0,99;0,98;-0 %;-0,6 %;-1,5 %;-81;627867;1350;-16;-101;9900555;9887520;7740581;816180;;;75,14 %;36;173;1212;75,04 %;46;277;1938;58,74 %;188;989;6926;6,19 %;527;3188;22314;;;;;;;;;1085001;21;72,93 %;1062295;12;71,40 %;713345;47;47,95 %;93884;138;6,31 %;566;4,30;108;1381;-5,51 %;68,00 %;18,00 %;-3,43 %;7,82 %;816;6,19;0,97;816;100,0 %;-9,96 %;-8,96 %
2022-09-11;Sun, 11;629421;4657;623224;2188;204;;14;190;75,0 %;-393;407;0;4;2791;2819;14,71 %;187,6;189,5;165,2;-1812;-1440;-1216;-472;21,13 %;15303;3233;15303;184;7;21;212;-22;24,3;1,01;0,99;0 %;-0,6 %;-2,2 %;-65;627881;1540;-18;-108;9900591;9887566;7740769;816707;;;75,14 %;36;177;1237;75,04 %;46;280;1961;58,74 %;188;1007;7048;6,20 %;527;3230;22613;;;;;;;;;1085011;10;72,93 %;1062318;23;71,41 %;713465;120;47,96 %;94504;620;6,35 %;541;4,11;108;1391;-6,88 %;67,58 %;18,00 %;-2,32 %;7,76 %;811;6,15;0,96;811;100,0 %;-9,40 %;-8,91 %
2022-09-12;Mon, 12;629936;5085;623627;2196;515;;831;-316;-3,1 %;428;403;8;12;2759;2792;6,83 %;185,5;187,7;175,7;-2015;-1643;-1419;-675;25,09 %;17192;4313;15573;182;10;23;215;-10;12,0;1,02;1,00;-1 %;0,6 %;-2,6 %;-94;628712;1224;17;-77;9900641;9887658;7741171;818315;;;75,14 %;50;175;1228;75,04 %;92;284;1990;58,75 %;402;996;6975;6,21 %;1608;3367;23567;;;;;;;;;1085021;10;72,93 %;1062342;24;71,41 %;713585;120;47,97 %;95124;620;6,39 %;518;3,93;126;1439;-6,33 %;67,50 %;21,00 %;1,12 %;8,76 %;810;6,15;1,00;810;100,0 %;-4,44 %;-8,54 %
2022-09-13;Tue, 13;630556;5364;624031;2197;620;;683;-63;8,8 %;279;404;1;13;2842;2847;4,25 %;191,0;191,4;183,6;-2219;-1847;-1623;-879;25,09 %;17192;4313;15843;176;13;27;216;3;7,8;1,02;1,00;2 %;2,7 %;-2,4 %;-42;629395;1161;74;-39;9900759;9887837;7741901;823511;;;75,14 %;118;183;1283;75,04 %;179;299;2096;58,75 %;730;1056;7394;6,25 %;5196;3852;26962;;;;;;;;;1085023;2;72,93 %;1062354;12;71,41 %;713611;26;47,97 %;95338;214;6,41 %;575;4,36;137;1440;-1,37 %;72,92 %;22,83 %;2,20 %;9,51 %;875;6,64;1,07;875;100,0 %;1,41 %;-6,38 %
2022-09-14;Wed, 14;631156;5548;624437;2198;600;;590;10;23,2 %;185;405;1;12;3004;2958;5,91 %;201,9;198,8;187,7;-2390;-2018;-1794;-1050;25,09 %;17192;4313;16113;177;9;20;206;1;11,1;1,03;1,01;4 %;7,8 %;-1,9 %;65;629985;1171;215;25;9900886;9888031;7742776;829645;;;75,14 %;127;195;1364;75,04 %;194;316;2215;58,76 %;875;1130;7911;6,30 %;6134;4456;31192;;;;;;;;;1085035;12;72,93 %;1062370;16;71,41 %;713689;78;47,97 %;95731;393;6,43 %;617;4,68;121;1437;7,68 %;75,17 %;20,17 %;0,28 %;8,42 %;902;6,85;1,15;902;100,0 %;0,49 %;-2,75 %
2022-09-15;Thu, 15;631716;5771;624833;2205;560;;619;-59;47,7 %;223;396;7;19;3161;3158;6,47 %;212,5;212,3;199,4;-2594;-2222;-1998;-1254;25,09 %;17192;4313;16382;174;9;19;202;3;12,9;1,05;1,04;7 %;14,6 %;-0,9 %;294;630604;1112;403;96;9901023;9888226;7743809;837119;;;75,14 %;137;143;1003;75,04 %;195;226;1581;58,77 %;1033;883;6180;6,35 %;7474;4295;30066;;;;;;;;;1085043;8;72,93 %;1062382;12;71,41 %;713740;51;47,98 %;96297;566;6,47 %;667;5,06;114;1424;11,73 %;77,58 %;19,00 %;4,63 %;8,01 %;931;7,07;1,19;931;100,0 %;1,51 %;-3,33 %
2022-09-16;Fri, 16;632286;5896;625229;2208;570;;521;49;25,5 %;125;396;3;20;3264;3264;7,08 %;219,4;219,4;204,9;-3109;-2737;-2513;-1769;25,09 %;17192;4313;16652;179;10;19;208;6;14,5;1,09;1,06;3 %;15,9 %;0,6 %;427;631125;1161;448;160;9901140;9888419;7744742;843462;;;75,14 %;117;89;621;75,04 %;193;135;945;58,77 %;933;621;4349;6,40 %;6343;3973;27809;;;;;;;;;1085053;10;72,93 %;1062390;8;71,41 %;713777;37;47,98 %;96696;399;6,50 %;711;5,40;103;1449;20,30 %;81,67 %;17,17 %;5,69 %;7,11 %;980;7,44;1,17;980;100,0 %;2,97 %;-1,10 %
2022-09-17;Sat, 17;632542;5505;625621;2208;256;;1;255;-83,3 %;-391;392;0;20;3325;3259;7,14 %;223,5;219,1;204,5;-3096;-2724;-2500;-1756;25,09 %;17192;4313;16922;185;10;18;213;5;14,6;1,12;1,08;-0 %;15,9 %;2,5 %;455;631126;1416;446;226;9901169;9888478;7744978;844638;;;75,14 %;29;88;614;75,04 %;59;137;958;58,78 %;236;628;4397;6,41 %;1176;4065;28458;;;;;;;;;1085064;11;72,94 %;1062398;8;71,41 %;713814;37;47,98 %;97095;399;6,53 %;684;5,19;101;1475;20,85 %;82,33 %;16,83 %;6,81 %;6,85 %;988;7,50;1,14;988;100,0 %;2,40 %;1,09 %
2022-09-18;Sun, 18;632776;5124;626015;2208;234;;13;221;-7,1 %;-381;394;0;20;3355;3258;7,62 %;225,5;219,0;203,5;-2278;-1906;-1682;-938;25,09 %;17192;4313;17192;191;11;18;220;8;15,5;1,13;1,09;-0 %;15,6 %;4,9 %;468;631139;1637;439;292;9901198;9888537;7745215;845815;;;75,14 %;29;87;607;75,04 %;59;139;971;58,78 %;237;635;4446;6,42 %;1177;4158;29108;;;;;;;;;1085075;11;72,94 %;1062406;8;71,41 %;713852;38;47,98 %;97495;400;6,55 %;664;5,04;104;1498;22,74 %;83,50 %;17,33 %;7,69 %;6,94 %;1002;7,60;1,12;1002;100,0 %;3,77 %;3,80 %
2022-09-19;Mon, 19;633581;5925;626417;2214;805;;1203;-398;44,8 %;801;402;6;18;3645;3630;8,59 %;245,0;244,0;224,7;-2798;-2426;-2202;-1458;27,59 %;18669;5151;17403;197;12;20;229;14;19,3;1,14;1,11;11 %;30,0 %;7,0 %;840;632342;1239;838;409;9901276;9888603;7745664;849027;;;75,14 %;78;91;635;75,04 %;66;135;945;58,78 %;449;642;4493;6,44 %;3212;4387;30712;;;;;;;;;1085099;24;72,94 %;1062457;51;71,42 %;714107;255;48,00 %;100425;2930;6,75 %;732;5,56;104;1504;41,31 %;93,58 %;17,33 %;4,52 %;6,91 %;1123;8,52;1,14;1123;100,0 %;6,51 %;8,24 %
2022-09-20;Tue, 20;634433;6413;626819;2216;852;;890;-38;30,3 %;488;402;2;19;3877;3837;7,28 %;260,6;257,9;240,4;-3098;-2726;-2502;-1758;27,59 %;18669;5151;17614;190;10;19;219;3;17,5;1,14;1,13;6 %;34,8 %;8,6 %;1050;633232;1201;990;540;9901371;9888769;7746415;856006;;;75,14 %;95;87;612;75,05 %;166;133;932;58,79 %;751;645;4514;6,50 %;6979;4642;32495;;;;;;;;;1085107;8;72,94 %;1062463;6;71,42 %;714162;55;48,00 %;101077;652;6,79 %;723;5,49;120;1552;25,74 %;95,00 %;20,00 %;7,78 %;7,73 %;1140;8,65;1,20;1140;100,0 %;1,39 %;7,95 %
2022-09-21;Wed, 21;635268;6817;627221;2217;835;;806;29;36,6 %;403;403;1;19;4112;4053;6,57 %;276,4;272,4;255,6;-3285;-2913;-2689;-1945;27,59 %;18669;5151;17825;197;10;17;224;18;16,8;1,17;1,16;6 %;37,0 %;9,7 %;1268;634038;1230;1095;666;9901495;9888972;7747118;861604;;;75,14 %;124;87;609;75,05 %;203;134;941;58,79 %;703;620;4342;6,54 %;5598;4566;31959;;;;;;;;;1085128;21;72,94 %;1062482;19;71,42 %;714231;69;48,01 %;101423;346;6,82 %;772;5,86;122;1528;25,12 %;101,33 %;20,33 %;6,33 %;7,98 %;1216;9,23;1,28;1216;100,0 %;8,74 %;11,30 %
