Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC
2022-05-02;Mon, 2;499892;16861;483957;2000;960;;960;0;-28,0 %;-399;1359;2;20;8742;8755;6,63 %;587,4;588,3;551,7;-6717;-6345;-6121;-5377;33,08 %;29378;9717;43360;291;9;29;329;-35;35,7;0,91;0,97;-4 %;-13,3 %;21,8 %;-1875;500818;-926;-1339;-171;9843522;9806735;7428916;423149;74,91 %;128;15446;108121;74,63 %;350;-5178;-36243;56,54 %;1102;-882;-6174;3,22 %;2564;1504;10529;1082655;66;72,75 %;1058768;278;71,14 %;698990;910;46,97 %;47884;3957;3,22 %;718;5,46;209;2693;26,66 %;94,50 %;34,83 %;-13,16 %;7,76 %;1134;8,63;0,91;1134;100,0 %;107;1153;107;1153
2022-05-03;Tue, 3;501496;17110;485315;2000;1604;;1607;-3;-14,9 %;249;1358;0;19;8467;8473;8,62 %;568,9;569,3;524,1;-6719;-6347;-6123;-5379;33,08 %;29378;9717;42687;276;8;34;318;-41;44,8;0,90;0,94;-3 %;-19,2 %;29,8 %;-1737;502425;-929;-2017;-530;9843706;9807288;7431448;430081;74,91 %;184;15428;107998;74,64 %;553;-5227;-36589;56,56 %;2532;-932;-6526;3,27 %;6932;2494;17461;1082674;19;72,75 %;1058810;42;71,15 %;699114;124;46,98 %;47999;115;3,23 %;709;5,40;208;2611;27,15 %;91,83 %;34,67 %;-12,03 %;7,97 %;1102;8,39;0,92;1102;100,0 %;197;1133;197;1133
2022-05-04;Wed, 4;503209;17442;486697;2004;1713;;1714;-1;7,0 %;332;1382;4;19;8578;8585;7,87 %;576,4;576,9;534,8;-7108;-6736;-6512;-5768;33,08 %;29378;9717;41008;269;7;31;307;-37;41,6;0,91;0,92;1 %;-15,1 %;37,4 %;-1283;504139;-930;-1522;-792;9843968;9807935;7433801;436272;74,91 %;262;15424;107969;74,64 %;647;-5248;-36739;56,57 %;2353;-980;-6858;3,32 %;6191;3379;23652;1082698;24;72,75 %;1058841;31;71,15 %;699198;84;46,98 %;48091;92;3,23 %;712;5,42;201;2475;28,77 %;90,67 %;33,50 %;-11,92 %;8,12 %;1088;8,28;0,93;1088;100,0 %;180;1088;180;1088
2022-05-05;Thu, 5;504673;17464;488139;2007;1464;;1464;0;10,3 %;22;1442;3;14;8718;8722;5,72 %;585,8;586,1;554,4;-7611;-7239;-7015;-6271;33,08 %;29378;9717;41731;269;7;31;307;0;31,4;0,92;0,91;2 %;-9,9 %;46,7 %;-1009;505603;-930;-961;-949;9844229;9808730;7437330;444780;74,92 %;261;198;1385;74,65 %;795;558;3907;56,60 %;3529;1946;13619;3,38 %;8508;4594;32160;1082712;14;72,75 %;1058864;23;71,15 %;699289;91;46,99 %;48155;64;3,24 %;745;5,67;193;2411;30,90 %;92,00 %;32,17 %;-12,39 %;8,00 %;1104;8,40;0,93;1104;100,0 %;163;1088;163;1088
2022-05-06;Fri, 6;505940;17232;489638;2008;1267;;1267;0;31,7 %;-232;1499;1;11;9023;9027;4,93 %;606,3;606,6;578,1;-7729;-7357;-7133;-6389;33,08 %;29378;9717;37614;270;7;29;306;-3;28,2;0,95;0,93;3 %;-3,6 %;50,1 %;-775;506870;-930;-334;-976;9844487;9809373;7439595;450049;74,92 %;258;182;1272;74,65 %;643;504;3530;56,62 %;2265;1853;12972;3,42 %;5269;4413;30894;1082726;14;72,75 %;1058888;24;71,15 %;699379;90;46,99 %;48219;64;3,24 %;743;5,65;192;2407;30,87 %;90,83 %;32,00 %;-7,67 %;7,98 %;1090;8,30;0,92;1090;100,0 %;176;1064;176;1064
2022-05-07;Sat, 7;506863;16711;491082;2008;923;;923;0;-19,7 %;-521;1444;0;10;8797;8801;18,04 %;591,1;591,4;501,0;-7786;-7414;-7190;-6446;33,08 %;29378;9717;29378;270;7;27;304;-8;90,1;0,98;0,95;-3 %;-6,4 %;40,9 %;-1046;507793;-930;-597;-1045;9844551;9809562;7440088;450669;74,92 %;64;178;1247;74,65 %;189;493;3448;56,62 %;493;1839;12870;3,43 %;620;4400;30799;1082740;14;72,75 %;1058912;24;71,15 %;699470;91;47,00 %;48283;64;3,24 %;680;5,17;193;2403;28,30 %;91,67 %;32,17 %;-6,75 %;8,03 %;1100;8,37;0,92;1100;100,0 %;134;1048;134;1048
2022-05-08;Sun, 8;507488;15954;492465;2009;625;;626;-1;-27,7 %;-757;1383;1;11;8556;8561;29,89 %;574,9;575,3;442,9;-7451;-7079;-6855;-6111;30,32 %;29378;9717;29124;271;7;25;303;-11;132,0;1,00;0,96;-3 %;-6,2 %;24,7 %;-1306;508419;-931;-568;-1048;9844615;9809750;7440580;451288;74,92 %;64;174;1221;74,65 %;188;481;3365;56,62 %;492;1824;12766;3,43 %;619;4386;30703;1082754;14;72,76 %;1058936;24;71,16 %;699561;91;47,01 %;48347;64;3,25 %;632;4,81;192;2399;26,34 %;90,50 %;32,00 %;-10,52 %;8,00 %;1086;8,26;0,93;1086;100,0 %;83;1040;83;1040
2022-05-09;Mon, 9;508491;15619;493802;2013;1003;;1002;1;4,4 %;-335;1337;4;13;8599;8603;6,54 %;577,8;578,1;542,6;-6848;-6476;-6252;-5508;30,32 %;27601;8368;28870;278;4;24;306;-23;35,2;1,01;0,97;0 %;-1,7 %;9,8 %;-1243;509421;-930;-152;-879;9844750;9810032;7442215;453917;74,92 %;135;175;1228;74,66 %;282;471;3297;56,64 %;1635;1900;13299;3,45 %;2629;4395;30768;1082823;69;72,76 %;1059152;216;71,17 %;700377;816;47,06 %;51394;3047;3,45 %;677;5,15;192;2346;28,86 %;85,83 %;32,00 %;-12,89 %;8,18 %;1030;7,84;0,96;1030;100,0 %;105;1038;105;1038
2022-05-10;Tue, 10;509993;15781;495145;2013;1502;;1505;-3;-6,3 %;162;1343;0;13;8497;8501;6,63 %;571,0;571,2;535,7;-6635;-6263;-6039;-5295;30,32 %;27601;8368;28616;278;2;22;302;-16;35,3;0,99;0,98;-1 %;0,3 %;-3,2 %;-1329;510926;-933;28;-587;9844933;9810571;7444422;459873;74,92 %;183;175;1227;74,66 %;539;469;3283;56,65 %;2207;1853;12974;3,50 %;5956;4256;29792;1082844;21;72,76 %;1059182;30;71,17 %;700500;123;47,07 %;51556;162;3,46 %;694;5,28;177;2225;31,19 %;86,25 %;29,50 %;-14,78 %;7,96 %;1035;7,88;0,99;1035;100,0 %;155;996;155;996
2022-05-11;Wed, 11;511534;16019;496449;2016;1541;;1542;-1;-10,0 %;238;1304;3;12;8325;8329;5,27 %;559,4;559,7;531,7;-6715;-6343;-6119;-5375;30,32 %;27601;8368;28363;260;2;23;285;-22;27,7;0,97;0,98;-2 %;-3,0 %;-13,6 %;-1423;512468;-934;-256;-406;9845122;9810995;7446310;465800;74,92 %;189;165;1154;74,66 %;424;437;3060;56,67 %;1888;1787;12509;3,54 %;5927;4218;29528;1082852;8;72,76 %;1059203;21;71,17 %;700580;80;47,08 %;51623;67;3,47 %;690;5,25;177;2146;32,15 %;85,33 %;29,50 %;-13,29 %;8,25 %;1024;7,79;1,02;1024;100,0 %;154;970;154;970
2022-05-12;Thu, 12;512804;16040;497700;2023;1270;;1272;-2;-13,1 %;21;1251;7;16;8131;8137;5,91 %;546,4;546,8;516,3;-6719;-6347;-6123;-5379;30,32 %;27601;8368;28109;259;3;20;282;-25;30,1;0,96;0,98;-2 %;-6,7 %;-23,8 %;-1423;513740;-936;-585;-352;9845393;9811694;7448864;472186;74,93 %;271;166;1164;74,67 %;699;423;2964;56,69 %;2554;1648;11534;3,59 %;6386;3915;27406;1082861;9;72,76 %;1059221;18;71,17 %;700644;64;47,08 %;51700;77;3,47 %;688;5,24;167;2135;32,22 %;81,67 %;27,83 %;-11,45 %;7,82 %;980;7,46;1,01;980;100,0 %;143;950;143;950
2022-05-13;Fri, 13;513827;15853;498910;2024;1023;;1023;0;-19,3 %;-187;1210;1;16;7887;7893;5,03 %;530,0;530,4;505,0;-6821;-6449;-6225;-5481;30,32 %;27601;8368;27855;255;3;20;278;-28;25,0;0,94;0,97;-3 %;-12,6 %;-29,5 %;-1379;514763;-936;-1134;-466;9845605;9812256;7450822;476335;74,93 %;212;160;1118;74,67 %;562;412;2883;56,70 %;1958;1604;11227;3,63 %;4149;3755;26286;1082869;8;72,76 %;1059240;19;71,18 %;700710;66;47,08 %;51754;54;3,48 %;692;5,27;149;2135;32,41 %;80,83 %;24,83 %;-11,30 %;6,98 %;970;7,38;0,97;970;100,0 %;130;904;130;904
2022-05-14;Sat, 14;514625;15424;500137;2024;798;;798;0;-13,5 %;-428;1226;0;16;7762;7768;17,81 %;521,6;522,0;443,1;-6993;-6621;-6397;-5653;30,32 %;27601;8368;27601;252;2;19;273;-31;78,5;0,93;0,95;-2 %;-11,7 %;-28,6 %;-1287;515561;-936;-1033;-529;9845654;9812439;7451273;476769;74,93 %;49;158;1103;74,68 %;183;411;2877;56,71 %;451;1598;11185;3,63 %;434;3729;26100;1082878;9;72,76 %;1059259;19;71,18 %;700776;66;47,09 %;51808;54;3,48 %;622;4,73;147;2277;27,32 %;77,92 %;24,50 %;-5,24 %;6,46 %;935;7,12;0,92;935;100,0 %;127;897;127;897
2022-05-15;Sun, 15;515184;14737;501383;2025;559;;559;0;-10,7 %;-687;1246;1;16;7696;7701;28,92 %;517,1;517,5;401,4;-6550;-6178;-5954;-5210;23,28 %;27601;8368;26976;248;2;19;269;-34;115,7;0,93;0,94;-1 %;-10,0 %;-25,9 %;-1217;516120;-936;-860;-570;9845703;9812621;7451723;477203;74,93 %;49;155;1088;74,68 %;182;410;2871;56,71 %;450;1592;11143;3,63 %;434;3702;25915;1082887;9;72,76 %;1059278;19;71,18 %;700842;66;47,09 %;51862;54;3,48 %;585;4,45;143;2418;24,19 %;77,92 %;23,83 %;0,79 %;5,91 %;935;7,12;0,89;935;100,0 %;68;882;68;882
2022-05-16;Mon, 16;515998;14262;502672;2031;814;;814;0;-18,8 %;-476;1290;6;18;7507;7513;7,04 %;504,4;504,8;471,6;-5859;-5487;-5263;-4519;23,28 %;23229;5408;26352;239;0;22;261;-45;32,8;0,92;0,93;-2 %;-12,7 %;-22,6 %;-1357;516934;-936;-1090;-704;9845807;9812915;7452753;479124;74,93 %;104;151;1057;74,68 %;294;412;2883;56,72 %;1030;1505;10538;3,65 %;1921;3601;25207;1083034;147;72,77 %;1059688;410;71,21 %;702306;1464;47,19 %;54714;2852;3,68 %;623;4,74;144;1882;33,10 %;74,75 %;24,00 %;-19,78 %;7,65 %;897;6,83;0,89;897;100,0 %;53;830;53;830
2022-05-17;Tue, 17;516940;13948;503929;2032;942;;943;-1;-37,3 %;-314;1257;1;19;6947;6951;4,64 %;466,8;467,1;446,4;-5259;-4887;-4663;-3919;23,28 %;23229;5408;25727;227;3;26;256;-46;20,4;0,91;0,92;-7 %;-18,2 %;-19,2 %;-1834;517877;-937;-1550;-930;9845999;9813419;7454511;484248;74,93 %;192;152;1066;74,68 %;504;407;2848;56,73 %;1758;1441;10089;3,69 %;5124;3482;24375;1083044;10;72,78 %;1059708;20;71,21 %;702420;114;47,20 %;54878;164;3,69 %;568;4,32;145;1803;31,50 %;69,67 %;24,17 %;-18,97 %;8,04 %;836;6,36;0,90;836;100,0 %;117;792;117;792
2022-05-18;Wed, 18;517835;13620;505152;2033;895;;895;0;-42,0 %;-328;1223;1;17;6301;6304;3,90 %;423,4;423,6;407,7;-4883;-4511;-4287;-3543;23,28 %;23229;5408;25103;226;5;26;257;-28;15,7;0,89;0,90;-9 %;-24,3 %;-16,1 %;-2399;518772;-937;-2025;-1182;9846173;9813895;7456168;488778;74,93 %;174;150;1051;74,69 %;476;414;2900;56,74 %;1657;1408;9858;3,72 %;4530;3283;22978;1083048;4;72,78 %;1059718;10;71,21 %;702492;72;47,20 %;54977;99;3,69 %;546;4,16;144;1775;30,76 %;67,67 %;24,00 %;-17,29 %;8,11 %;812;6,18;0,91;812;100,0 %;130;768;130;768
2022-05-19;Thu, 19;518703;13260;506381;2034;868;;869;-1;-31,7 %;-360;1229;1;11;5899;5901;5,71 %;396,4;396,5;375,1;-4728;-4356;-4132;-3388;23,28 %;23229;5408;24478;210;4;26;240;-42;21,3;0,85;0,88;-6 %;-27,5 %;-12,4 %;-2781;519641;-938;-2236;-1418;9846370;9814477;7458131;494639;74,93 %;197;140;977;74,69 %;582;398;2783;56,76 %;1963;1324;9267;3,76 %;5861;3208;22453;1083060;12;72,78 %;1059742;24;71,21 %;702576;84;47,21 %;55010;33;3,70 %;515;3,92;146;1692;30,44 %;64,33 %;24,33 %;-20,75 %;8,63 %;772;5,88;0,90;772;100,0 %;114;739;114;739
2022-05-20;Fri, 20;519478;12819;507596;2036;775;;774;1;-24,3 %;-440;1214;2;12;5651;5652;5,32 %;379,7;379,8;360,6;-4706;-4334;-4110;-3366;23,28 %;23229;5408;23854;207;4;24;235;-43;19,1;0,80;0,86;-4 %;-28,4 %;-10,1 %;-3034;520415;-937;-2241;-1576;9846525;9814971;7459927;498472;74,93 %;155;131;920;74,69 %;494;388;2715;56,77 %;1796;1301;9105;3,79 %;3833;3162;22137;1083076;16;72,78 %;1059766;24;71,21 %;702676;100;47,22 %;55070;60;3,70 %;498;3,79;134;1672;29,78 %;60,50 %;22,33 %;-21,69 %;8,01 %;726;5,53;0,85;726;100,0 %;106;715;106;715
2022-05-21;Sat, 21;519915;12067;508786;2036;437;;438;-1;-45,1 %;-752;1190;0;12;5290;5292;15,79 %;355,5;355,6;307,1;-4583;-4211;-3987;-3243;23,28 %;23229;5408;23229;203;5;23;231;-42;48,4;0,77;0,83;-6 %;-31,9 %;-11,5 %;-3357;520853;-938;-2476;-1783;9846573;9815128;7460346;498832;74,93 %;48;131;919;74,70 %;157;384;2689;56,78 %;419;1296;9073;3,80 %;360;3152;22063;1083092;16;72,78 %;1059790;24;71,21 %;702777;101;47,22 %;55130;60;3,70 %;449;3,42;134;1651;27,20 %;60,17 %;22,33 %;-27,49 %;8,12 %;722;5,49;0,80;722;100,0 %;93;681;93;681
2022-05-22;Sun, 22;520227;11218;509948;2037;312;;313;-1;-44,0 %;-849;1162;1;12;5043;5046;25,69 %;338,9;339,1;269,8;-4082;-3710;-3486;-2742;19,40 %;23229;5408;22530;199;6;21;226;-43;69,1;0,77;0,82;-5 %;-34,5 %;-12,8 %;-3520;521166;-939;-2655;-2039;9846622;9815285;7460764;499192;74,94 %;49;131;919;74,70 %;157;381;2664;56,78 %;418;1292;9041;3,80 %;360;3141;21989;1083167;75;72,78 %;1060002;212;71,23 %;703385;608;47,26 %;57329;2199;3,85 %;410;3,12;135;1631;25,14 %;59,42 %;22,50 %;-32,55 %;8,28 %;713;5,43;0,77;713;100,0 %;61;674;61;674
2022-05-23;Mon, 23;520770;10632;511076;2037;543;;542;1;-33,4 %;-586;1128;0;6;4772;4774;7,65 %;320,7;320,8;298,0;-3683;-3311;-3087;-2343;19,40 %;18333;3556;21830;187;4;19;210;-51;22,7;0,78;0,80;-5 %;-36,5 %;-14,0 %;-3630;521708;-938;-2739;-2275;9846715;9815525;7461647;500992;74,94 %;93;130;908;74,70 %;240;373;2610;56,78 %;883;1271;8894;3,81 %;1800;3124;21868;1083174;7;72,78 %;1060016;14;71,23 %;703437;52;47,27 %;57380;51;3,86 %;472;3,59;127;1610;29,32 %;59,08 %;21,17 %;-14,45 %;7,89 %;709;5,40;0,77;709;100,0 %;42;663;42;663
2022-05-24;Tue, 24;521549;10303;512185;2037;779;;780;-1;-17,3 %;-330;1110;0;5;4609;4611;7,38 %;309,7;309,8;288,5;-3566;-3194;-2970;-2226;19,40 %;18333;3556;21131;174;5;17;196;-60;21,2;0,80;0,79;-3 %;-33,7 %;-15,1 %;-3645;522488;-939;-2340;-2387;9846885;9815976;7463585;505676;74,94 %;170;127;886;74,70 %;451;365;2557;56,80 %;1938;1296;9074;3,85 %;4684;3061;21428;1083181;7;72,78 %;1060031;15;71,23 %;703488;51;47,27 %;57431;51;3,86 %;466;3,55;121;1549;30,08 %;57,25 %;20,17 %;-14,09 %;7,81 %;687;5,23;0,78;687;100,0 %;125;671;125;671
2022-05-25;Wed, 25;522142;9795;513286;2037;593;;593;0;-33,7 %;-507;1100;0;4;4307;4309;6,01 %;289,4;289,5;273,1;-3291;-2919;-2695;-1951;19,40 %;18333;3556;20431;168;3;16;187;-70;16,3;0,81;0,79;-7 %;-31,6 %;-16,1 %;-3824;523081;-939;-1995;-2383;9847097;9816430;7465283;510313;74,94 %;212;132;924;74,71 %;454;362;2535;56,81 %;1698;1302;9115;3,88 %;4637;3076;21535;1083189;8;72,79 %;1060045;14;71,23 %;703540;52;47,27 %;57482;51;3,86 %;445;3,39;115;1488;29,91 %;55,42 %;19,17 %;-16,17 %;7,73 %;665;5,06;0,80;665;100,0 %;94;635;94;635
2022-05-26;Thu, 26;522595;9174;514359;2037;453;;452;1;-48,0 %;-621;1073;0;3;3892;3892;21,40 %;261,5;261,5;215,4;-2970;-2598;-2374;-1630;19,40 %;18333;3556;19732;162;2;15;179;-61;46,1;0,80;0,79;-10 %;-34,0 %;-17,0 %;-4085;523533;-938;-2009;-2351;9847130;9816462;7465398;510512;74,94 %;33;109;760;74,71 %;32;284;1985;56,81 %;115;1038;7267;3,89 %;199;2268;15873;1083197;8;72,79 %;1060059;14;71,23 %;703591;51;47,28 %;57533;51;3,87 %;360;2,74;117;1427;25,23 %;49,58 %;19,50 %;-15,66 %;8,20 %;595;4,53;0,81;595;100,0 %;118;639;118;639
2022-05-27;Fri, 27;522930;8515;515352;2037;335;;334;1;-56,8 %;-659;993;0;1;3452;3452;5,31 %;232,0;232,0;220,3;-2866;-2494;-2270;-1526;19,40 %;18333;3556;19032;163;2;15;180;-55;11,7;0,78;0,79;-11 %;-38,9 %;-17,9 %;-4304;523867;-937;-2200;-2345;9847285;9816872;7466754;512398;74,94 %;155;109;760;74,71 %;410;272;1901;56,82 %;1356;975;6827;3,90 %;1886;1989;13926;1083210;13;72,79 %;1060074;15;71,23 %;703648;57;47,28 %;57564;31;3,87 %;411;3,13;123;1469;27,98 %;51,08 %;20,50 %;-12,14 %;8,37 %;613;4,67;0,79;613;100,0 %;56;589;56;589
2022-05-28;Sat, 28;523476;8162;516252;2037;546;;547;-1;24,9 %;-354;901;0;1;3561;3561;25,29 %;239,3;239,3;191,0;-3098;-2726;-2502;-1758;19,40 %;18333;3556;18333;165;3;15;183;-48;48,3;0,77;0,79;3 %;-32,7 %;-18,6 %;-3906;524414;-938;-1731;-2238;9847341;9817005;7467096;512735;74,94 %;56;110;768;74,71 %;133;268;1877;56,83 %;342;964;6750;3,90 %;337;1986;13903;1083224;14;72,79 %;1060089;15;71,23 %;703705;57;47,29 %;57596;32;3,87 %;372;2,83;117;1511;24,62 %;49,25 %;19,50 %;-8,48 %;7,74 %;591;4,50;0,78;591;100,0 %;79;575;79;575
2022-05-29;Sun, 29;523789;7632;517095;2037;313;;313;0;0,0 %;-530;843;0;0;3562;3561;40,43 %;239,3;239,3;170,4;-2870;-2498;-2274;-1530;21,86 %;18333;3556;18587;166;4;15;185;-41;68,9;0,77;0,79;0 %;-29,4 %;-18,8 %;-3586;524727;-938;-1485;-2071;9847406;9817153;7467438;513072;74,94 %;65;112;784;74,71 %;148;267;1868;56,83 %;342;953;6674;3,90 %;337;1983;13880;1083237;13;72,79 %;1060105;16;71,23 %;703763;58;47,29 %;57628;32;3,87 %;344;2,62;119;1552;22,16 %;48,33 %;19,83 %;-4,84 %;7,67 %;580;4,41;0,78;580;100,0 %;48;562;48;562
2022-05-30;Mon, 30;524182;7218;517903;2037;393;;394;-1;-27,3 %;-413;807;0;0;3412;3413;8,01 %;229,3;229,3;212,3;-2483;-2111;-1887;-1143;21,86 %;20110;4396;18841;155;3;15;173;-37;17,0;0,80;0,80;-4 %;-28,5 %;-18,4 %;-3414;525121;-939;-1361;-1874;9847469;9817370;7468221;514684;74,94 %;63;108;754;74,71 %;217;264;1845;56,83 %;783;939;6574;3,92 %;1612;1956;13692;1083269;32;72,79 %;1060174;69;71,24 %;704124;361;47,31 %;59173;1545;3,98 %;367;2,79;121;1360;26,99 %;46,83 %;20,17 %;-15,53 %;8,90 %;562;4,28;0,80;562;100,0 %;60;580;60;580
2022-05-31;Tue, 31;525055;7333;518659;2040;873;;871;2;11,7 %;115;756;3;3;3506;3504;7,49 %;235,6;235,5;219,1;-2764;-2392;-2168;-1424;21,86 %;20110;4396;19095;166;4;13;183;-13;16,5;0,86;0,82;3 %;-24,0 %;-17,3 %;-2969;525992;-937;-1107;-1698;9847634;9817755;7469713;518125;74,94 %;165;107;749;74,72 %;385;254;1779;56,85 %;1492;875;6128;3,94 %;3441;1778;12449;1083282;13;72,79 %;1060195;21;71,24 %;704222;98;47,32 %;59251;78;3,98 %;380;2,89;109;1313;28,94 %;45,08 %;18,17 %;-15,24 %;8,30 %;541;4,12;0,85;541;100,0 %;101;556;101;556
2022-06-01;Wed, 1;525800;7357;519380;2040;745;;745;0;25,6 %;24;721;0;3;3658;3656;8,05 %;245,8;245,7;227,4;-3055;-2683;-2459;-1715;21,86 %;20110;4396;19348;158;4;11;173;-14;18,4;0,93;0,84;4 %;-15,2 %;-15,6 %;-2438;526737;-937;-653;-1507;9847778;9818107;7471074;521485;74,94 %;144;97;681;74,72 %;352;240;1677;56,86 %;1361;827;5791;3,97 %;3360;1596;11172;1083290;8;72,79 %;1060213;18;71,24 %;704272;50;47,32 %;59291;40;3,98 %;380;2,89;110;1291;29,43 %;44,25 %;18,33 %;-13,24 %;8,52 %;531;4,04;0,91;531;100,0 %;103;565;103;565
2022-06-02;Thu, 2;526425;7298;520062;2042;625;;623;2;37,8 %;-59;682;2;5;3830;3827;5,93 %;257,4;257,2;242,8;-3346;-2974;-2750;-2006;21,86 %;20110;4396;19602;148;1;11;160;-19;14,6;1,00;0,89;5 %;-1,7 %;-13,0 %;-1876;527360;-935;-65;-1229;9847962;9818621;7472745;525726;74,95 %;184;119;832;74,72 %;514;308;2159;56,87 %;1671;1050;7347;4,00 %;4241;2173;15214;1083305;15;72,79 %;1060224;11;71,24 %;704340;68;47,33 %;59361;70;3,99 %;469;3,57;122;1255;37,37 %;49,00 %;20,33 %;-12,05 %;9,72 %;588;4,47;0,95;588;100,0 %;106;553;106;553
2022-06-03;Fri, 3;527113;7330;520720;2043;688;;690;-2;106,6 %;31;659;1;6;4183;4183;6,04 %;281,1;281,1;265,1;-3485;-3113;-2889;-2145;21,86 %;20110;4396;19856;147;1;11;159;-21;16,0;1,08;0,96;9 %;21,2 %;-9,6 %;-1186;528050;-937;731;-810;9848148;9819025;7474315;528752;74,95 %;186;123;863;74,73 %;404;308;2153;56,88 %;1570;1080;7561;4,02 %;3026;2336;16354;1083321;16;72,79 %;1060235;11;71,24 %;704408;68;47,33 %;59430;69;3,99 %;442;3,36;117;1266;34,91 %;47,50 %;19,50 %;-13,82 %;9,24 %;570;4,34;0,97;570;100,0 %;99;596;99;596
2022-06-04;Sat, 4;527115;6716;521336;2044;2;;2;0;-99,6 %;-614;616;1;7;3639;3638;7,05 %;244,5;244,5;228,4;-3176;-2804;-2580;-1836;21,86 %;20110;4396;20110;146;1;11;158;-25;16,1;1,09;1,00;-13 %;2,2 %;-5,3 %;-1446;528052;-937;77;-552;9848188;9819137;7474638;529041;74,95 %;40;121;847;74,73 %;112;305;2132;56,88 %;323;1077;7542;4,03 %;289;2329;16306;1083337;16;72,80 %;1060247;12;71,24 %;704477;69;47,34 %;59500;70;4,00 %;418;3,18;115;1276;32,76 %;48,08 %;19,17 %;-15,55 %;9,01 %;577;4,39;0,99;577;100,0 %;99;616;99;616
2022-06-05;Sun, 5;527122;6167;521892;2045;7;;7;0;-97,8 %;-549;556;1;8;3333;3332;7,85 %;224,0;223,9;207,6;-2789;-2417;-2193;-1449;27,12 %;20110;4396;20144;145;2;11;158;-27;16,4;1,06;1,02;-8 %;-6,4 %;-1,5 %;-1465;528059;-937;-229;-372;9848229;9819249;7474961;529330;74,95 %;41;118;823;74,73 %;112;299;2096;56,89 %;323;1075;7523;4,03 %;289;2323;16258;1083356;19;72,80 %;1060284;37;71,25 %;704630;153;47,35 %;60002;502;4,03 %;399;3,04;113;1287;31,00 %;47,92 %;18,83 %;-17,07 %;8,78 %;575;4,38;1,02;575;100,0 %;59;627;59;627
2022-06-06;Mon, 6;527130;5682;522385;2046;8;;8;0;-98,0 %;-485;493;1;9;2948;2946;9,15 %;198,1;198,0;181,4;-1926;-1554;-1330;-586;27,12 %;20347;5518;20178;144;2;11;157;-16;16,7;0,98;1,00;-12 %;-13,7 %;1,7 %;-1536;528067;-937;-467;-245;9848242;9819267;7475019;529433;74,95 %;13;110;773;74,73 %;18;271;1897;56,89 %;58;971;6798;4,03 %;103;2107;14749;1083375;19;72,80 %;1060321;37;71,25 %;704783;153;47,36 %;60505;503;4,07 %;283;2,15;110;1298;21,80 %;39,42 %;18,33 %;-4,56 %;8,47 %;473;3,60;1,06;473;100,0 %;63;630;63;630
2022-06-07;Tue, 7;528705;6746;522894;2046;1575;;1573;2;80,6 %;1064;509;0;6;3650;3648;12,28 %;245,3;245,1;218,3;-2756;-2384;-2160;-1416;27,12 %;20347;5518;20212;153;2;14;169;-14;27,0;0,89;0,98;24 %;4,1 %;4,0 %;-587;529640;-935;144;-66;9848357;9819502;7475923;531092;74,95 %;115;103;723;74,73 %;235;250;1747;56,89 %;904;887;6210;4,04 %;1659;1852;12967;1083395;20;72,80 %;1060358;37;71,25 %;704937;154;47,37 %;61007;502;4,10 %;373;2,84;113;1335;27,94 %;51,25 %;18,83 %;1,68 %;8,46 %;615;4,68;1,11;615;100,0 %;89;618;89;618
