Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D;LMU Hosp Nowcast;7D
2022-02-15;Tue, 15;289421;40568;249144;1762;3694;;3684;10;-29,1 %;-2481;6165;3;33;23458;23419;6,94 %;1576,3;1573,6;1471,5;-18212;-17840;-17616;-16872;37,40 %;103257;38618;80962;430;16;74;520;11;104,8;0,76;0,83;-6 %;-36,0 %;-4,9 %;-12034;289712;-291;-13158;-5911;9681817;9704569;7061908;;73,68 %;2264;2098;14687;73,85 %;7039;6838;47863;53,74 %;19382;18189;127326;;;;;1076316;228;72,32 %;1045081;711;70,22 %;657154;1909;44,16 %;;;;692;5,27;391;3645;18,98 %;57,67 %;65,17 %;15,86 %;10,73 %;1747;13,30;0,99;1747;100,0 %;300;1668;300;1668
2022-02-16;Wed, 16;294069;41750;252604;1775;4648;;4642;6;-8,4 %;1182;3460;13;35;23035;22993;6,71 %;1547,8;1545,0;1447,9;-18176;-17804;-17580;-16836;40,45 %;94161;38088;79607;449;13;69;531;15;99,9;0,76;0,80;-2 %;-35,8 %;-6,3 %;-13731;294354;-285;-12819;-8656;9684127;9711572;7080815;;73,70 %;2310;2010;14067;73,91 %;7003;6512;45584;53,89 %;18907;15997;111976;;;;;1076507;191;72,34 %;1045723;642;70,27 %;658765;1611;44,27 %;;;;713;5,43;398;3680;19,38 %;59,42 %;66,33 %;16,02 %;10,82 %;1809;13,77;1,00;1809;100,0 %;295;1697;295;1697
2022-02-17;Thu, 17;298080;41545;256819;1775;4011;;4010;1;-14,2 %;-205;4215;0;26;22368;22329;3,78 %;1503,0;1500,4;1445,7;-18437;-18065;-17841;-17097;38,02 %;86887;33034;77854;438;14;76;528;16;57,3;0,79;0,79;-3 %;-32,4 %;-7,3 %;-14822;298364;-284;-10712;-10178;9686143;9718813;7099626;;73,71 %;2016;1880;13163;73,96 %;7241;6295;44065;54,03 %;18811;14973;104814;;;;;1076675;168;72,35 %;1046239;516;70,30 %;660082;1317;44,35 %;;;;748;5,69;381;3714;20,14 %;62,33 %;63,50 %;15,99 %;10,26 %;1846;14,05;1,01;1846;100,0 %;295;1731;295;1731
2022-02-18;Fri, 18;301400;40597;261081;1777;3320;;3314;6;-11,5 %;-948;4262;2;24;21937;21899;3,94 %;1474,1;1471,5;1415,7;-20094;-19722;-19498;-18754;27,72 %;110507;30633;80639;438;14;76;528;16;58,4;0,82;0,79;-2 %;-28,5 %;-7,4 %;-14334;301678;-278;-8722;-10733;9688168;9726374;7116264;;73,73 %;2025;1778;12446;74,02 %;7561;6031;42215;54,16 %;16638;14044;98311;;;;;1076843;168;72,36 %;1046755;516;70,34 %;661400;1318;44,44 %;;;;754;5,74;397;3628;20,78 %;62,83 %;66,17 %;15,91 %;10,94 %;1854;14,11;1,02;1854;100,0 %;285;1763;285;1763
2022-02-19;Sat, 19;302987;36981;266279;1780;1587;;1582;5;-4,8 %;-3616;5198;3;26;21860;21819;4,77 %;1468,9;1466,1;1399,3;-19650;-19278;-19054;-18310;49,96 %;33481;16727;79973;439;13;77;529;18;69,6;0,86;0,81;-0 %;-24,3 %;-7,3 %;-14759;303260;-273;-7004;-10605;9689462;9730683;7121985;;73,74 %;1294;1715;12008;74,05 %;4309;5764;40348;54,20 %;5721;13543;94798;;;;;1076936;93;72,36 %;1047117;362;70,36 %;661813;413;44,47 %;;;;761;5,79;405;3716;20,48 %;63,42 %;67,50 %;15,19 %;10,90 %;1907;14,51;1,00;1907;100,0 %;300;1833;300;1833
2022-02-20;Sun, 20;304990;33907;271346;1783;2003;;1993;10;-1,6 %;-3074;5067;3;27;21828;21787;6,56 %;1466,7;1464,0;1373,9;-19086;-18714;-18490;-17746;42,22 %;23220;9803;79456;440;12;77;529;19;92,8;0,90;0,84;-0 %;-18,2 %;-7,1 %;-14025;305253;-263;-4846;-9794;9689725;9731993;7124092;;73,74 %;263;1685;11797;74,06 %;1310;5622;39356;54,22 %;2107;13455;94183;;;;;1077151;215;72,38 %;1047676;559;70,40 %;663590;1777;44,59 %;;;;752;5,72;414;3915;19,21 %;62,67 %;69,00 %;10,97 %;10,57 %;1923;14,63;0,98;1923;100,0 %;190;1853;190;1853
2022-02-21;Mon, 21;307419;31658;276019;1786;2429;;2424;5;-5,4 %;-2249;4673;3;27;21692;21649;6,79 %;1457,6;1454,7;1362,2;-17821;-17449;-17225;-16481;39,36 %;97680;38447;78456;458;13;73;544;12;95,4;0,93;0,87;-1 %;-13,2 %;-6,9 %;-11391;307677;-258;-3285;-8649;9690872;9735645;7132790;;73,75 %;1147;1617;11319;74,09 %;3652;5445;38115;54,28 %;8698;12895;90264;;;;;1077255;104;72,39 %;1048147;471;70,43 %;664941;1351;44,68 %;;;;800;6,09;409;4048;19,76 %;66,67 %;68,17 %;12,82 %;10,10 %;1968;14,98;0,97;1968;100,0 %;186;1851;186;1851
2022-02-22;Tue, 22;310927;31411;279765;1791;3508;;3499;9;-5,0 %;-247;3746;5;29;21506;21464;6,25 %;1445,1;1442,3;1357,5;-16682;-16310;-16086;-15342;40,23 %;98634;39680;77796;466;13;73;552;32;87,6;0,96;0,90;-1 %;-8,3 %;-6,2 %;-9157;311176;-249;-1955;-7049;9692287;9740855;7146641;;73,76 %;1415;1496;10470;74,13 %;5210;5184;36286;54,39 %;13851;12105;84733;;;;;1077408;153;72,40 %;1048666;519;70,47 %;666520;1579;44,79 %;;;;832;6,33;410;4029;20,65 %;69,33 %;68,33 %;10,53 %;10,18 %;2000;15,22;0,97;2000;100,0 %;315;1866;315;1866
2022-02-23;Wed, 23;314535;33326;281427;1791;3608;;3577;31;-22,9 %;1915;1662;0;16;20466;20399;5,95 %;1375,2;1370,7;1293,7;-16271;-15899;-15675;-14931;39,82 %;88358;35184;76967;474;12;77;563;32;81,5;0,96;0,92;-5 %;-11,3 %;-5,4 %;-8424;314753;-218;-2594;-5588;9693781;9746033;7158839;;73,77 %;1494;1379;9654;74,17 %;5178;4923;34461;54,48 %;12198;11146;78024;;;;;1077588;180;72,41 %;1049162;496;70,50 %;667592;1072;44,86 %;;;;874;6,65;383;4009;21,80 %;72,83 %;63,83 %;8,94 %;9,55 %;1988;15,13;0,99;1988;100,0 %;309;1880;309;1880
2022-02-24;Thu, 24;318143;34885;283452;1797;3608;;3584;24;-10,6 %;1559;2025;6;22;20063;19973;4,21 %;1348,1;1342,1;1287,9;-16534;-16162;-15938;-15194;35,86 %;78914;28299;75828;461;8;72;541;13;60,2;0,95;0,94;-2 %;-10,6 %;-4,3 %;-6660;318337;-194;-2356;-4395;9695240;9751502;7172548;;73,78 %;1459;1300;9097;74,21 %;5469;4670;32689;54,58 %;13709;10417;72922;;;;;1077669;81;72,41 %;1049441;279;70,52 %;668252;660;44,90 %;;;;873;6,64;393;3945;22,13 %;72,75 %;65,50 %;6,22 %;9,96 %;1913;14,56;1,02;1913;100,0 %;267;1852;267;1852
2022-02-25;Fri, 25;321012;35189;286014;1801;2869;;2866;3;-13,5 %;304;2562;4;24;19612;19525;3,53 %;1317,8;1312,0;1267,3;-17797;-17425;-17201;-16457;40,81 %;69297;28280;69941;463;10;70;543;15;50,5;0,93;0,94;-2 %;-10,8 %;-5,5 %;-5408;321203;-191;-2374;-3488;9696609;9757153;7185128;;73,79 %;1369;1206;8441;74,25 %;5651;4397;30779;54,68 %;12580;9838;68864;;;;;1077750;81;72,42 %;1049721;280;70,54 %;668913;661;44,95 %;;;;903;6,87;380;3797;23,78 %;75,25 %;63,33 %;4,66 %;10,01 %;1915;14,57;1,02;1915;100,0 %;241;1808;241;1808
2022-02-26;Sat, 26;322459;32956;289698;1804;1447;;1451;-4;-8,3 %;-2233;3684;3;24;19472;19394;4,98 %;1308,4;1303,2;1241,4;-17248;-16876;-16652;-15908;47,67 %;31995;15252;69728;465;11;68;544;15;67,0;0,91;0,94;-1 %;-11,1 %;-6,6 %;-4025;322654;-195;-2425;-2834;9697417;9760117;7189498;;73,80 %;808;1136;7955;74,28 %;2964;4205;29434;54,71 %;4370;9645;67513;;;;;1077831;81;72,43 %;1050001;280;70,56 %;669573;660;44,99 %;;;;854;6,50;380;3857;22,14 %;71,17 %;63,33 %;3,79 %;9,85 %;1898;14,44;1,00;1898;100,0 %;276;1784;276;1784
2022-02-27;Sun, 27;324268;30128;294340;1807;1809;;1814;-5;-9,0 %;-2828;4642;3;24;19278;19215;4,94 %;1295,4;1291,2;1230,4;-16637;-16265;-16041;-15297;39,93 %;20173;8055;69293;466;12;67;545;16;65,0;0,92;0,94;-1 %;-11,8 %;-7,7 %;-3779;324468;-200;-2572;-2509;9697662;9760956;7191136;;73,80 %;245;1134;7937;74,28 %;839;4138;28963;54,73 %;1638;9578;67044;;;;;1077921;90;72,43 %;1050345;344;70,58 %;670774;1201;45,07 %;;;;814;6,19;389;4060;20,05 %;67,83 %;64,83 %;3,70 %;9,58 %;1875;14,27;0,96;1875;100,0 %;172;1766;172;1766
2022-02-28;Mon, 28;326743;28593;298350;1809;2475;;2475;0;2,1 %;-1535;4010;2;23;19324;19266;5,45 %;1298,5;1294,6;1227,7;-15618;-15246;-15022;-14278;39,10 %;71284;27872;65522;482;12;67;561;17;70,8;0,93;0,93;0 %;-11,0 %;-9,3 %;-3065;326943;-200;-2383;-2380;9698417;9763305;7197225;;73,81 %;755;1078;7545;74,30 %;2349;3951;27660;54,77 %;6089;9205;64435;;;;;1078000;79;72,44 %;1050576;231;70,59 %;671386;612;45,11 %;;;;789;6,00;412;4134;19,09 %;65,75 %;68,67 %;2,12 %;9,97 %;1847;14,06;0,94;1847;100,0 %;171;1751;171;1751
2022-03-01;Tue, 1;328722;27250;301664;1813;1979;;1971;8;-43,7 %;-1343;3314;4;22;17795;17738;7,87 %;1195,7;1191,9;1104,9;-14020;-13648;-13424;-12680;41,58 %;70226;29200;61464;488;12;68;568;16;90,8;0,93;0,92;-8 %;-17,4 %;-11,7 %;-4161;328914;-192;-3726;-2633;9699321;9766302;7205503;;73,81 %;904;1005;7034;74,32 %;2997;3635;25447;54,84 %;8278;8409;58862;;;;;1078082;82;72,44 %;1050810;234;70,61 %;672045;659;45,16 %;;;;724;5,51;399;4071;17,78 %;60,33 %;66,50 %;1,04 %;9,80 %;1781;13,55;0,94;1781;100,0 %;266;1702;266;1702
2022-03-02;Wed, 2;332714;29654;303246;1821;3992;;3986;6;11,4 %;2404;1582;8;30;18179;18147;5,51 %;1221,5;1219,4;1155,7;-14420;-14048;-13824;-13080;44,19 %;71529;31609;59060;452;6;60;518;-45;65,8;0,94;0,92;2 %;-11,0 %;-14,6 %;-3672;332900;-186;-2252;-2584;9700368;9769133;7213276;;73,82 %;1047;941;6587;74,35 %;2831;3300;23100;54,89 %;7773;7777;54437;;;;;1078144;62;72,45 %;1051044;234;70,63 %;672615;570;45,20 %;;;;723;5,50;371;3967;18,23 %;60,25 %;61,83 %;-1,05 %;9,35 %;1784;13,58;0,95;1784;100,0 %;281;1674;281;1674
2022-03-03;Thu, 3;336063;30987;305239;1828;3349;;3326;23;-7,2 %;1333;1993;7;31;17920;17889;5,01 %;1204,1;1202,1;1144,7;-14897;-14525;-14301;-13557;42,70 %;71179;30393;57955;442;5;60;507;-34;59,4;0,94;0,93;-1 %;-10,4 %;-17,5 %;-3898;336226;-163;-2084;-2545;9701930;9772718;7222939;;73,83 %;1562;956;6690;74,37 %;3585;3031;21216;54,97 %;9663;7199;50391;;;;;1078226;82;72,45 %;1051202;158;70,64 %;673129;514;45,23 %;;;;750;5,71;370;3977;18,86 %;62,50 %;61,67 %;0,81 %;9,30 %;1795;13,66;0,98;1795;100,0 %;280;1687;280;1687
2022-03-04;Fri, 4;338816;31297;307663;1833;2753;;2734;19;-4,6 %;310;2424;5;32;17804;17757;4,44 %;1196,3;1193,2;1142,5;-16176;-15804;-15580;-14836;45,20 %;65863;29770;57464;446;5;60;511;-32;53,8;0,92;0,93;-1 %;-9,1 %;-18,2 %;-3892;338960;-144;-1768;-2459;9703534;9776385;7231204;;73,85 %;1604;989;6925;74,40 %;3667;2747;19232;55,03 %;8265;6582;46076;;;;;1078308;82;72,46 %;1051360;158;70,65 %;673643;514;45,27 %;;;;843;6,42;371;3824;22,04 %;70,25 %;61,83 %;0,71 %;9,70 %;1811;13,78;0,99;1811;100,0 %;256;1702;256;1702
2022-03-05;Sat, 5;340245;29227;311162;1834;1429;;1429;0;-1,5 %;-2070;3499;1;30;17786;17735;5,36 %;1195,1;1191,7;1131,1;-15772;-15400;-15176;-14432;56,67 %;33466;18965;57674;450;6;61;517;-27;64,0;0,95;0,94;-0 %;-8,6 %;-18,9 %;-3729;340389;-144;-1659;-2349;9704461;9778061;7234204;;73,85 %;927;1006;7044;74,41 %;1676;2563;17944;55,05 %;3000;6387;44706;;;;;1078390;82;72,46 %;1051519;159;70,66 %;674158;515;45,30 %;;;;807;6,14;371;3886;20,77 %;67,25 %;61,83 %;0,75 %;9,55 %;1795;13,66;0,98;1795;100,0 %;240;1666;240;1666
2022-03-06;Sun, 6;342544;27939;314739;1836;2299;;2289;10;26,2 %;-1288;3577;2;29;18276;18210;8,78 %;1228,1;1223,6;1124,8;-15596;-15224;-15000;-14256;46,84 %;25879;12122;58489;455;7;62;524;-21;103,3;0,96;0,95;3 %;-5,2 %;-19,4 %;-2189;342678;-134;-1005;-2125;9704757;9778714;7235777;;73,86 %;296;1014;7095;74,42 %;653;2537;17758;55,07 %;1573;6377;44641;;;;;1078482;92;72,47 %;1051725;206;70,67 %;675269;1111;45,37 %;;;;796;6,06;385;4086;19,48 %;66,33 %;64,17 %;0,64 %;9,42 %;1802;13,71;0,96;1802;100,0 %;174;1668;174;1668
2022-03-07;Mon, 7;345180;26984;318323;1844;2636;;2629;7;6,2 %;-955;3584;8;35;18437;18364;8,86 %;1238,9;1234,0;1133,6;-16251;-15879;-15655;-14911;42,29 %;105207;44492;63336;465;10;62;537;-24;105,3;0,99;0,96;1 %;-4,7 %;-17,7 %;-1609;345307;-127;-902;-1914;9705881;9780746;7241719;;73,86 %;1124;1066;7464;74,43 %;2032;2492;17441;55,11 %;5942;6356;44494;;;;;1078576;94;72,48 %;1052008;283;70,69 %;676629;1360;45,47 %;;;;776;5,91;402;4273;18,16 %;64,67 %;67,00 %;3,36 %;9,41 %;1824;13,88;0,96;1824;100,0 %;195;1692;195;1692
2022-03-08;Tue, 8;348880;27827;321189;1846;3700;;3709;-9;88,2 %;843;2866;2;33;20158;20102;10,38 %;1354,5;1350,8;1223,8;-15958;-15586;-15362;-14618;42,85 %;99058;42446;67454;478;10;68;556;-12;130,7;1,04;0,99;9 %;13,3 %;-13,8 %;577;349016;-136;2364;-1044;9707180;9783944;7250813;;73,87 %;1299;1123;7859;74,46 %;3198;2520;17642;55,18 %;9094;6473;45310;;;;;1078752;176;72,49 %;1052340;332;70,71 %;677551;922;45,53 %;;;;831;6,32;397;4268;19,47 %;69,25 %;66,17 %;4,84 %;9,30 %;1903;14,48;0,98;1903;100,0 %;333;1759;333;1759
2022-03-09;Wed, 9;353161;30655;322640;1849;4281;;4279;2;7,4 %;2828;1451;3;28;20447;20395;11,04 %;1373,9;1370,4;1234,2;-16922;-16550;-16326;-15582;46,20 %;98664;45583;71331;466;10;62;538;20;139,7;1,08;1,02;1 %;12,4 %;-7,9 %;1001;353295;-134;2248;-401;9708549;9787064;7258746;;73,88 %;1369;1169;8181;74,48 %;3120;2562;17931;55,24 %;7933;6496;45470;;;;;1078872;120;72,49 %;1052620;280;70,73 %;678342;791;45,58 %;;;;818;6,23;382;4241;19,29 %;68,17 %;63,67 %;6,91 %;9,01 %;1916;14,58;1,01;1916;100,0 %;328;1806;328;1806
2022-03-10;Thu, 10;357638;33330;324454;1858;4477;;4489;-12;35,0 %;2675;1814;9;30;21575;21558;10,21 %;1449,7;1448,6;1314,4;-18663;-18291;-18067;-17323;45,47 %;92200;41923;74334;462;9;57;528;21;135,3;1,12;1,06;6 %;20,5 %;-0,6 %;2343;357784;-146;3669;421;9710013;9790256;7267912;;73,90 %;1464;1155;8083;74,51 %;3192;2505;17538;55,31 %;9166;6425;44973;;;;;1078998;126;72,50 %;1052755;135;70,74 %;678823;481;45,61 %;;;;897;6,83;371;4306;20,83 %;74,75 %;61,83 %;8,27 %;8,62 %;1995;15,18;1,06;1995;100,0 %;315;1841;315;1841
2022-03-11;Fri, 11;361600;34849;326929;1858;3962;;3994;-32;46,1 %;1519;2475;0;25;22784;22818;10,03 %;1531,0;1533,3;1393,5;-21208;-20836;-20612;-19868;46,48 %;70863;32937;75048;470;9;60;539;28;137,5;1,18;1,11;6 %;28,5 %;6,2 %;3552;361778;-178;5061;1397;9711363;9793615;7276784;;73,91 %;1350;1118;7829;74,53 %;3359;2461;17230;55,38 %;8872;6511;45580;;;;;1079124;126;72,51 %;1052891;136;70,75 %;679305;482;45,65 %;;;;946;7,20;379;4211;22,46 %;78,83 %;63,17 %;10,12 %;9,00 %;2063;15,70;1,10;2063;100,0 %;294;1879;294;1879
2022-03-12;Sat, 12;364714;36032;328900;1858;3114;;3154;-40;120,7 %;1183;1971;0;24;24469;24543;10,92 %;1644,2;1649,2;1486,9;-22065;-21693;-21469;-20725;54,70 %;32917;18006;74970;479;10;64;553;36;157,3;1,20;1,14;8 %;38,4 %;13,2 %;6805;364932;-218;6808;2606;9712231;9795196;7280257;;73,91 %;868;1110;7770;74,54 %;1581;2448;17135;55,40 %;3473;6579;46053;;;;;1079251;127;72,52 %;1053027;136;70,76 %;679787;482;45,68 %;;;;922;7,02;391;4370;21,10 %;76,83 %;65,17 %;12,45 %;8,95 %;2105;16,02;1,11;2105;100,0 %;302;1941;302;1941
2022-03-13;Sun, 13;368138;35540;332885;1858;3424;;3493;-69;52,6 %;-492;3985;0;22;25594;25747;10,42 %;1719,8;1730,1;1566,9;-22900;-22528;-22304;-21560;47,40 %;26259;12447;75024;487;10;67;564;40;152,9;1,23;1,18;5 %;41,4 %;20,1 %;7601;368425;-287;7537;3826;9712440;9795617;7281284;;73,91 %;209;1098;7683;74,55 %;421;2415;16903;55,41 %;1027;6501;45507;;;;;1079318;67;72,52 %;1053102;75;70,76 %;679973;186;45,69 %;;;;897;6,83;419;4651;19,29 %;74,75 %;69,83 %;13,83 %;9,01 %;2153;16,38;1,10;2153;100,0 %;212;1979;212;1979
2022-03-14;Mon, 14;371967;36100;336211;1860;3829;;3886;-57;47,8 %;560;3326;2;16;26787;27004;10,94 %;1800,0;1814,5;1635,5;-23089;-22717;-22493;-21749;44,70 %;107646;48118;75372;493;10;67;570;33;164,5;1,24;1,21;5 %;47,0 %;23,6 %;9116;372311;-344;8640;5190;9713419;9797228;7285839;;73,92 %;979;1077;7538;74,56 %;1611;2355;16482;55,45 %;4555;6303;44120;;;;;1079489;171;72,54 %;1053380;278;70,78 %;680817;844;45,75 %;;;;968;7,37;436;4940;19,60 %;80,67 %;72,67 %;15,61 %;8,83 %;2215;16,86;1,10;2215;100,0 %;228;2012;228;2012
2022-03-15;Tue, 15;376427;37906;338945;1865;4460;;4540;-80;22,4 %;1806;2734;5;19;27547;27835;12,26 %;1851,0;1870,4;1666,2;-23327;-22955;-22731;-21987;37,39 %;103638;38750;76027;490;9;63;562;6;184,8;1,24;1,22;3 %;38,5 %;23,9 %;10079;376851;-424;7733;5957;9714558;9799494;7293738;;73,93 %;1139;1054;7378;74,58 %;2266;2221;15550;55,51 %;7899;6132;42925;;;;;1079596;107;72,54 %;1053420;40;70,78 %;681019;202;45,76 %;;;;972;7,40;418;4904;19,82 %;81,00 %;69,67 %;14,90 %;8,52 %;2204;16,77;1,11;2204;100,0 %;368;2047;368;2047
2022-03-16;Wed, 16;381194;41284;340374;1870;4767;;4807;-40;12,3 %;3378;1429;5;21;28033;28363;11,72 %;1883,7;1905,9;1706,0;-23685;-23313;-23089;-22345;39,13 %;86026;33662;74221;499;11;66;576;38;177,7;1,22;1,22;2 %;39,1 %;21,0 %;10629;381658;-464;7968;6774;9715955;9801901;7301268;;73,94 %;1397;1058;7406;74,59 %;2407;2120;14837;55,56 %;7530;6075;42522;;;;;1079683;87;72,55 %;1053472;52;70,79 %;681347;328;45,78 %;;;;959;7,30;415;4898;19,58 %;79,92 %;69,17 %;15,49 %;8,47 %;2242;17,06;1,13;2242;100,0 %;308;2027;308;2027
2022-03-17;Thu, 17;385791;43664;342663;1872;4597;;4669;-72;4,0 %;2380;2289;2;14;28153;28543;11,63 %;1891,7;1918,0;1718,1;-24328;-23956;-23732;-22988;39,48 %;77226;30489;72082;479;11;63;553;25;173,6;1,18;1,20;1 %;32,4 %;16,1 %;10334;386327;-536;6985;7247;9717177;9804189;7309053;;73,95 %;1222;1023;7164;74,61 %;2288;1990;13933;55,62 %;7785;5877;41141;;;;;1079774;91;72,56 %;1053556;84;70,79 %;681617;270;45,80 %;;;;998;7,60;425;4909;20,33 %;83,17 %;70,83 %;14,00 %;8,66 %;2241;17,05;1,15;2241;100,0 %;301;2013;301;2013
2022-03-18;Fri, 18;390129;45406;345293;1874;4338;;4372;-34;9,5 %;1742;2630;2;16;28529;28921;9,00 %;1917,0;1943,4;1782,9;-25584;-25212;-24988;-24244;44,98 %;67736;30468;71635;481;12;64;557;18;134,1;1,14;1,18;1 %;26,7 %;11,0 %;10557;390699;-570;6103;7396;9718421;9806478;7316735;;73,96 %;1244;1008;7058;74,63 %;2289;1838;12863;55,68 %;7682;5707;39951;;;;;1079866;92;72,56 %;1053641;85;70,80 %;681888;271;45,82 %;;;;990;7,53;417;4821;20,54 %;82,50 %;69,50 %;14,49 %;8,65 %;2227;16,95;1,15;2227;100,0 %;301;2020;301;2020
2022-03-19;Sat, 19;392918;44519;349002;1876;2789;;2822;-33;-10,5 %;-887;3709;2;18;28204;28589;11,48 %;1895,2;1921,0;1723,2;-24914;-24542;-24318;-23574;52,20 %;25571;13348;70586;484;13;65;562;9;172,0;1,09;1,15;-1 %;16,5 %;6,2 %;8487;393521;-603;4046;7002;9719214;9807808;7320085;;73,97 %;793;998;6983;74,64 %;1330;1802;12612;55,71 %;3350;5690;39828;;;;;1079962;96;72,57 %;1053732;91;70,81 %;682162;274;45,84 %;;;;940;7,15;407;4911;19,14 %;78,33 %;67,83 %;12,38 %;8,29 %;2238;17,03;1,11;2238;100,0 %;308;2026;308;2026
2022-03-20;Sun, 20;396792;44133;353281;1879;3874;;3893;-19;11,5 %;-386;4279;3;21;28654;28989;11,25 %;1925,4;1947,9;1751,0;-24935;-24563;-24339;-23595;44,94 %;21216;9534;69866;486;14;63;563;-1;174,4;1,06;1,11;1 %;12,6 %;1,7 %;8593;397414;-622;3242;6388;9719405;9808092;7321061;;73,97 %;191;995;6965;74,64 %;284;1782;12475;55,72 %;976;5682;39777;;;;;1080020;58;72,57 %;1053789;57;70,81 %;682341;179;45,85 %;;;;910;6,93;411;5136;17,72 %;75,83 %;68,50 %;10,43 %;8,00 %;2208;16,80;1,07;2208;100,0 %;208;2022;208;2022
2022-03-21;Mon, 21;400799;43716;357770;1883;4007;;4072;-65;4,8 %;-417;4489;4;23;28832;29175;9,40 %;1937,4;1960,4;1792,0;-24421;-24049;-23825;-23081;40,76 %;94894;38679;68044;509;12;69;590;20;145,4;1,04;1,08;1 %;8,0 %;-2,2 %;7616;401486;-687;2171;5464;9720277;9809202;7325274;;73,97 %;872;980;6858;74,65 %;1110;1711;11974;55,75 %;4213;5634;39435;;;;;1080422;402;72,60 %;1054733;944;70,87 %;684899;2558;46,02 %;;;;844;6,42;450;5232;16,13 %;70,33 %;75,00 %;5,91 %;8,60 %;2174;16,54;1,04;2174;100,0 %;195;1989;195;1989
2022-03-22;Tue, 22;405461;44418;361764;1890;4662;;4696;-34;3,4 %;702;3994;7;25;29034;29331;9,25 %;1950,9;1970,9;1804,1;-24341;-23969;-23745;-23001;42,06 %;91001;38275;66239;489;12;68;569;7;146,8;1,02;1,06;1 %;5,4 %;-5,6 %;6512;406182;-721;1496;4573;9721110;9810877;7331731;;73,98 %;833;936;6552;74,66 %;1675;1626;11383;55,80 %;6457;5428;37993;;;;;1080506;84;72,60 %;1054777;44;70,88 %;685131;232;46,04 %;;;;894;6,80;432;5192;17,22 %;74,50 %;72,00 %;5,87 %;8,32 %;2213;16,84;1,03;2213;100,0 %;341;1962;341;1962
2022-03-23;Wed, 23;410636;46481;364918;1890;5175;;5217;-42;8,5 %;2063;3154;0;20;29442;29741;9,90 %;1978,4;1998,5;1818,4;-24881;-24509;-24285;-23541;41,56 %;79883;33199;65361;488;13;68;569;-7;160,0;1,02;1,04;1 %;4,9 %;-7,8 %;5197;411399;-763;1378;3632;9722078;9812707;7338000;;73,99 %;968;875;6123;74,68 %;1830;1544;10806;55,84 %;6269;5247;36732;;;;;1080579;73;72,61 %;1054832;55;70,88 %;685359;228;46,05 %;;;;929;7,07;420;5108;18,19 %;77,42 %;70,00 %;4,29 %;8,22 %;2176;16,56;1,04;2176;100,0 %;308;1962;308;1962
2022-03-24;Thu, 24;415838;48215;368410;1894;5202;;5226;-24;11,9 %;1734;3492;4;22;30047;30298;9,13 %;2019,0;2035,9;1865,6;-25753;-25381;-25157;-24413;38,94 %;76134;29647;65205;490;10;68;568;15;153,4;1,03;1,03;2 %;6,1 %;-8,8 %;4551;416625;-787;1755;2884;9723112;9814487;7344689;;74,00 %;1034;848;5935;74,69 %;1780;1471;10298;55,89 %;6689;5091;35636;;;;;1080661;82;72,62 %;1054922;90;70,89 %;685598;239;46,07 %;;;;972;7,40;407;5000;19,44 %;81,00 %;67,83 %;1,85 %;8,14 %;2187;16,64;1,05;2187;100,0 %;292;1953;292;1953
