Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D;LMU Hosp Nowcast;7D
2022-03-25;Fri, 25;419981;48487;372296;1899;4143;;4158;-15;-4,9 %;272;3886;5;25;29852;30084;7,98 %;2005,9;2021,5;1872,1;-27098;-26726;-26502;-25758;46,55 %;66523;30966;65032;484;10;66;560;3;133,8;1,03;1,03;-1 %;4,0 %;-9,4 %;3081;420783;-802;1163;2179;9724068;9816537;7351429;;74,00 %;956;807;5647;74,71 %;2050;1437;10059;55,95 %;6740;4956;34694;;;;;1080743;82;72,62 %;1055013;91;70,89 %;685837;239;46,08 %;;;;979;7,45;422;4892;20,01 %;81,58 %;70,33 %;1,47 %;8,63 %;2161;16,45;1,05;2161;100,0 %;289;1941;289;1941
2022-03-26;Sat, 26;422781;46760;376836;1902;2800;;2813;-13;-0,3 %;-1727;4540;3;26;29863;30075;7,99 %;2006,6;2020,9;1871,3;-26020;-25648;-25424;-24680;51,82 %;23966;12419;64802;480;10;63;553;-9;135,3;1,04;1,03;-0 %;5,2 %;-9,8 %;2241;423596;-815;1486;1813;9724654;9817756;7353923;;74,01 %;586;777;5440;74,72 %;1219;1421;9948;55,97 %;2494;4834;33838;;;;;1080825;82;72,63 %;1055103;90;70,90 %;686076;239;46,10 %;;;;904;6,88;409;4898;18,46 %;75,33 %;68,17 %;-0,26 %;8,35 %;2117;16,11;1,03;2117;100,0 %;287;1920;287;1920
2022-03-27;Sun, 27;426041;45223;381643;1906;3260;;3270;-10;-16,0 %;-1537;4807;4;27;29249;29452;8,20 %;1965,4;1979,0;1829,1;-25221;-24849;-24625;-23881;34,52 %;19132;6604;64505;479;10;61;550;-13;136,3;1,02;1,02;-2 %;1,6 %;-9,9 %;1090;426866;-825;463;1416;9724854;9818095;7355196;;74,01 %;200;778;5449;74,72 %;339;1429;10003;55,97 %;1273;4876;34135;;;;;1080863;38;72,63 %;1055150;47;70,90 %;686263;187;46,11 %;;;;894;6,80;414;5032;17,77 %;74,50 %;69,00 %;-2,02 %;8,23 %;2129;16,20;0,98;2129;100,0 %;202;1914;202;1914
2022-03-28;Mon, 28;430686;45221;386312;1912;4645;;4667;-22;14,6 %;-2;4669;6;29;29887;30047;6,41 %;2008,3;2019,0;1897,3;-25180;-24808;-24584;-23840;40,41 %;86004;34754;63235;505;12;59;576;-14;111,0;1,01;1,02;2 %;3,0 %;-9,6 %;1505;431533;-847;872;1230;9725491;9819330;7360658;;74,01 %;637;745;5214;74,73 %;1235;1447;10128;56,02 %;5462;5055;35384;;;;;1081140;277;72,65 %;1055745;595;70,94 %;688758;2495;46,28 %;;;;925;7,04;413;5131;18,03 %;77,08 %;68,83 %;-1,93 %;8,05 %;2117;16,11;0,95;2117;100,0 %;184;1903;184;1903
2022-03-29;Tue, 29;435515;45688;390685;1916;4829;;4840;-11;3,1 %;467;4373;4;26;30054;30191;6,80 %;2019,5;2028,7;1899,5;-24814;-24442;-24218;-23474;38,50 %;86379;33256;62574;484;8;61;553;-16;120,0;1,00;1,02;0 %;2,9 %;-8,5 %;1270;436373;-858;860;1140;9726320;9821002;7366283;;74,02 %;829;744;5210;74,74 %;1672;1446;10125;56,06 %;5625;4936;34552;;;;;1081198;58;72,65 %;1055805;60;70,95 %;688980;222;46,30 %;;;;894;6,80;409;4867;18,37 %;74,50 %;68,17 %;-6,26 %;8,40 %;2085;15,87;0,94;2085;100,0 %;319;1881;319;1881
2022-03-30;Wed, 30;440696;48049;393507;1920;5181;;5183;-2;-0,7 %;2361;2822;4;30;30060;30157;5,34 %;2019,9;2026,4;1923,7;-24780;-24408;-24184;-23440;38,98 %;80745;31474;62698;490;9;68;567;-2;96,2;1,00;1,01;-0 %;1,4 %;-7,4 %;1568;441556;-860;416;1002;9727036;9822473;7371226;;74,03 %;716;708;4958;74,75 %;1471;1395;9766;56,10 %;4943;4747;33226;;;;;1081266;68;72,66 %;1055881;76;70,95 %;689225;245;46,31 %;;;;933;7,10;409;4844;19,26 %;77,75 %;68,17 %;-5,17 %;8,44 %;2082;15,84;0,95;2082;100,0 %;274;1847;274;1847
2022-03-31;Thu, 31;444706;48168;397400;1922;4010;;4012;-2;-23,2 %;119;3893;2;28;28868;28943;4,12 %;1939,8;1944,8;1867,8;-24634;-24262;-24038;-23294;36,45 %;67271;24520;61431;481;10;61;552;-16;72,0;1,00;1,00;-4 %;-4,5 %;-6,8 %;-47;445568;-862;-1355;558;9727994;9824360;7377165;;74,03 %;958;697;4882;74,77 %;1887;1410;9873;56,14 %;5939;4639;32476;;;;;1081314;48;72,66 %;1055960;79;70,96 %;689457;232;46,33 %;;;;963;7,33;403;4687;20,55 %;80,25 %;67,17 %;-6,26 %;8,60 %;2047;15,58;0,96;2047;100,0 %;274;1829;274;1829
2022-04-01;Fri, 1;447631;47021;401472;1928;2925;;2925;0;-29,7 %;-1147;4072;6;29;27650;27710;3,37 %;1857,9;1862,0;1801,3;-24748;-24376;-24152;-23408;41,16 %;52821;21741;59474;476;12;59;547;-13;56,6;0,98;0,99;-4 %;-7,9 %;-6,7 %;-1466;448493;-862;-2374;53;9728588;9825769;7381806;;74,04 %;594;646;4520;74,78 %;1409;1319;9232;56,18 %;4641;4340;30377;;;;;1081363;49;72,66 %;1056039;79;70,96 %;689690;233;46,34 %;;;;990;7,53;403;4514;21,93 %;82,50 %;67,17 %;-7,73 %;8,93 %;2004;15,25;0,96;2004;100,0 %;273;1813;273;1813
2022-04-02;Sat, 2;449472;44168;406168;1931;1841;;1843;-2;-34,5 %;-2853;4696;3;29;26691;26740;4,31 %;1793,5;1796,8;1722,6;-23319;-22947;-22723;-21979;42,45 %;22092;9378;59206;470;14;57;541;-12;70,9;0,95;0,97;-4 %;-11,1 %;-6,8 %;-2592;450336;-864;-3335;-636;9728957;9826618;7383672;;74,04 %;369;615;4303;74,78 %;849;1266;8862;56,19 %;1866;4250;29749;;;;;1081411;48;72,67 %;1056118;79;70,97 %;689922;232;46,36 %;;;;959;7,30;393;4555;21,05 %;79,92 %;65,50 %;-7,00 %;8,63 %;1972;15,01;0,92;1972;100,0 %;240;1766;240;1766
2022-04-03;Sun, 3;451051;40535;411384;1935;1579;;1583;-4;-51,6 %;-3633;5216;4;29;25010;25053;4,57 %;1680,6;1683,4;1609,9;-20233;-19861;-19637;-18893;34,69 %;17121;5939;58919;465;16;56;537;-13;70,7;0,90;0,95;-6 %;-14,9 %;-6,9 %;-4688;451919;-868;-4399;-1331;9729069;9826884;7384301;;74,04 %;112;602;4215;74,78 %;266;1256;8789;56,20 %;629;4158;29105;;;;;1081439;28;72,67 %;1056166;48;70,97 %;690105;183;46,37 %;;;;916;6,97;404;4594;19,94 %;76,33 %;67,33 %;-8,70 %;8,79 %;1927;14,66;0,88;1927;100,0 %;161;1725;161;1725
2022-04-04;Mon, 4;453055;37319;416610;1935;2004;;2010;-6;-56,9 %;-3216;5226;0;23;22369;22396;7,32 %;1503,1;1504,9;1402,2;-17401;-17029;-16805;-16061;32,66 %;66757;21803;56169;463;16;58;537;-39;100,9;0,85;0,92;-11 %;-25,5 %;-7,5 %;-7902;453929;-874;-7651;-2548;9729414;9827711;7386802;;74,04 %;345;560;3923;74,79 %;827;1197;8381;56,22 %;2501;3735;26144;;;;;1081840;401;72,69 %;1056778;612;71,01 %;692366;2261;46,52 %;;;;894;6,80;379;4581;19,52 %;74,50 %;63,17 %;-10,72 %;8,27 %;1873;14,25;0,85;1873;100,0 %;136;1677;136;1677
2022-04-05;Tue, 5;455741;35853;420768;1939;2686;;2692;-6;-44,4 %;-1466;4158;4;23;20226;20248;6,31 %;1359,1;1360,6;1279,9;-14910;-14538;-14314;-13570;35,11 %;73253;25719;54294;441;18;40;499;-54;79,2;0,81;0,88;-10 %;-32,9 %;-8,5 %;-9835;456621;-880;-9943;-4092;9729866;9828864;7391369;;74,05 %;452;507;3546;74,80 %;1153;1123;7862;56,25 %;4567;3584;25086;;;;;1081856;16;72,70 %;1056823;45;71,01 %;692490;124;46,53 %;;;;906;6,89;365;4343;20,86 %;75,50 %;60,83 %;-10,77 %;8,40 %;1779;13,54;0,84;1779;100,0 %;255;1613;255;1613
2022-04-06;Wed, 6;459226;36533;423581;1945;3485;;3493;-8;-32,6 %;680;2813;6;25;18530;18558;7,09 %;1245,1;1247,0;1164,4;-14389;-14017;-13793;-13049;33,15 %;62481;20712;51685;436;15;47;498;-69;80,7;0,76;0,83;-8 %;-38,5 %;-10,5 %;-11516;460114;-888;-11599;-5808;9730337;9830016;7395734;;74,05 %;471;472;3301;74,81 %;1152;1078;7543;56,28 %;4365;3501;24508;;;;;1081890;34;72,70 %;1056868;45;71,02 %;692676;186;46,54 %;;;;889;6,77;354;4171;21,31 %;74,08 %;59,00 %;-13,89 %;8,49 %;1682;12,80;0,85;1682;100,0 %;234;1573;234;1573
2022-04-07;Thu, 7;462517;36558;426851;1954;3291;;3295;-4;-17,9 %;25;3270;9;32;17811;17841;7,16 %;1196,8;1198,8;1118,7;-14763;-14391;-14167;-13423;32,23 %;55055;17744;49940;446;12;51;509;-43;78,1;0,73;0,80;-4 %;-38,4 %;-12,3 %;-11610;463409;-892;-11102;-7200;9730829;9831280;7400599;;74,05 %;492;405;2835;74,82 %;1264;989;6920;56,32 %;4865;3348;23434;;;;;1081903;13;72,70 %;1056890;22;71,02 %;692745;69;46,55 %;;;;899;6,84;343;4096;21,95 %;74,92 %;57,17 %;-12,61 %;8,37 %;1609;12,24;0,87;1609;100,0 %;223;1522;223;1522
2022-04-08;Fri, 8;465123;34503;431517;1956;2606;;2611;-5;-10,7 %;-2055;4666;2;28;17492;17527;5,03 %;1175,4;1177,7;1121,3;-15530;-15158;-14934;-14190;40,59 %;44360;18006;48731;436;12;49;497;-50;54,1;0,73;0,78;-2 %;-36,7 %;-13,6 %;-12518;466020;-897;-10183;-8316;9731372;9832642;7405202;;74,06 %;543;398;2784;74,83 %;1362;982;6873;56,36 %;4603;3342;23396;;;;;1081916;13;72,70 %;1056912;22;71,02 %;692815;70;46,55 %;;;;910;6,93;336;3875;23,48 %;75,83 %;56,00 %;-14,16 %;8,67 %;1607;12,23;0,86;1607;100,0 %;223;1472;223;1472
2022-04-09;Sat, 9;466741;31281;436357;1958;1618;;1618;0;-12,2 %;-3222;4840;2;27;17269;17302;4,56 %;1160,4;1162,6;1111,9;-15570;-15198;-14974;-14230;43,32 %;18215;7891;48177;425;12;47;484;-57;48,5;0,75;0,77;-1 %;-35,3 %;-15,1 %;-12887;467638;-897;-9438;-9188;9731723;9833479;7407127;;74,06 %;351;395;2766;74,84 %;837;980;6861;56,37 %;1925;3351;23455;;;;;1082265;349;72,72 %;1057082;170;71,03 %;693118;303;46,57 %;;;;858;6,53;338;3862;22,22 %;71,50 %;56,33 %;-15,21 %;8,75 %;1585;12,06;0,83;1585;100,0 %;250;1482;250;1482
2022-04-10;Sun, 10;468099;27456;441540;1960;1358;;1358;0;-14,2 %;-3825;5183;2;25;17048;17077;4,80 %;1145,5;1147,5;1094,9;-14918;-14546;-14322;-13578;32,18 %;16723;5381;48121;414;12;45;471;-66;50,6;0,81;0,77;-1 %;-31,8 %;-16,5 %;-13079;468996;-897;-7976;-9699;9731781;9833674;7407577;;74,06 %;58;387;2712;74,84 %;195;970;6790;56,37 %;450;3325;23276;;;;;1082286;21;72,72 %;1057106;24;71,03 %;693185;67;46,58 %;36600;;;838;6,38;334;3929;21,33 %;69,83 %;55,67 %;-14,48 %;8,50 %;1568;11,93;0,79;1568;100,0 %;139;1460;139;1460
2022-04-11;Mon, 11;470020;25370;445552;1961;1921;;1926;-5;-4,2 %;-2086;4012;1;26;16965;16993;6,24 %;1140,0;1141,8;1074,7;-14147;-13775;-13551;-12807;36,82 %;48408;17824;45499;414;11;46;471;-66;65,3;0,87;0,79;-0 %;-24,1 %;-17,6 %;-11949;470922;-902;-5403;-9378;9732153;9834378;7409803;;74,06 %;372;391;2739;74,84 %;704;952;6667;56,39 %;2226;3286;23001;;;;;1082450;164;72,74 %;1057501;395;71,06 %;695058;1873;46,70 %;36692;92;2,47 %;861;6,55;306;3996;21,55 %;71,75 %;51,00 %;-12,77 %;7,66 %;1532;11,66;0,77;1532;100,0 %;146;1470;146;1470
2022-04-12;Tue, 12;472573;25000;448477;1967;2553;;2555;-2;-5,1 %;-370;2925;6;28;16832;16856;5,55 %;1131,0;1132,6;1073,0;-13212;-12840;-12616;-11872;40,00 %;48835;19534;42011;412;12;44;468;-31;58,0;0,92;0,82;-1 %;-16,8 %;-18,9 %;-10853;473477;-904;-3392;-8442;9732548;9835329;7413316;;74,07 %;395;383;2682;74,85 %;951;924;6465;56,42 %;3513;3135;21947;;;;;1082170;-280;72,72 %;1057551;50;71,06 %;695164;106;46,71 %;36777;85;2,47 %;889;6,77;296;3771;23,57 %;74,08 %;49,33 %;-13,17 %;7,85 %;1542;11,73;0,77;1542;100,0 %;215;1430;215;1430
2022-04-13;Wed, 13;474756;25340;450320;1967;2183;;2183;0;-37,5 %;340;1843;0;22;15530;15546;4,84 %;1043,5;1044,6;996,4;-12102;-11730;-11506;-10762;40,77 %;40283;16423;38840;400;14;41;455;-43;47,1;0,93;0,86;-8 %;-16,2 %;-19,9 %;-11193;475660;-904;-3012;-7215;9732928;9836261;7416488;;74,07 %;380;370;2591;74,86 %;932;892;6245;56,44 %;3172;2965;20754;;;;;1082182;12;72,72 %;1057591;40;71,07 %;695250;86;46,72 %;36839;62;2,48 %;847;6,45;293;3681;23,01 %;70,58 %;48,83 %;-11,75 %;7,96 %;1499;11,41;0,80;1499;100,0 %;214;1410;214;1410
2022-04-14;Thu, 14;476754;25756;451903;1967;1998;;1999;-1;-39,3 %;416;1583;0;13;14237;14250;4,03 %;956,7;957,5;920,4;-11489;-11117;-10893;-10149;39,60 %;35873;14206;36100;385;13;41;439;-70;36,3;0,91;0,88;-8 %;-20,1 %;-21,1 %;-10802;477659;-905;-3591;-6142;9733076;9836642;7417549;;74,07 %;148;321;2247;74,86 %;381;766;5362;56,45 %;1061;2421;16950;;;;;1082195;13;72,72 %;1057632;41;71,07 %;695335;85;46,72 %;36902;63;2,48 %;914;6,96;299;3637;25,13 %;76,17 %;49,83 %;-11,21 %;8,22 %;1492;11,35;0,83;1492;100,0 %;213;1400;213;1400
2022-04-15;Fri, 15;478071;25064;453913;1967;1317;;1318;-1;-49,5 %;-692;2010;0;11;12948;12957;7,23 %;870,0;870,6;811,9;-11189;-10817;-10593;-9849;42,19 %;16708;7049;32149;370;12;41;423;-74;58,1;0,87;0,88;-9 %;-26,1 %;-23,2 %;-9439;478977;-906;-4570;-5340;9733222;9837023;7418611;;74,07 %;146;264;1850;74,86 %;381;626;4381;56,46 %;1062;1916;13409;;;;;1082207;12;72,72 %;1057672;40;71,07 %;695420;85;46,73 %;36964;62;2,48 %;807;6,14;297;3592;22,47 %;67,25 %;49,50 %;-7,30 %;8,27 %;1347;10,25;0,84;1347;100,0 %;186;1363;186;1363
2022-04-16;Sat, 16;479184;23486;456605;1967;1113;;1114;-1;-31,1 %;-1578;2692;0;9;12443;12453;6,18 %;836,1;836,8;788,1;-10945;-10573;-10349;-9605;45,83 %;14225;6519;31579;355;10;41;406;-78;48,0;0,81;0,87;-4 %;-28,0 %;-25,4 %;-7795;480091;-907;-4849;-4685;9733368;9837404;7419672;;74,07 %;146;235;1645;74,87 %;381;561;3925;56,47 %;1061;1792;12545;;;;;1082221;14;72,72 %;1057714;42;71,07 %;695506;86;46,73 %;37026;62;2,49 %;755;5,75;294;3547;21,29 %;62,92 %;49,00 %;-8,16 %;8,29 %;1307;9,95;0,82;1307;100,0 %;123;1236;123;1236
2022-04-17;Sun, 17;480153;20962;460098;1967;969;;969;0;-28,6 %;-2524;3493;0;7;12054;12064;4,67 %;810,0;810,6;774,4;-9989;-9617;-9393;-8649;42,06 %;13157;5534;31070;340;9;42;391;-80;35,6;0,78;0,85;-3 %;-29,4 %;-28,0 %;-6494;481060;-907;-5013;-4261;9733515;9837785;7420734;;74,07 %;147;248;1734;74,87 %;381;587;4111;56,47 %;1062;1880;13157;;;;;1082222;1;72,72 %;1057720;6;71,07 %;695539;33;46,74 %;37050;24;2,49 %;701;5,33;291;3503;20,01 %;58,42 %;48,50 %;-10,84 %;8,31 %;1297;9,87;0,80;1297;100,0 %;130;1227;130;1227
2022-04-18;Mon, 18;481067;18582;463393;1967;914;;915;-1;-52,5 %;-2380;3295;0;6;11047;11053;4,86 %;742,3;742,7;708,3;-8348;-7976;-7752;-7008;34,80 %;17703;6161;26683;324;8;42;374;-97;34,0;0,76;0,82;-8 %;-35,0 %;-31,2 %;-6788;481975;-908;-5940;-4338;9733531;9837826;7420852;;74,07 %;16;197;1378;74,87 %;41;493;3448;56,47 %;118;1578;11049;;;;;1082298;76;72,73 %;1057903;183;71,09 %;696342;803;46,79 %;40434;3384;2,72 %;577;4,39;288;3457;16,69 %;48,08 %;48,00 %;-13,49 %;8,33 %;1163;8,85;0,79;1163;100,0 %;126;1207;126;1207
2022-04-19;Tue, 19;482558;17464;466004;1972;1491;;1493;-2;-41,6 %;-1118;2611;5;5;9985;9991;8,45 %;670,9;671,3;619,0;-7657;-7285;-7061;-6317;36,69 %;41909;15376;25694;344;8;40;392;-76;51,9;0,76;0,80;-10 %;-40,7 %;-33,5 %;-7536;483468;-910;-6865;-4834;9733875;9838665;7423262;;74,08 %;344;190;1327;74,87 %;839;477;3336;56,49 %;2410;1421;9946;;;;;1082324;26;72,73 %;1057951;48;71,09 %;696465;123;46,80 %;40639;205;2,73 %;541;4,12;273;3459;15,64 %;45,08 %;45,50 %;-8,27 %;7,89 %;1154;8,78;0,80;1154;100,0 %;130;1122;130;1122
2022-04-20;Wed, 20;484541;17832;467621;1973;1983;;1985;-2;-9,1 %;368;1617;1;6;9785;9793;8,44 %;657,5;658,0;606,8;-7643;-7271;-7047;-6303;41,55 %;42801;17784;26054;326;6;35;367;-88;50,7;0,78;0,78;-2 %;-37,0 %;-34,9 %;-7508;485453;-912;-5753;-5226;9734154;9839466;7425617;;74,08 %;279;175;1226;74,88 %;801;458;3205;56,51 %;2355;1304;9129;;;;;1082341;17;72,73 %;1058009;58;71,09 %;696603;138;46,81 %;40992;353;2,75 %;597;4,54;251;3276;18,22 %;49,75 %;41,83 %;-11,00 %;7,66 %;1180;8,98;0,82;1180;100,0 %;247;1155;247;1155
2022-04-21;Thu, 21;486292;18225;468979;1979;1751;;1751;0;-12,4 %;393;1358;6;12;9538;9545;6,97 %;640,9;641,4;599,6;-8078;-7706;-7482;-6738;37,11 %;32866;12197;25624;328;6;34;368;-71;41,3;0,78;0,77;-3 %;-33,0 %;-35,3 %;-7531;487204;-912;-4705;-5385;9734478;9840358;7428556;;74,08 %;324;200;1402;74,89 %;892;531;3716;56,53 %;2939;1572;11007;;;;;1082359;18;72,73 %;1058060;51;71,10 %;696720;117;46,82 %;41018;26;2,76 %;636;4,84;249;3222;19,74 %;53,00 %;41,50 %;-11,41 %;7,73 %;1175;8,94;0,85;1175;100,0 %;214;1156;214;1156
2022-04-22;Fri, 22;487572;17583;470905;1979;1280;;1284;-4;-2,6 %;-642;1926;0;12;9501;9511;6,43 %;638,4;639,1;600,5;-8244;-7872;-7648;-6904;36,72 %;30703;11274;27623;328;9;34;371;-52;37,9;0,80;0,78;-0 %;-26,6 %;-33,2 %;-7481;488488;-916;-3446;-5224;9734923;9841686;7432136;;74,09 %;445;243;1701;74,90 %;1328;666;4663;56,56 %;3580;1932;13525;;;;;1082378;19;72,73 %;1058112;52;71,10 %;696837;117;46,82 %;41044;26;2,76 %;710;5,40;255;3054;23,25 %;59,17 %;42,50 %;-14,98 %;8,35 %;1257;9,57;0,86;1257;100,0 %;206;1176;206;1176
2022-04-23;Sat, 23;488683;16140;473460;1979;1111;;1112;-1;-0,2 %;-1443;2555;0;12;9499;9509;7,58 %;638,3;639,0;594,0;-8390;-8018;-7794;-7050;41,04 %;12960;5319;27443;328;11;34;373;-33;44,3;0,84;0,81;-0 %;-23,6 %;-30,7 %;-7346;489600;-917;-2944;-4952;9735142;9842265;7433299;;74,09 %;219;253;1774;74,90 %;579;694;4861;56,57 %;1163;1947;13627;;;;;1082397;19;72,73 %;1058164;52;71,10 %;696954;117;46,83 %;41070;26;2,76 %;711;5,41;242;3015;23,58 %;59,25 %;40,33 %;-15,00 %;8,03 %;1281;9,75;0,85;1281;100,0 %;203;1256;203;1256
2022-04-24;Sun, 24;489818;15092;475643;1980;1135;;1135;0;17,1 %;-1048;2183;1;13;9665;9675;4,94 %;649,4;650,1;619,5;-8611;-8239;-8015;-7271;31,71 %;10972;3479;27131;328;13;34;375;-16;29,9;0,89;0,84;2 %;-19,8 %;-27,6 %;-5870;490735;-917;-2389;-4577;9735184;9842402;7433538;;74,09 %;42;238;1669;74,90 %;137;660;4617;56,57 %;239;1829;12804;;;;;1082410;13;72,73 %;1058184;20;71,10 %;696998;44;46,83 %;41100;30;2,76 %;697;5,30;252;3098;22,50 %;58,08 %;42,00 %;-11,56 %;8,13 %;1279;9,73;0,84;1279;100,0 %;115;1241;115;1241
2022-04-25;Mon, 25;491150;14427;477642;1980;1332;;1334;-2;45,8 %;-665;1999;0;13;10083;10094;8,13 %;677,5;678,3;627,3;-8450;-8078;-7854;-7110;28,15 %;21530;6060;27677;316;11;37;364;-10;50,2;0,96;0,87;4 %;-8,7 %;-21,5 %;-4155;492069;-919;-959;-3866;9735401;9842978;7435090;;74,09 %;217;267;1870;74,91 %;576;736;5152;56,58 %;1552;2034;14238;;;;;1082464;54;72,74 %;1058352;168;71,12 %;697681;683;46,88 %;43566;2466;2,93 %;847;6,45;249;3101;27,31 %;70,58 %;41,50 %;-10,30 %;8,03 %;1394;10,61;0,84;1394;100,0 %;138;1253;138;1253
2022-04-26;Tue, 26;493029;14999;478960;1981;1879;;1890;-11;26,6 %;572;1318;1;9;10471;10491;8,65 %;703,6;704,9;648,8;-8346;-7974;-7750;-7006;30,04 %;34087;10239;26560;314;12;33;359;-33;54,8;1,02;0,92;4 %;5,0 %;-15,3 %;-2465;493959;-930;500;-2814;9735708;9843877;7437974;;74,09 %;307;262;1833;74,91 %;899;745;5212;56,60 %;2884;2102;14712;;;;;1082477;13;72,74 %;1058371;19;71,12 %;697755;74;46,89 %;43654;88;2,93 %;788;6,00;234;2968;26,55 %;65,67 %;39,00 %;-14,19 %;7,88 %;1347;10,25;0,88;1347;100,0 %;217;1340;217;1340
2022-04-27;Wed, 27;494631;15487;480074;1985;1602;;1602;0;-19,3 %;488;1114;4;12;10090;10108;5,04 %;678,0;679,2;646,6;-8208;-7836;-7612;-6868;35,79 %;41137;14722;26322;306;11;27;344;-23;31,4;1,05;0,96;-4 %;3,2 %;-10,0 %;-2345;495561;-930;315;-1947;9735999;9844674;7440659;;74,09 %;291;264;1845;74,92 %;797;744;5208;56,63 %;2685;2149;15042;;;;;1082495;18;72,74 %;1058396;25;71,12 %;697823;68;46,89 %;43724;70;2,94 %;814;6,19;223;2810;28,97 %;67,83 %;37,17 %;-14,22 %;7,94 %;1281;9,75;0,93;1281;100,0 %;225;1318;225;1318
2022-04-28;Thu, 28;495955;15844;481043;1993;1324;;1326;-2;-24,3 %;357;969;8;14;9663;9683;5,29 %;649,3;650,7;618,0;-8248;-7876;-7652;-6908;42,37 %;24312;10301;25100;274;9;24;307;-61;31,3;1,06;1,00;-4 %;1,4 %;-5,5 %;-2381;496887;-932;138;-1255;9842844;9804823;7423711;412620;74,91 %;106845;15481;108366;74,62 %;-39851;-5076;-35535;56,50 %;-16948;-692;-4845;3,14 %;;;;1082518;23;72,74 %;1058419;23;71,12 %;697887;64;46,89 %;43775;51;2,94 %;829;6,31;231;2752;30,12 %;69,08 %;38,50 %;-14,59 %;8,39 %;1218;9,27;0,97;1218;100,0 %;162;1266;162;1266
2022-04-29;Fri, 29;496917;15891;481958;1997;962;;962;0;-25,1 %;47;915;4;18;9345;9361;3,93 %;627,9;629,0;605,2;-8100;-7728;-7504;-6760;27,38 %;58202;15934;29029;274;9;26;309;-62;22,7;1,02;1,01;-3 %;-1,6 %;-2,6 %;-1692;497849;-932;-150;-784;9843215;9805843;7426623;419155;74,91 %;371;15470;108292;74,62 %;1020;-5120;-35843;56,52 %;2912;-788;-5513;3,19 %;6535;934;6535;1082542;24;72,74 %;1058442;23;71,12 %;697951;64;46,90 %;43825;50;2,94 %;823;6,26;226;2607;31,57 %;68,58 %;37,67 %;-14,64 %;8,67 %;1193;9,08;1,00;1193;100,0 %;200;1260;200;1260
2022-04-30;Sat, 30;498066;15547;483451;1998;1149;;1149;0;3,3 %;-344;1493;1;19;9383;9398;19,02 %;630,5;631,5;530,6;-8114;-7742;-7518;-6774;27,37 %;58203;15933;35492;274;10;28;312;-61;99,9;0,97;1,00;0 %;-1,2 %;3,7 %;-593;498998;-932;-111;-379;9843304;9806114;7427218;419870;74,91 %;89;15452;108162;74,63 %;271;-5164;-36151;56,52 %;595;-869;-6081;3,20 %;715;1036;7250;1082565;23;72,74 %;1058466;24;71,12 %;698016;65;46,90 %;43876;51;2,95 %;729;5,55;230;2577;28,29 %;60,75 %;38,33 %;-14,53 %;8,93 %;1149;8,74;0,98;1149;100,0 %;150;1207;150;1207
2022-05-01;Sun, 1;498932;14428;485436;1998;866;;866;0;-23,7 %;-1119;1985;0;18;9114;9129;34,75 %;612,4;613,4;455,2;-7646;-7274;-7050;-6306;33,08 %;58202;15933;42239;274;11;29;314;-61;157,2;0,93;0,99;-3 %;-5,6 %;14,0 %;-664;499864;-932;-546;-116;9843394;9806385;7427814;420585;74,91 %;90;15459;108210;74,63 %;271;-5145;-36017;56,53 %;596;-818;-5724;3,20 %;715;1138;7965;1082589;24;72,74 %;1058490;24;71,13 %;698080;64;46,91 %;43927;51;2,95 %;654;4,98;225;2681;24,39 %;54,50 %;37,50 %;-13,46 %;8,39 %;1112;8,46;0,94;1112;100,0 %;91;1183;91;1183
